name,xmin,ymin,xmax,ymax
Alef,733,40,783,90
Qof,708,40,758,90
Lamed,683,40,733,90
Tsadi-medial,628,40,678,90
Mem,597,40,647,90
Alef,573,40,623,90
Mem-medial,538,40,588,90
Ayin,517,40,567,90
Ayin,491,40,541,90
Kaf,462,40,512,90
Lamed,434,40,484,90
Samekh,339,40,389,90
Kaf,318,40,368,90
Pe-final,284,40,334,90
Taw,258,40,308,90
Dalet,233,40,283,90
Taw,214,40,264,90
Tet,181,40,231,90
Qof,151,40,201,90
Pe-final,128,40,178,90
Lamed,104,40,154,90
Zayin,86,40,136,90
Gimel,862,90,912,140
Het,838,90,888,140
Kaf-final,753,90,803,140
Shin,667,90,717,140
Dalet,638,90,688,140
Dalet,626,90,676,140
Tsadi-final,594,90,644,140
Kaf-final,563,90,613,140
Ayin,533,90,583,140
Tsadi-medial,512,90,562,140
Pe-final,492,90,542,140
Zayin,464,90,514,140
Samekh,430,90,480,140
Mem,397,90,447,140
Kaf-final,364,90,414,140
Nun-medial,337,90,387,140
Gimel,169,90,219,140
Tet,144,90,194,140
Qof,115,90,165,140
Alef,98,90,148,140
Resh,851,140,901,190
Zayin,775,140,825,190
Nun-medial,745,140,795,190
Pe-final,725,140,775,190
Pe-final,697,140,747,190
Resh,671,140,721,190
Taw,622,140,672,190
Pe-final,592,140,642,190
Tsadi-final,569,140,619,190
Lamed,544,140,594,190
Pe-final,523,140,573,190
Nun-final,491,140,541,190
Zayin,464,140,514,190
Mem-medial,442,140,492,190
Taw,411,140,461,190
Bet,380,140,430,190
Nun-medial,348,140,398,190
Dalet,319,140,369,190
Tet,298,140,348,190
Lamed,274,140,324,190
Yod,244,140,294,190
Lamed,169,140,219,190
Ayin,926,190,976,240
Yod,898,190,948,240
He,879,190,929,240
Taw,855,190,905,240
Resh,833,190,883,240
Tet,812,190,862,240
Nun-medial,786,190,836,240
Tsadi-final,767,190,817,240
Shin,744,190,794,240
Bet,719,190,769,240
Nun-medial,616,190,666,240
Mem-medial,585,190,635,240
Mem,559,190,609,240
Tsadi-final,479,190,529,240
Pe,456,190,506,240
Nun-final,440,190,490,240
Alef,408,190,458,240
Taw,373,190,423,240
Nun-medial,346,190,396,240
Het,313,190,363,240
Het,280,190,330,240
Kaf-final,265,190,315,240
Nun-medial,256,190,306,240
Samekh,225,190,275,240
Dalet,194,190,244,240
Ayin,164,190,214,240
Mem-medial,146,190,196,240
Tsadi-final,117,190,167,240
Yod,94,190,144,240
Pe,923,240,973,290
Shin,774,240,824,290
Yod,746,240,796,290
Waw,719,240,769,290
Mem-medial,658,240,708,290
Tsadi-medial,635,240,685,290
