name,xmin,ymin,xmax,ymax
Alef,923,40,973,90
Nun-medial,895,40,945,90
Mem-medial,874,40,924,90
Dalet,842,40,892,90
Taw,811,40,861,90
Dalet,787,40,837,90
Kaf,707,40,757,90
Kaf-final,685,40,735,90
Lamed,658,40,708,90
Nun-medial,594,40,644,90
Nun-medial,564,40,614,90
Mem-medial,539,40,589,90
Mem,518,40,568,90
Tet,491,40,541,90
Bet,413,40,463,90
He,279,40,329,90
Kaf-final,243,40,293,90
Dalet,215,40,265,90
Samekh,187,40,237,90
Zayin,155,40,205,90
Gimel,127,40,177,90
Nun-medial,91,40,141,90
Alef,923,90,973,140
Het,903,90,953,140
Tsadi-medial,882,90,932,140
Ayin,811,90,861,140
Pe,789,90,839,140
Taw,765,90,815,140
Alef,737,90,787,140
Samekh,714,90,764,140
Kaf,690,90,740,140
Nun-medial,673,90,723,140
Het,650,90,700,140
Tsadi-medial,570,90,620,140
Pe-final,545,90,595,140
Qof,522,90,572,140
Tet,437,90,487,140
Kaf,416,90,466,140
Qof,393,90,443,140
Taw,361,90,411,140
Waw,340,90,390,140
Pe-final,310,90,360,140
Lamed,228,90,278,140
Tsadi-final,194,90,244,140
Mem,172,90,222,140
Tsadi-medial,139,90,189,140
Het,114,90,164,140
Pe-final,84,90,134,140
Alef,872,140,922,190
Samekh,819,140,869,190
He,798,140,848,190
Tsadi-medial,746,140,796,190
Dalet,715,140,765,190
Yod,694,140,744,190
Pe,670,140,720,190
Tet,649,140,699,190
Shin,627,140,677,190
Het,573,140,623,190
He,551,140,601,190
Nun-medial,530,140,580,190
Zayin,504,140,554,190
Tsadi-medial,482,140,532,190
Tsadi-final,457,140,507,190
Taw,430,140,480,190
Ayin,406,140,456,190
Tsadi-final,391,140,441,190
Tsadi-final,365,140,415,190
Pe-final,343,140,393,190
Alef,316,140,366,190
Waw,299,140,349,190
Nun-medial,262,140,312,190
Ayin,237,140,287,190
Qof,213,140,263,190
Kaf,138,140,188,190
Taw,113,140,163,190
Kaf,87,140,137,190
He,922,190,972,240
Qof,887,190,937,240
Pe-final,865,190,915,240
Kaf,839,190,889,240
Qof,809,190,859,240
Nun-final,783,190,833,240
Lamed,754,190,804,240
Tsadi-medial,736,190,786,240
Taw,715,190,765,240
Resh,693,190,743,240
Nun-final,672,190,722,240
Bet,646,190,696,240
Pe-final,620,190,670,240
Taw,594,190,644,240
Alef,572,190,622,240
Kaf-final,542,190,592,240
Gimel,521,190,571,240
Waw,509,190,559,240
Pe,494,190,544,240
Nun-medial,469,190,519,240
Qof,384,190,434,240
He,366,190,416,240
Mem,339,190,389,240
Ayin,314,190,364,240
Samekh,295,190,345,240
Nun-final,263,190,313,240
Nun-medial,239,190,289,240
Dalet,219,190,269,240
Shin,146,190,196,240
He,122,190,172,240
Tsadi-final,917,240,967,290
Yod,891,240,941,290
Mem-medial,874,240,924,290
Samekh,854,240,904,290
Tet,823,240,873,290
Lamed,802,240,852,290
Bet,790,240,840,290
Mem-medial,758,240,808,290
Alef,742,240,792,290
Pe,647,240,697,290
Nun-medial,558,240,608,290
Taw,532,240,582,290
Taw,505,240,555,290
Tsadi-final,424,240,474,290
Yod,304,240,354,290
Gimel,285,240,335,290
Alef,268,240,318,290
Tsadi-medial,236,240,286,290
Dalet,215,240,265,290
Tsadi-medial,192,240,242,290
Nun-medial,165,240,215,290
Gimel,138,240,188,290
Pe,109,240,159,290
Pe-final,87,240,137,290
Waw,927,290,977,340
He,901,290,951,340
Het,873,290,923,340
Waw,841,290,891,340
Nun-final,808,290,858,340
Waw,787,290,837,340
Het,762,290,812,340
Ayin,689,290,739,340
Het,666,290,716,340
Het,637,290,687,340
Tsadi-medial,618,290,668,340
Yod,601,290,651,340
Shin,455,290,505,340
Nun-medial,399,290,449,340
Pe-final,373,290,423,340
Bet,349,290,399,340
Qof,317,290,367,340
Taw,278,290,328,340
Shin,252,290,302,340
Ayin,230,290,280,340
Kaf,209,290,259,340
Tsadi-medial,187,290,237,340
Pe,164,290,214,340
Qof,130,290,180,340
Het,99,290,149,340
Qof,926,340,976,390
Pe,894,340,944,390
Gimel,861,340,911,390
Yod,838,340,888,390
Mem,807,340,857,390
Nun-medial,780,340,830,390
Tsadi-medial,751,340,801,390
