name,xmin,ymin,xmax,ymax
Resh,923,40,973,90
Bet,776,40,826,90
Lamed,746,40,796,90
Nun-final,730,40,780,90
Mem-medial,714,40,764,90
Resh,690,40,740,90
Ayin,664,40,714,90
Pe-final,577,40,627,90
Tsadi-final,484,40,534,90
Pe,463,40,513,90
Shin,445,40,495,90
Bet,424,40,474,90
Pe,398,40,448,90
Zayin,374,40,424,90
Tsadi-final,317,40,367,90
Dalet,289,40,339,90
Waw,261,40,311,90
Waw,236,40,286,90
Lamed,203,40,253,90
Waw,117,40,167,90
Samekh,95,40,145,90
Tsadi-final,867,90,917,140
Resh,838,90,888,140
Kaf-final,820,90,870,140
Ayin,726,90,776,140
Mem-medial,705,90,755,140
Resh,672,90,722,140
Gimel,643,90,693,140
Mem-medial,618,90,668,140
Pe,586,90,636,140
Lamed,555,90,605,140
Gimel,523,90,573,140
Qof,497,90,547,140
Kaf,468,90,518,140
Pe,442,90,492,140
Waw,411,90,461,140
Samekh,386,90,436,140
Tet,363,90,413,140
Samekh,337,90,387,140
Shin,250,90,300,140
Zayin,225,90,275,140
Yod,201,90,251,140
Samekh,181,90,231,140
Yod,152,90,202,140
Pe,125,90,175,140
Shin,101,90,151,140
Pe-final,75,90,125,140
Yod,922,140,972,190
Shin,896,140,946,190
Zayin,869,140,919,190
Shin,844,140,894,190
Lamed,823,140,873,190
Bet,732,140,782,190
Tsadi-final,697,140,747,190
Nun-final,675,140,725,190
Nun-final,649,140,699,190
Kaf,621,140,671,190
Zayin,593,140,643,190
Mem-medial,564,140,614,190
Mem-medial,426,140,476,190
Pe,395,140,445,190
Gimel,373,140,423,190
Nun-medial,347,140,397,190
Ayin,334,140,384,190
He,307,140,357,190
Lamed,288,140,338,190
Het,253,140,303,190
Nun-medial,228,140,278,190
Samekh,203,140,253,190
Kaf,175,140,225,190
Mem,154,140,204,190
Mem,923,190,973,240
Pe,898,190,948,240
Dalet,879,190,929,240
Mem,857,190,907,240
Waw,829,190,879,240
Resh,678,190,728,240
Taw,650,190,700,240
Kaf,635,190,685,240
Yod,617,190,667,240
Mem,597,190,647,240
Bet,578,190,628,240
Pe-final,493,190,543,240
Tsadi-final,461,190,511,240
Pe,433,190,483,240
Bet,407,190,457,240
Lamed,377,190,427,240
Zayin,346,190,396,240
Lamed,322,190,372,240
Tsadi-medial,279,190,329,240
Yod,260,190,310,240
Lamed,240,190,290,240
Kaf,221,190,271,240
Mem-medial,192,190,242,240
Zayin,178,190,228,240
Resh,148,190,198,240
Mem,130,190,180,240
Pe,897,240,947,290
Taw,867,240,917,290
Mem-medial,840,240,890,290
Bet,815,240,865,290
Pe,782,240,832,290
Pe,752,240,802,290
Bet,657,240,707,290
Bet,630,240,680,290
Zayin,600,240,650,290
Kaf,522,240,572,290
Kaf-final,490,240,540,290
Gimel,471,240,521,290
Bet,444,240,494,290
Gimel,428,240,478,290
Mem-medial,336,240,386,290
Ayin,300,240,350,290
Zayin,276,240,326,290
Nun-final,247,240,297,290
Alef,176,240,226,290
Yod,99,240,149,290
Kaf,920,290,970,340
Mem,896,290,946,340
Samekh,872,290,922,340
Resh,849,290,899,340
Pe-final,822,290,872,340
Ayin,800,290,850,340
Gimel,776,290,826,340
Gimel,749,290,799,340
Bet,733,290,783,340
Ayin,709,290,759,340
Alef,619,290,669,340
Gimel,595,290,645,340
Zayin,570,290,620,340
Lamed,548,290,598,340
Bet,528,290,578,340
Dalet,505,290,555,340
Yod,421,290,471,340
Pe-final,397,290,447,340
Lamed,371,290,421,340
Mem,343,290,393,340
Ayin,325,290,375,340
Dalet,257,290,307,340
Tsadi-medial,232,290,282,340
Tsadi-final,178,290,228,340
Alef,145,290,195,340
Waw,114,290,164,340
Mem-medial,92,290,142,340
Pe,878,340,928,390
Qof,847,340,897,390
Kaf,782,340,832,390
Qof,755,340,805,390
Kaf,727,340,777,390
Zayin,706,340,756,390
Nun-medial,672,340,722,390
Waw,644,340,694,390
Ayin,623,340,673,390
Shin,582,340,632,390
Gimel,558,340,608,390
Tsadi-medial,536,340,586,390
Lamed,485,340,535,390
Qof,456,340,506,390
Tsadi-medial,361,340,411,390
Pe,339,340,389,390
Tsadi-final,313,340,363,390
Kaf,297,340,347,390
Nun-final,271,340,321,390
Nun-medial,245,340,295,390
Resh,227,340,277,390
Qof,202,340,252,390
Dalet,188,340,238,390
Bet,157,340,207,390
Tet,916,390,966,440
Tsadi-final,885,390,935,440
Mem,852,390,902,440
Kaf-final,795,390,845,440
Dalet,778,390,828,440
Tet,722,390,772,440
Gimel,700,390,750,440
Tsadi-final,680,390,730,440
Yod,653,390,703,440
Nun-medial,626,390,676,440
Zayin,602,390,652,440
Yod,579,390,629,440
Alef,555,390,605,440
Alef,521,390,571,440
Pe,501,390,551,440
Dalet,479,390,529,440
Nun-final,446,390,496,440
Pe-final,424,390,474,440
Kaf-final,394,390,444,440
Samekh,369,390,419,440
Nun-medial,341,390,391,440
Samekh,320,390,370,440
Pe,299,390,349,440
Mem,274,390,324,440
Nun-medial,251,390,301,440
Qof,231,390,281,440
Samekh,210,390,260,440
Yod,115,390,165,440
Pe,89,390,139,440
Zayin,924,440,974,490
He,892,440,942,490
Kaf-final,866,440,916,490
Mem,839,440,889,490
Lamed,816,440,866,490
Tet,776,440,826,490
Mem,724,440,774,490
Ayin,669,440,719,490
Tsadi-medial,634,440,684,490
Tsadi-medial,486,440,536,490
Samekh,463,440,513,490
He,437,440,487,490
Kaf,410,440,460,490
He,390,440,440,490
Pe,364,440,414,490
Alef,342,440,392,490
He,321,440,371,490
Tet,293,440,343,490
Waw,271,440,321,490
Bet,241,440,291,490
Tsadi-medial,219,440,269,490
Samekh,197,440,247,490
Shin,168,440,218,490
Mem,146,440,196,490
Mem,117,440,167,490
Qof,78,440,128,490
Alef,927,490,977,540
Zayin,907,490,957,540
Lamed,881,490,931,540
Dalet,799,490,849,540
Lamed,771,490,821,540
Yod,745,490,795,540
Nun-final,574,490,624,540
Mem-medial,544,490,594,540
Nun-final,517,490,567,540
Kaf,462,490,512,540
Nun-medial,437,490,487,540
Gimel,416,490,466,540
Gimel,395,490,445,540
He,360,490,410,540
Qof,278,490,328,540
Mem,179,490,229,540
Tsadi-medial,160,490,210,540
Alef,134,490,184,540
Kaf,100,490,150,540
Tsadi-final,78,490,128,540
