name,xmin,ymin,xmax,ymax
Kaf,926,40,976,90
Tsadi-medial,899,40,949,90
Waw,873,40,923,90
Nun-medial,845,40,895,90
Bet,815,40,865,90
Resh,785,40,835,90
Mem,760,40,810,90
Resh,731,40,781,90
Qof,697,40,747,90
Nun-medial,672,40,722,90
Taw,649,40,699,90
Mem,621,40,671,90
Dalet,601,40,651,90
He,581,40,631,90
Resh,554,40,604,90
Mem,533,40,583,90
Mem-medial,505,40,555,90
Waw,476,40,526,90
Qof,455,40,505,90
Qof,434,40,484,90
Zayin,405,40,455,90
Kaf,371,40,421,90
Yod,339,40,389,90
Yod,311,40,361,90
Bet,282,40,332,90
Het,255,40,305,90
Shin,230,40,280,90
Tet,198,40,248,90
Mem-medial,169,40,219,90
Qof,145,40,195,90
Ayin,118,40,168,90
Nun-medial,81,40,131,90
Pe-final,924,90,974,140
Ayin,904,90,954,140
Tet,879,90,929,140
Zayin,813,90,863,140
Lamed,778,90,828,140
Zayin,687,90,737,140
Kaf,659,90,709,140
Pe,632,90,682,140
Qof,601,90,651,140
Tsadi-final,569,90,619,140
Shin,539,90,589,140
Bet,502,90,552,140
Waw,472,90,522,140
Waw,451,90,501,140
Nun-final,426,90,476,140
Dalet,302,90,352,140
Mem-medial,271,90,321,140
Nun-final,246,90,296,140
Tsadi-final,179,90,229,140
He,150,90,200,140
Samekh,127,90,177,140
Shin,105,90,155,140
Ayin,80,90,130,140
Zayin,863,140,913,190
Dalet,837,140,887,190
Yod,810,140,860,190
Yod,751,140,801,190
Het,725,140,775,190
Tet,704,140,754,190
Nun-medial,684,140,734,190
He,672,140,722,190
Taw,616,140,666,190
Alef,591,140,641,190
Resh,374,140,424,190
Tsadi-medial,345,140,395,190
Nun-medial,320,140,370,190
Nun-medial,288,140,338,190
Zayin,116,140,166,190
Kaf,90,140,140,190
Tsadi-medial,921,190,971,240
Ayin,901,190,951,240
Yod,882,190,932,240
Lamed,863,190,913,240
He,841,190,891,240
Pe-final,805,190,855,240
Samekh,784,190,834,240
Nun-medial,726,190,776,240
Tsadi-final,696,190,746,240
He,673,190,723,240
Qof,640,190,690,240
Het,609,190,659,240
Kaf-final,577,190,627,240
Mem-medial,557,190,607,240
Mem,534,190,584,240
Bet,511,190,561,240
Waw,478,190,528,240
Mem,447,190,497,240
Zayin,391,190,441,240
Mem,365,190,415,240
Kaf,338,190,388,240
Tet,318,190,368,240
Pe-final,225,190,275,240
Kaf,202,190,252,240
Nun-final,172,190,222,240
Het,155,190,205,240
Pe-final,122,190,172,240
Alef,102,190,152,240
Bet,73,190,123,240
Het,934,240,984,290
Waw,908,240,958,290
Pe,879,240,929,290
Kaf-final,851,240,901,290
Kaf-final,825,240,875,290
Resh,793,240,843,290
Yod,727,240,777,290
Pe,703,240,753,290
Yod,645,240,695,290
Resh,621,240,671,290
Alef,600,240,650,290
Gimel,586,240,636,290
Tsadi-final,559,240,609,290
Gimel,539,240,589,290
Het,445,240,495,290
Dalet,418,240,468,290
Yod,386,240,436,290
Tsadi-final,362,240,412,290
Pe-final,336,240,386,290
Alef,317,240,367,290
Dalet,290,240,340,290
Mem-medial,262,240,312,290
Pe-final,230,240,280,290
Pe,198,240,248,290
Het,178,240,228,290
Kaf,87,240,137,290
Resh,922,290,972,340
Waw,886,290,936,340
Taw,860,290,910,340
Tsadi-final,825,290,875,340
Mem,808,290,858,340
Tsadi-final,727,290,777,340
Qof,700,290,750,340
Nun-final,677,290,727,340
Tsadi-final,657,290,707,340
Zayin,636,290,686,340
Samekh,616,290,666,340
Shin,589,290,639,340
Tsadi-medial,556,290,606,340
Mem-medial,532,290,582,340
Shin,503,290,553,340
Tet,486,290,536,340
Waw,457,290,507,340
Yod,351,290,401,340
Het,331,290,381,340
Samekh,258,290,308,340
Nun-medial,226,290,276,340
Tsadi-final,199,290,249,340
Waw,178,290,228,340
Nun-medial,146,290,196,340
He,121,290,171,340
Resh,89,290,139,340
Alef,921,340,971,390
Shin,898,340,948,390
Kaf,813,340,863,390
Het,794,340,844,390
Qof,762,340,812,390
Nun-final,697,340,747,390
Taw,675,340,725,390
Kaf-final,650,340,700,390
Ayin,629,340,679,390
He,601,340,651,390
Tsadi-final,577,340,627,390
Gimel,501,340,551,390
Dalet,478,340,528,390
Tsadi-final,408,340,458,390
