name,xmin,ymin,xmax,ymax
Mem,930,40,980,90
Yod,901,40,951,90
Tet,876,40,926,90
Pe,839,40,889,90
Nun-medial,817,40,867,90
Taw,795,40,845,90
Het,767,40,817,90
Nun-final,740,40,790,90
Nun-medial,702,40,752,90
Pe,671,40,721,90
Samekh,644,40,694,90
Pe,619,40,669,90
Lamed,594,40,644,90
Yod,577,40,627,90
Bet,553,40,603,90
Resh,534,40,584,90
Kaf-final,512,40,562,90
Het,485,40,535,90
Shin,411,40,461,90
Mem,383,40,433,90
Nun-medial,360,40,410,90
Nun-final,337,40,387,90
Pe-final,269,40,319,90
Kaf,241,40,291,90
Tet,210,40,260,90
Tsadi-final,174,40,224,90
Alef,147,40,197,90
Mem,122,40,172,90
Resh,94,40,144,90
Mem-medial,790,90,840,140
Mem,763,90,813,140
Nun-medial,734,90,784,140
He,670,90,720,140
Qof,641,90,691,140
Tsadi-medial,610,90,660,140
Mem,551,90,601,140
Nun-final,522,90,572,140
Taw,499,90,549,140
Mem,473,90,523,140
Zayin,451,90,501,140
Het,419,90,469,140
Tsadi-medial,391,90,441,140
Samekh,363,90,413,140
Tsadi-final,338,90,388,140
Het,308,90,358,140
Samekh,285,90,335,140
He,264,90,314,140
Ayin,233,90,283,140
Kaf-final,204,90,254,140
Gimel,181,90,231,140
Nun-medial,159,90,209,140
He,124,90,174,140
Pe,97,90,147,140
Samekh,917,140,967,190
Mem-medial,890,140,940,190
Nun-medial,858,140,908,190
Mem,837,140,887,190
Alef,809,140,859,190
Mem,778,140,828,190
Yod,761,140,811,190
Pe-final,731,140,781,190
Dalet,703,140,753,190
Mem-medial,675,140,725,190
Gimel,648,140,698,190
Tsadi-medial,619,140,669,190
Samekh,594,140,644,190
Qof,564,140,614,190
Kaf,536,140,586,190
Kaf-final,503,140,553,190
Samekh,471,140,521,190
Alef,443,140,493,190
Yod,418,140,468,190
Samekh,324,140,374,190
Mem,292,140,342,190
Qof,264,140,314,190
Ayin,235,140,285,190
Qof,213,140,263,190
Gimel,187,140,237,190
Resh,160,140,210,190
Yod,902,190,952,240
Mem,883,190,933,240
Gimel,856,190,906,240
Qof,824,190,874,240
Waw,803,190,853,240
Yod,745,190,795,240
He,722,190,772,240
Samekh,692,190,742,240
Tet,672,190,722,240
Alef,652,190,702,240
Pe-final,573,190,623,240
Nun-medial,542,190,592,240
Yod,519,190,569,240
Lamed,494,190,544,240
Dalet,472,190,522,240
Tsadi-final,433,190,483,240
Tet,415,190,465,240
Pe,385,190,435,240
Resh,316,190,366,240
Pe-final,284,190,334,240
Tet,251,190,301,240
Bet,223,190,273,240
Taw,202,190,252,240
Dalet,118,190,168,240
Nun-medial,92,190,142,240
Nun-final,850,240,900,290
Mem-medial,824,240,874,290
Pe,800,240,850,290
Kaf,772,240,822,290
Taw,744,240,794,290
Nun-medial,732,240,782,290
Qof,700,240,750,290
Kaf,671,240,721,290
Shin,647,240,697,290
Qof,621,240,671,290
Het,596,240,646,290
Taw,574,240,624,290
Nun-medial,544,240,594,290
Alef,516,240,566,290
Qof,486,240,536,290
Pe,460,240,510,290
Yod,437,240,487,290
Kaf-final,416,240,466,290
Yod,395,240,445,290
Kaf-final,356,240,406,290
Mem-medial,336,240,386,290
Tsadi-medial,316,240,366,290
Nun-final,290,240,340,290
Waw,262,240,312,290
Nun-final,196,240,246,290
Tsadi-final,138,240,188,290
Alef,93,240,143,290
Resh,885,290,935,340
Nun-medial,808,290,858,340
Het,782,290,832,340
He,765,290,815,340
Nun-final,681,290,731,340
Yod,658,290,708,340
Taw,635,290,685,340
Resh,606,290,656,340
Tet,583,290,633,340
Kaf,513,290,563,340
Pe-final,480,290,530,340
Tsadi-medial,463,290,513,340
Taw,298,290,348,340
Mem-medial,266,290,316,340
Nun-final,246,290,296,340
Het,224,290,274,340
Bet,177,290,227,340
Zayin,153,290,203,340
Taw,126,290,176,340
Kaf-final,91,290,141,340
Shin,929,340,979,390
Shin,843,340,893,390
Pe-final,811,340,861,390
Yod,787,340,837,390
Kaf,759,340,809,390
Tet,736,340,786,390
Ayin,712,340,762,390
Mem,688,340,738,390
Ayin,664,340,714,390
Nun-medial,639,340,689,390
Qof,603,340,653,390
Dalet,571,340,621,390
Pe-final,538,340,588,390
He,509,340,559,390
Zayin,476,340,526,390
Dalet,451,340,501,390
Kaf,432,340,482,390
Alef,375,340,425,390
Tet,346,340,396,390
Shin,321,340,371,390
Kaf-final,299,340,349,390
Pe-final,279,340,329,390
Lamed,261,340,311,390
Nun-medial,245,340,295,390
Dalet,223,340,273,390
Tsadi-medial,194,340,244,390
Lamed,165,340,215,390
He,144,340,194,390
Pe,117,340,167,390
Het,93,340,143,390
Tet,859,390,909,440
Pe,842,390,892,440
Bet,827,390,877,440
Pe-final,751,390,801,440
Tet,724,390,774,440
He,696,390,746,440
Nun-medial,667,390,717,440
Tsadi-final,644,390,694,440
Tet,626,390,676,440
Taw,602,390,652,440
