name,xmin,ymin,xmax,ymax
Tsadi-final,926,40,976,90
Tsadi-final,905,40,955,90
Tet,775,40,825,90
Nun-final,741,40,791,90
Taw,717,40,767,90
Zayin,696,40,746,90
Zayin,666,40,716,90
Zayin,637,40,687,90
Het,613,40,663,90
Kaf,584,40,634,90
Lamed,560,40,610,90
Mem-medial,527,40,577,90
Waw,466,40,516,90
Tsadi-medial,437,40,487,90
Taw,407,40,457,90
Alef,378,40,428,90
Samekh,353,40,403,90
Pe-final,329,40,379,90
Samekh,303,40,353,90
Mem-medial,231,40,281,90
Waw,205,40,255,90
Qof,181,40,231,90
Taw,149,40,199,90
Resh,81,40,131,90
Alef,927,90,977,140
Mem,904,90,954,140
Het,879,90,929,140
Tet,854,90,904,140
Lamed,777,90,827,140
Resh,746,90,796,140
Tsadi-medial,648,90,698,140
Lamed,622,90,672,140
Alef,598,90,648,140
Zayin,566,90,616,140
Taw,542,90,592,140
Tet,522,90,572,140
Taw,493,90,543,140
Mem-medial,478,90,528,140
Het,453,90,503,140
Kaf,431,90,481,140
Kaf-final,401,90,451,140
Tet,367,90,417,140
Dalet,340,90,390,140
Pe,269,90,319,140
Resh,245,90,295,140
Zayin,220,90,270,140
Alef,197,90,247,140
Pe,179,90,229,140
Zayin,157,90,207,140
Shin,130,90,180,140
Gimel,112,90,162,140
Shin,91,90,141,140
Samekh,917,140,967,190
Gimel,895,140,945,190
Het,549,140,599,190
Ayin,445,140,495,190
Tsadi-medial,431,140,481,190
Nun-medial,409,140,459,190
Mem-medial,382,140,432,190
Tsadi-final,360,140,410,190
Pe,258,140,308,190
Pe,228,140,278,190
Waw,203,140,253,190
Mem-medial,96,140,146,190
Dalet,929,190,979,240
Waw,897,190,947,240
Het,875,190,925,240
Tsadi-final,858,190,908,240
Ayin,832,190,882,240
Pe,810,190,860,240
Waw,797,190,847,240
Lamed,780,190,830,240
Resh,754,190,804,240
Pe-final,728,190,778,240
Alef,704,190,754,240
Gimel,681,190,731,240
Samekh,657,190,707,240
He,633,190,683,240
Mem,524,190,574,240
Qof,497,190,547,240
Pe,469,190,519,240
Zayin,439,190,489,240
Taw,415,190,465,240
Kaf-final,388,190,438,240
Taw,362,190,412,240
Mem-medial,338,190,388,240
Yod,307,190,357,240
Pe-final,252,190,302,240
Lamed,231,190,281,240
Pe,929,240,979,290
Dalet,910,240,960,290
Qof,875,240,925,290
Tet,847,240,897,290
Pe-final,819,240,869,290
Mem-medial,791,240,841,290
Kaf,762,240,812,290
Mem,726,240,776,290
Qof,698,240,748,290
Dalet,673,240,723,290
Zayin,580,240,630,290
Yod,510,240,560,290
Pe,481,240,531,290
Taw,456,240,506,290
Ayin,427,240,477,290
He,407,240,457,290
He,382,240,432,290
Qof,358,240,408,290
Resh,301,240,351,290
Nun-medial,273,240,323,290
He,250,240,300,290
Waw,226,240,276,290
Yod,195,240,245,290
Qof,176,240,226,290
Zayin,146,240,196,290
Kaf,125,240,175,290
He,927,290,977,340
Kaf-final,852,290,902,340
Qof,829,290,879,340
Tet,794,290,844,340
Qof,743,290,793,340
Zayin,717,290,767,340
Nun-final,694,290,744,340
Het,672,290,722,340
Mem-medial,644,290,694,340
Mem,614,290,664,340
Alef,590,290,640,340
Resh,569,290,619,340
Nun-final,546,290,596,340
Zayin,524,290,574,340
Tsadi-medial,495,290,545,340
Waw,465,290,515,340
Nun-medial,444,290,494,340
Shin,426,290,476,340
Pe-final,406,290,456,340
Resh,360,290,410,340
Lamed,330,290,380,340
Ayin,295,290,345,340
Resh,233,290,283,340
Tsadi-final,210,290,260,340
Qof,195,290,245,340
Tet,166,290,216,340
Pe-final,142,290,192,340
Waw,932,340,982,390
Qof,873,340,923,390
Pe-final,846,340,896,390
Mem-medial,817,340,867,390
Kaf-final,795,340,845,390
Tsadi-final,770,340,820,390
Bet,751,340,801,390
Zayin,739,340,789,390
Yod,715,340,765,390
Tet,700,340,750,390
Nun-medial,680,340,730,390
Nun-final,650,340,700,390
Tsadi-medial,629,340,679,390
Dalet,600,340,650,390
Nun-medial,579,340,629,390
Dalet,556,340,606,390
Tsadi-final,533,340,583,390
Kaf,505,340,555,390
Kaf,482,340,532,390
Tsadi-medial,381,340,431,390
Ayin,349,340,399,390
Tsadi-final,325,340,375,390
Het,296,340,346,390
Resh,278,340,328,390
Tsadi-medial,259,340,309,390
He,238,340,288,390
Ayin,208,340,258,390
Taw,187,340,237,390
Mem,95,340,145,390
Tsadi-final,925,390,975,440
Resh,895,390,945,440
Shin,872,390,922,440
Tsadi-final,845,390,895,440
Het,818,390,868,440
Resh,800,390,850,440
Dalet,782,390,832,440
Tsadi-medial,764,390,814,440
Tet,742,390,792,440
Kaf-final,709,390,759,440
Waw,700,390,750,440
Nun-medial,667,390,717,440
Bet,632,390,682,440
Resh,607,390,657,440
Taw,568,390,618,440
Gimel,540,390,590,440
Yod,508,390,558,440
Lamed,475,390,525,440
Tsadi-medial,453,390,503,440
Kaf-final,383,390,433,440
Mem,360,390,410,440
Ayin,331,390,381,440
Ayin,296,390,346,440
Tet,270,390,320,440
Dalet,190,390,240,440
Qof,167,390,217,440
Bet,140,390,190,440
He,120,390,170,440
Mem,87,390,137,440
Tsadi-final,921,440,971,490
Pe,897,440,947,490
Qof,866,440,916,490
Ayin,834,440,884,490
Mem-medial,803,440,853,490
Dalet,781,440,831,490
Lamed,751,440,801,490
Yod,728,440,778,490
Shin,708,440,758,490
He,682,440,732,490
Tsadi-medial,657,440,707,490
Kaf,635,440,685,490
He,601,440,651,490
Kaf-final,580,440,630,490
Alef,554,440,604,490
Kaf,481,440,531,490
Resh,464,440,514,490
Yod,434,440,484,490
Qof,358,440,408,490
Lamed,289,440,339,490
Samekh,139,440,189,490
Taw,108,440,158,490
Pe,84,440,134,490
Mem,933,490,983,540
Dalet,869,490,919,540
Resh,845,490,895,540
Tet,815,490,865,540
Lamed,794,490,844,540
Nun-medial,761,490,811,540
Qof,739,490,789,540
Alef,714,490,764,540
Yod,693,490,743,540
Dalet,665,490,715,540
Bet,628,490,678,540
Pe-final,560,490,610,540
Alef,538,490,588,540
Taw,506,490,556,540
He,477,490,527,540
Pe,443,490,493,540
Alef,425,490,475,540
Kaf-final,400,490,450,540
Mem,368,490,418,540
Shin,343,490,393,540
Dalet,323,490,373,540
Mem,300,490,350,540
Kaf,277,490,327,540
Pe-final,255,490,305,540
Yod,225,490,275,540
Tet,173,490,223,540
Yod,144,490,194,540
Het,125,490,175,540
