name,xmin,ymin,xmax,ymax
Tsadi-medial,918,40,968,90
Pe,891,40,941,90
Gimel,868,40,918,90
Dalet,840,40,890,90
Ayin,817,40,867,90
Waw,792,40,842,90
Tsadi-final,771,40,821,90
Tet,740,40,790,90
Mem,720,40,770,90
Pe-final,690,40,740,90
Kaf,661,40,711,90
Kaf-final,590,40,640,90
He,569,40,619,90
Samekh,549,40,599,90
Nun-final,526,40,576,90
Shin,497,40,547,90
Alef,474,40,524,90
Gimel,409,40,459,90
Kaf-final,381,40,431,90
Shin,315,40,365,90
Taw,287,40,337,90
Taw,258,40,308,90
Kaf-final,202,40,252,90
Ayin,183,40,233,90
Alef,158,40,208,90
Shin,89,40,139,90
Yod,927,90,977,140
Alef,898,90,948,140
Nun-medial,871,90,921,140
Mem,840,90,890,140
Mem-medial,816,90,866,140
Shin,712,90,762,140
Resh,690,90,740,140
Mem-medial,661,90,711,140
Nun-final,595,90,645,140
Alef,580,90,630,140
Lamed,519,90,569,140
Nun-final,496,90,546,140
Samekh,476,90,526,140
Yod,451,90,501,140
Bet,426,90,476,140
Kaf-final,403,90,453,140
Kaf-final,377,90,427,140
Kaf-final,362,90,412,140
Resh,280,90,330,140
Kaf-final,250,90,300,140
Dalet,177,90,227,140
Shin,156,90,206,140
Dalet,131,90,181,140
Alef,108,90,158,140
Mem-medial,82,90,132,140
Mem,924,140,974,190
Tet,901,140,951,190
Het,873,140,923,190
He,782,140,832,190
Taw,754,140,804,190
Waw,733,140,783,190
Dalet,704,140,754,190
Resh,633,140,683,190
Tet,608,140,658,190
Resh,582,140,632,190
Tsadi-medial,554,140,604,190
Resh,532,140,582,190
Yod,495,140,545,190
Waw,464,140,514,190
Bet,386,140,436,190
Yod,354,140,404,190
Het,329,140,379,190
Tsadi-final,308,140,358,190
Tsadi-medial,284,140,334,190
Mem-medial,227,140,277,190
Mem,203,140,253,190
Nun-medial,181,140,231,190
Tsadi-final,153,140,203,190
Kaf,123,140,173,190
Waw,97,140,147,190
Mem,920,190,970,240
Alef,894,190,944,240
Zayin,870,190,920,240
Resh,783,190,833,240
Gimel,761,190,811,240
Shin,734,190,784,240
Bet,706,190,756,240
Dalet,673,190,723,240
Gimel,655,190,705,240
Mem-medial,634,190,684,240
Pe-final,613,190,663,240
Tet,455,190,505,240
He,425,190,475,240
Yod,401,190,451,240
Mem,299,190,349,240
Tet,221,190,271,240
Shin,929,240,979,290
Yod,905,240,955,290
Tsadi-medial,813,240,863,290
Lamed,735,240,785,290
Tsadi-final,712,240,762,290
Taw,621,240,671,290
Mem-medial,596,240,646,290
He,575,240,625,290
Mem,484,240,534,290
Tsadi-medial,469,240,519,290
He,436,240,486,290
Mem-medial,345,240,395,290
Tsadi-medial,320,240,370,290
Lamed,305,240,355,290
Kaf,280,240,330,290
Samekh,251,240,301,290
Pe,225,240,275,290
Kaf,189,240,239,290
Nun-final,886,290,936,340
He,861,290,911,340
Pe-final,839,290,889,340
Shin,816,290,866,340
Tet,791,290,841,340
Tsadi-final,758,290,808,340
Shin,727,290,777,340
Mem-medial,704,290,754,340
Pe,686,290,736,340
Tet,669,290,719,340
Mem-medial,642,290,692,340
Bet,618,290,668,340
Taw,594,290,644,340
Mem,572,290,622,340
Shin,543,290,593,340
Ayin,523,290,573,340
Ayin,494,290,544,340
Bet,463,290,513,340
Yod,431,290,481,340
Taw,404,290,454,340
Pe,376,290,426,340
Tet,355,290,405,340
Dalet,335,290,385,340
Mem,306,290,356,340
Gimel,281,290,331,340
Mem,213,290,263,340
Tsadi-medial,184,290,234,340
Zayin,166,290,216,340
Tet,145,290,195,340
Mem,114,290,164,340
Bet,79,290,129,340
Waw,924,340,974,390
Ayin,836,340,886,390
Pe,807,340,857,390
Samekh,786,340,836,390
Het,759,340,809,390
Samekh,732,340,782,390
Dalet,713,340,763,390
Pe,656,340,706,390
Tsadi-final,624,340,674,390
Gimel,603,340,653,390
Tsadi-medial,581,340,631,390
Qof,558,340,608,390
Alef,528,340,578,390
Tsadi-final,433,340,483,390
Taw,407,340,457,390
Pe-final,386,340,436,390
Taw,358,340,408,390
Lamed,326,340,376,390
Tsadi-medial,168,340,218,390
Kaf,145,340,195,390
Bet,105,340,155,390
Nun-final,73,340,123,390
He,925,390,975,440
Mem-medial,898,390,948,440
Tsadi-medial,846,390,896,440
Gimel,824,390,874,440
Kaf,806,390,856,440
Tsadi-medial,719,390,769,440
Pe-final,693,390,743,440
Het,670,390,720,440
Nun-medial,642,390,692,440
Mem-medial,614,390,664,440
Samekh,589,390,639,440
Nun-final,556,390,606,440
Kaf-final,529,390,579,440
Yod,496,390,546,440
Gimel,427,390,477,440
Bet,396,390,446,440
Taw,368,390,418,440
Mem,343,390,393,440
Nun-final,317,390,367,440
Het,292,390,342,440
Lamed,270,390,320,440
Mem,250,390,300,440
Waw,154,390,204,440
Pe,121,390,171,440
Ayin,97,390,147,440
Ayin,927,440,977,490
Kaf-final,900,440,950,490
Yod,872,440,922,490
Waw,848,440,898,490
Tet,823,440,873,490
Pe-final,808,440,858,490
Het,781,440,831,490
Resh,759,440,809,490
Tsadi-medial,710,440,760,490
Pe-final,682,440,732,490
Pe-final,650,440,700,490
Pe-final,617,440,667,490
Pe,595,440,645,490
Resh,577,440,627,490
Kaf-final,545,440,595,490
Taw,513,440,563,490
Waw,486,440,536,490
Resh,458,440,508,490
Lamed,431,440,481,490
Tet,408,440,458,490
Tsadi-medial,349,440,399,490
