name,xmin,ymin,xmax,ymax
Pe-final,851,40,901,90
Ayin,821,40,871,90
Mem-medial,793,40,843,90
Tsadi-medial,765,40,815,90
Tet,747,40,797,90
Tsadi-final,721,40,771,90
Yod,692,40,742,90
Taw,666,40,716,90
Yod,643,40,693,90
Mem-medial,627,40,677,90
Bet,598,40,648,90
Bet,570,40,620,90
Yod,547,40,597,90
Tsadi-final,515,40,565,90
Tet,487,40,537,90
Bet,462,40,512,90
Tet,438,40,488,90
Dalet,409,40,459,90
Tsadi-medial,392,40,442,90
Zayin,362,40,412,90
Mem,341,40,391,90
Bet,213,40,263,90
Kaf-final,184,40,234,90
Gimel,163,40,213,90
Shin,138,40,188,90
Zayin,114,40,164,90
Shin,92,40,142,90
Kaf,923,90,973,140
He,901,90,951,140
Gimel,874,90,924,140
Qof,853,90,903,140
Mem,831,90,881,140
Shin,801,90,851,140
Shin,779,90,829,140
Bet,754,90,804,140
He,731,90,781,140
Tsadi-medial,693,90,743,140
He,664,90,714,140
Mem-medial,618,90,668,140
Tsadi-medial,558,90,608,140
Yod,533,90,583,140
Lamed,461,90,511,140
Samekh,427,90,477,140
Nun-final,369,90,419,140
Qof,340,90,390,140
Yod,319,90,369,140
Tsadi-medial,304,90,354,140
Kaf,223,90,273,140
Mem-medial,188,90,238,140
Mem,163,90,213,140
Bet,134,90,184,140
Tet,106,90,156,140
Yod,85,90,135,140
Mem,868,140,918,190
Zayin,776,140,826,190
Nun-final,745,140,795,190
Dalet,722,140,772,190
Kaf,698,140,748,190
Pe,672,140,722,190
Nun-medial,645,140,695,190
He,616,140,666,190
Pe-final,584,140,634,190
Resh,558,140,608,190
Yod,528,140,578,190
Tet,496,140,546,190
Kaf,470,140,520,190
Lamed,442,140,492,190
Lamed,421,140,471,190
Kaf-final,398,140,448,190
Ayin,376,140,426,190
Qof,323,140,373,190
Dalet,309,140,359,190
Zayin,287,140,337,190
Qof,258,140,308,190
Nun-final,226,140,276,190
Mem-medial,200,140,250,190
Mem,171,140,221,190
Shin,148,140,198,190
Yod,121,140,171,190
Resh,929,190,979,240
Tet,854,190,904,240
Nun-medial,830,190,880,240
Zayin,800,190,850,240
Alef,770,190,820,240
Mem-medial,752,190,802,240
Zayin,727,190,777,240
Mem-medial,700,190,750,240
Dalet,671,190,721,240
Shin,647,190,697,240
Alef,624,190,674,240
Gimel,588,190,638,240
Gimel,494,190,544,240
Tsadi-final,473,190,523,240
Samekh,450,190,500,240
Het,410,190,460,240
Pe,388,190,438,240
Zayin,369,190,419,240
Mem-medial,343,190,393,240
Kaf,315,190,365,240
Tet,283,190,333,240
Kaf,259,190,309,240
Qof,229,190,279,240
Nun-medial,199,190,249,240
Dalet,175,190,225,240
Het,155,190,205,240
Tet,130,190,180,240
Alef,105,190,155,240
Zayin,69,190,119,240
Waw,919,240,969,290
Ayin,902,240,952,290
Tet,879,240,929,290
Kaf-final,853,240,903,290
Tsadi-final,832,240,882,290
Tsadi-final,816,240,866,290
Alef,787,240,837,290
Taw,765,240,815,290
Taw,687,240,737,290
Pe-final,651,240,701,290
Dalet,544,240,594,290
