name,xmin,ymin,xmax,ymax
Resh,928,40,978,90
Tsadi-final,835,40,885,90
Kaf,809,40,859,90
Tsadi-final,777,40,827,90
Bet,750,40,800,90
Tsadi-medial,722,40,772,90
Waw,691,40,741,90
Zayin,664,40,714,90
Mem-medial,632,40,682,90
Mem,602,40,652,90
Tet,582,40,632,90
Mem,520,40,570,90
Yod,488,40,538,90
Shin,459,40,509,90
Pe,437,40,487,90
Het,418,40,468,90
Zayin,394,40,444,90
Ayin,369,40,419,90
Gimel,342,40,392,90
Tet,314,40,364,90
Zayin,291,40,341,90
Ayin,236,40,286,90
Tsadi-medial,213,40,263,90
Mem-medial,187,40,237,90
Resh,159,40,209,90
Nun-final,143,40,193,90
Resh,110,40,160,90
Yod,922,90,972,140
Tet,858,90,908,140
Yod,826,90,876,140
Ayin,812,90,862,140
Het,795,90,845,140
Tsadi-medial,768,90,818,140
Nun-final,745,90,795,140
He,728,90,778,140
Ayin,697,90,747,140
Taw,634,90,684,140
Nun-medial,606,90,656,140
Shin,578,90,628,140
Het,562,90,612,140
Shin,470,90,520,140
Shin,449,90,499,140
Yod,429,90,479,140
Zayin,401,90,451,140
Kaf-final,380,90,430,140
Resh,351,90,401,140
Yod,288,90,338,140
Samekh,260,90,310,140
Zayin,224,90,274,140
Mem,203,90,253,140
Pe-final,182,90,232,140
Pe-final,159,90,209,140
Het,100,90,150,140
Bet,68,90,118,140
Tet,895,140,945,190
Mem-medial,867,140,917,190
Taw,840,140,890,190
Yod,822,140,872,190
Resh,798,140,848,190
Tsadi-medial,769,140,819,190
Pe-final,736,140,786,190
Zayin,708,140,758,190
Zayin,679,140,729,190
Pe,653,140,703,190
Tsadi-final,626,140,676,190
Tet,605,140,655,190
Tsadi-final,576,140,626,190
Qof,507,140,557,190
Tsadi-medial,488,140,538,190
Alef,462,140,512,190
Samekh,407,140,457,190
Resh,384,140,434,190
Nun-medial,361,140,411,190
Resh,238,140,288,190
Zayin,172,140,222,190
Het,150,140,200,190
Yod,126,140,176,190
Yod,90,140,140,190
Dalet,934,190,984,240
Alef,901,190,951,240
Mem-medial,872,190,922,240
Waw,841,190,891,240
Ayin,810,190,860,240
Mem,739,190,789,240
Waw,709,190,759,240
Shin,691,190,741,240
Yod,676,190,726,240
Kaf,648,190,698,240
Qof,634,190,684,240
Kaf,607,190,657,240
He,540,190,590,240
Qof,516,190,566,240
Dalet,485,190,535,240
Yod,280,190,330,240
Pe-final,250,190,300,240
Samekh,219,190,269,240
Bet,202,190,252,240
Resh,184,190,234,240
Alef,120,190,170,240
Shin,91,190,141,240
Gimel,923,240,973,290
Yod,901,240,951,290
Alef,847,240,897,290
Samekh,829,240,879,290
Pe-final,806,240,856,290
Lamed,779,240,829,290
Zayin,743,240,793,290
Zayin,719,240,769,290
Nun-medial,686,240,736,290
Tet,602,240,652,290
Tsadi-final,521,240,571,290
Het,484,240,534,290
Shin,463,240,513,290
Kaf,439,240,489,290
Alef,407,240,457,290
Gimel,388,240,438,290
Bet,308,240,358,290
Zayin,291,240,341,290
Mem,267,240,317,290
Pe,194,240,244,290
Nun-medial,172,240,222,290
Bet,142,240,192,290
Nun-final,84,240,134,290
Kaf,923,290,973,340
Mem,902,290,952,340
Mem-medial,810,290,860,340
Dalet,779,290,829,340
Pe,759,290,809,340
Shin,730,290,780,340
Yod,694,290,744,340
Resh,613,290,663,340
Ayin,585,290,635,340
Tsadi-final,564,290,614,340
Tsadi-medial,499,290,549,340
Nun-medial,472,290,522,340
Tsadi-final,438,290,488,340
Tsadi-final,368,290,418,340
Tsadi-final,274,290,324,340
Pe,184,290,234,340
Shin,162,290,212,340
Yod,139,290,189,340
Bet,116,290,166,340
Mem,91,290,141,340
Gimel,923,340,973,390
Tet,902,340,952,390
Nun-medial,875,340,925,390
Gimel,851,340,901,390
Samekh,751,340,801,390
Samekh,726,340,776,390
Bet,668,340,718,390
Tet,641,340,691,390
He,610,340,660,390
Gimel,582,340,632,390
Mem-medial,556,340,606,390
Waw,474,340,524,390
Nun-medial,453,340,503,390
Zayin,353,340,403,390
Tsadi-medial,327,340,377,390
Yod,280,340,330,390
Kaf-final,194,340,244,390
Samekh,169,340,219,390
Kaf,75,340,125,390
He,926,390,976,440
Mem,898,390,948,440
Tsadi-final,874,390,924,440
Kaf,859,390,909,440
Shin,839,390,889,440
Tet,753,390,803,440
Nun-final,721,390,771,440
Shin,695,390,745,440
Lamed,669,390,719,440
Taw,643,390,693,440
Bet,615,390,665,440
Shin,591,390,641,440
Gimel,560,390,610,440
Tet,501,390,551,440
Zayin,474,390,524,440
Lamed,444,390,494,440
Yod,396,390,446,440
Pe-final,375,390,425,440
Alef,354,390,404,440
Kaf,327,390,377,440
He,300,390,350,440
Zayin,268,390,318,440
Taw,241,390,291,440
Taw,215,390,265,440
Resh,196,390,246,440
Yod,167,390,217,440
Pe-final,138,390,188,440
Pe,112,390,162,440
Waw,83,390,133,440
Qof,923,440,973,490
Mem,898,440,948,490
Kaf,871,440,921,490
Yod,844,440,894,490
Het,771,440,821,490
Tet,758,440,808,490
Dalet,729,440,779,490
Tsadi-final,697,440,747,490
Pe-final,675,440,725,490
Dalet,652,440,702,490
Mem,627,440,677,490
Zayin,593,440,643,490
Qof,568,440,618,490
Lamed,537,440,587,490
Samekh,513,440,563,490
Het,482,440,532,490
Bet,456,440,506,490
Bet,378,440,428,490
Tsadi-medial,285,440,335,490
Gimel,262,440,312,490
Lamed,232,440,282,490
Dalet,202,440,252,490
Tsadi-final,182,440,232,490
Tet,156,440,206,490
Ayin,140,440,190,490
Kaf-final,110,440,160,490
Bet,86,440,136,490
Kaf-final,926,490,976,540
Dalet,835,490,885,540
Tet,814,490,864,540
Kaf,748,490,798,540
Tsadi-medial,723,490,773,540
Pe-final,698,490,748,540
Lamed,673,490,723,540
Bet,651,490,701,540
Nun-medial,631,490,681,540
Kaf,607,490,657,540
Ayin,586,490,636,540
Nun-final,558,490,608,540
Tsadi-final,534,490,584,540
Waw,502,490,552,540
Bet,472,490,522,540
Qof,454,490,504,540
Alef,437,490,487,540
Tsadi-final,415,490,465,540
Tsadi-medial,388,490,438,540
Tsadi-medial,361,490,411,540
Qof,339,490,389,540
Resh,308,490,358,540
Het,276,490,326,540
Tsadi-final,253,490,303,540
Kaf-final,234,490,284,540
He,203,490,253,540
Pe,183,490,233,540
Het,154,490,204,540
Mem-medial,124,490,174,540
Kaf,97,490,147,540
