name,xmin,ymin,xmax,ymax
Kaf-final,928,40,978,90
Shin,908,40,958,90
Qof,882,40,932,90
Mem,856,40,906,90
Pe-final,834,40,884,90
Tsadi-medial,815,40,865,90
Shin,790,40,840,90
Mem,774,40,824,90
Taw,747,40,797,90
Tet,732,40,782,90
Pe,705,40,755,90
Dalet,610,40,660,90
Mem,593,40,643,90
Pe,567,40,617,90
Gimel,540,40,590,90
Nun-final,517,40,567,90
Dalet,488,40,538,90
Alef,461,40,511,90
Qof,435,40,485,90
Kaf,411,40,461,90
Yod,392,40,442,90
Taw,316,40,366,90
Zayin,286,40,336,90
Pe-final,262,40,312,90
Alef,230,40,280,90
Taw,166,40,216,90
Het,129,40,179,90
Resh,99,40,149,90
Kaf,933,90,983,140
Kaf,909,90,959,140
Het,821,90,871,140
Samekh,796,90,846,140
Lamed,769,90,819,140
Lamed,750,90,800,140
Nun-medial,722,90,772,140
Het,691,90,741,140
Tsadi-medial,665,90,715,140
Qof,639,90,689,140
Nun-final,617,90,667,140
Dalet,527,90,577,140
Bet,494,90,544,140
Waw,476,90,526,140
Lamed,451,90,501,140
Tet,419,90,469,140
Nun-medial,393,90,443,140
Mem-medial,368,90,418,140
Tet,348,90,398,140
Pe-final,321,90,371,140
Samekh,307,90,357,140
Het,215,90,265,140
Lamed,189,90,239,140
Shin,168,90,218,140
Tet,149,90,199,140
Ayin,112,90,162,140
Bet,88,90,138,140
Lamed,922,140,972,190
Tsadi-final,843,140,893,190
Pe-final,818,140,868,190
Resh,794,140,844,190
Yod,773,140,823,190
Lamed,750,140,800,190
Kaf,728,140,778,190
Kaf-final,707,140,757,190
Yod,677,140,727,190
Mem,645,140,695,190
Taw,626,140,676,190
Waw,594,140,644,190
Het,569,140,619,190
Tsadi-medial,552,140,602,190
Shin,519,140,569,190
Dalet,445,140,495,190
Pe-final,417,140,467,190
Mem-medial,397,140,447,190
Mem-medial,363,140,413,190
Resh,337,140,387,190
Pe,315,140,365,190
Mem-medial,289,140,339,190
Pe-final,198,140,248,190
Ayin,174,140,224,190
Qof,157,140,207,190
Tsadi-medial,124,140,174,190
Shin,98,140,148,190
Het,926,190,976,240
Ayin,902,190,952,240
Gimel,877,190,927,240
Mem,856,190,906,240
Pe-final,823,190,873,240
Kaf,797,190,847,240
Kaf-final,671,190,721,240
Dalet,645,190,695,240
He,623,190,673,240
Mem,598,190,648,240
He,567,190,617,240
Waw,544,190,594,240
Samekh,518,190,568,240
Kaf,493,190,543,240
Shin,406,190,456,240
Shin,381,190,431,240
Samekh,354,190,404,240
Ayin,262,190,312,240
Samekh,240,190,290,240
Shin,207,190,257,240
Waw,181,190,231,240
He,919,240,969,290
He,886,240,936,290
Pe-final,861,240,911,290
Tsadi-medial,838,240,888,290
Het,810,240,860,290
Pe,785,240,835,290
Mem-medial,769,240,819,290
Resh,752,240,802,290
Lamed,719,240,769,290
Samekh,689,240,739,290
Samekh,670,240,720,290
Mem,647,240,697,290
Nun-final,619,240,669,290
Ayin,591,240,641,290
Gimel,562,240,612,290
Pe,533,240,583,290
Lamed,507,240,557,290
Qof,483,240,533,290
Nun-medial,455,240,505,290
Alef,439,240,489,290
Het,348,240,398,290
Alef,324,240,374,290
Qof,290,240,340,290
Resh,273,240,323,290
Tsadi-medial,243,240,293,290
Pe-final,144,240,194,290
Yod,124,240,174,290
Dalet,101,240,151,290
Mem,78,240,128,290
Dalet,923,290,973,340
Shin,896,290,946,340
Zayin,875,290,925,340
Shin,843,290,893,340
Waw,818,290,868,340
Gimel,783,290,833,340
Ayin,756,290,806,340
Mem,731,290,781,340
Tet,700,290,750,340
Kaf,680,290,730,340
Shin,650,290,700,340
Taw,622,290,672,340
Zayin,597,290,647,340
Kaf,578,290,628,340
Mem,552,290,602,340
Resh,527,290,577,340
Bet,497,290,547,340
Pe-final,476,290,526,340
Zayin,456,290,506,340
Lamed,429,290,479,340
Kaf-final,356,290,406,340
Pe-final,274,290,324,340
Qof,250,290,300,340
Nun-final,176,290,226,340
Resh,157,290,207,340
Alef,132,290,182,340
Dalet,107,290,157,340
Bet,85,290,135,340
Pe,921,340,971,390
Mem-medial,896,340,946,390
Bet,846,340,896,390
Nun-medial,816,340,866,390
Qof,796,340,846,390
Lamed,766,340,816,390
Resh,743,340,793,390
Samekh,646,340,696,390
Waw,626,340,676,390
Dalet,594,340,644,390
Zayin,563,340,613,390
Tsadi-medial,546,340,596,390
Gimel,530,340,580,390
Tsadi-final,479,340,529,390
Bet,458,340,508,390
Zayin,431,340,481,390
Waw,402,340,452,390
Mem,314,340,364,390
Kaf-final,283,340,333,390
Tsadi-final,266,340,316,390
Zayin,239,340,289,390
Pe-final,216,340,266,390
Zayin,184,340,234,390
Het,159,340,209,390
Resh,136,340,186,390
Nun-medial,118,340,168,390
Nun-final,875,390,925,440
Mem,846,390,896,440
Resh,824,390,874,440
Ayin,795,390,845,440
Samekh,768,390,818,440
He,671,390,721,440
Lamed,645,390,695,440
Tet,623,390,673,440
Bet,604,390,654,440
Alef,583,390,633,440
Waw,550,390,600,440
Kaf,528,390,578,440
Lamed,450,390,500,440
Kaf-final,430,390,480,440
Shin,328,390,378,440
Pe,303,390,353,440
Tsadi-final,280,390,330,440
He,261,390,311,440
Het,186,390,236,440
Kaf-final,158,390,208,440
Nun-medial,124,390,174,440
Nun-medial,921,440,971,490
Kaf-final,898,440,948,490
Lamed,868,440,918,490
Mem,837,440,887,490
Taw,798,440,848,490
Tsadi-final,774,440,824,490
Nun-final,752,440,802,490
Kaf,718,440,768,490
Alef,692,440,742,490
Zayin,613,440,663,490
Tet,577,440,627,490
Tsadi-final,551,440,601,490
Pe-final,448,440,498,490
Kaf,420,440,470,490
Samekh,395,440,445,490
Ayin,377,440,427,490
Qof,346,440,396,490
Shin,150,440,200,490
Yod,125,440,175,490
Taw,91,440,141,490
Alef,931,490,981,540
Taw,908,490,958,540
Qof,876,490,926,540
Zayin,857,490,907,540
Zayin,765,490,815,540
Nun-final,734,490,784,540
Kaf,659,490,709,540
Ayin,643,490,693,540
Bet,615,490,665,540
Tsadi-final,591,490,641,540
Mem,565,490,615,540
Pe,542,490,592,540
Yod,514,490,564,540
Tsadi-final,486,490,536,540
Mem,454,490,504,540
Mem,429,490,479,540
Tsadi-medial,398,490,448,540
Resh,373,490,423,540
He,353,490,403,540
Tsadi-final,326,490,376,540
Pe,263,490,313,540
Resh,235,490,285,540
Tsadi-medial,210,490,260,540
Zayin,160,490,210,540
Dalet,129,490,179,540
Pe,102,490,152,540
Samekh,70,490,120,540
