name,xmin,ymin,xmax,ymax
Het,930,40,980,90
Lamed,905,40,955,90
Yod,831,40,881,90
Pe,801,40,851,90
Bet,774,40,824,90
Gimel,741,40,791,90
Lamed,689,40,739,90
Alef,602,40,652,90
Het,581,40,631,90
Waw,553,40,603,90
Gimel,526,40,576,90
Shin,491,40,541,90
Yod,464,40,514,90
Bet,447,40,497,90
Tet,413,40,463,90
Alef,379,40,429,90
Yod,357,40,407,90
Qof,327,40,377,90
He,299,40,349,90
Lamed,272,40,322,90
Bet,253,40,303,90
Waw,216,40,266,90
Qof,188,40,238,90
Alef,162,40,212,90
Pe-final,134,40,184,90
Ayin,106,40,156,90
Waw,922,90,972,140
Bet,888,90,938,140
Taw,863,90,913,140
Bet,838,90,888,140
Waw,812,90,862,140
Tsadi-medial,792,90,842,140
Dalet,751,90,801,140
Tsadi-medial,724,90,774,140
Qof,627,90,677,140
Qof,600,90,650,140
Tsadi-medial,570,90,620,140
Zayin,510,90,560,140
Pe,482,90,532,140
Samekh,467,90,517,140
Zayin,280,90,330,140
Tsadi-final,263,90,313,140
Waw,237,90,287,140
Nun-final,211,90,261,140
Waw,196,90,246,140
Tsadi-final,165,90,215,140
Tsadi-final,131,90,181,140
Shin,937,140,987,190
Samekh,909,140,959,190
Mem,884,140,934,190
Nun-final,859,140,909,190
Ayin,837,140,887,190
Pe-final,754,140,804,190
Nun-final,734,140,784,190
Samekh,701,140,751,190
Zayin,671,140,721,190
Resh,646,140,696,190
Alef,620,140,670,190
Taw,589,140,639,190
Waw,569,140,619,190
Tet,538,140,588,190
Waw,512,140,562,190
Alef,487,140,537,190
Samekh,463,140,513,190
Nun-final,436,140,486,190
Tet,401,140,451,190
Pe-final,366,140,416,190
Nun-medial,335,140,385,190
Nun-final,307,140,357,190
Nun-final,289,140,339,190
Nun-medial,262,140,312,190
Bet,230,140,280,190
Pe,206,140,256,190
Samekh,182,140,232,190
Samekh,158,140,208,190
Bet,136,140,186,190
Lamed,108,140,158,190
Tet,78,140,128,190
Resh,921,190,971,240
Lamed,808,190,858,240
Kaf-final,781,190,831,240
Resh,756,190,806,240
Samekh,730,190,780,240
Samekh,702,190,752,240
Resh,671,190,721,240
Tet,652,190,702,240
Yod,625,190,675,240
Lamed,607,190,657,240
Gimel,593,190,643,240
Dalet,478,190,528,240
Alef,443,190,493,240
He,421,190,471,240
Mem-medial,399,190,449,240
He,376,190,426,240
Mem-medial,350,190,400,240
Nun-final,328,190,378,240
Nun-final,303,190,353,240
Shin,281,190,331,240
Waw,262,190,312,240
Taw,236,190,286,240
Tsadi-medial,212,190,262,240
Bet,183,190,233,240
Lamed,162,190,212,240
Resh,897,240,947,290
He,874,240,924,290
Gimel,851,240,901,290
Mem,825,240,875,290
Kaf-final,798,240,848,290
Pe,775,240,825,290
Nun-final,752,240,802,290
Lamed,729,240,779,290
Yod,701,240,751,290
Kaf-final,672,240,722,290
Alef,596,240,646,290
Nun-final,566,240,616,290
Resh,540,240,590,290
Bet,511,240,561,290
Resh,486,240,536,290
Shin,461,240,511,290
Pe,402,240,452,290
Kaf-final,378,240,428,290
Nun-final,348,240,398,290
Pe,267,240,317,290
Lamed,254,240,304,290
Dalet,228,240,278,290
Pe-final,197,240,247,290
He,173,240,223,290
He,141,240,191,290
Tsadi-final,123,240,173,290
Taw,105,240,155,290
Tsadi-medial,87,240,137,290
Resh,926,290,976,340
Kaf,899,290,949,340
Mem-medial,832,290,882,340
Qof,808,290,858,340
Zayin,785,290,835,340
Ayin,761,290,811,340
Nun-medial,738,290,788,340
Shin,702,290,752,340
Gimel,686,290,736,340
Bet,666,290,716,340
Pe,638,290,688,340
Nun-medial,606,290,656,340
Mem-medial,581,290,631,340
Zayin,557,290,607,340
Waw,542,290,592,340
Shin,519,290,569,340
He,488,290,538,340
Yod,469,290,519,340
Nun-medial,440,290,490,340
Mem,413,290,463,340
Samekh,391,290,441,340
Nun-final,367,290,417,340
Kaf-final,337,290,387,340
Waw,310,290,360,340
Tet,287,290,337,340
Alef,262,290,312,340
Het,240,290,290,340
Tet,218,290,268,340
