name,xmin,ymin,xmax,ymax
Resh,934,40,984,90
Qof,902,40,952,90
Zayin,874,40,924,90
Shin,847,40,897,90
Kaf-final,825,40,875,90
Lamed,795,40,845,90
Resh,768,40,818,90
Taw,731,40,781,90
Tsadi-final,702,40,752,90
Tsadi-medial,676,40,726,90
Bet,652,40,702,90
Alef,629,40,679,90
Dalet,608,40,658,90
Kaf,511,40,561,90
He,495,40,545,90
Taw,464,40,514,90
Lamed,439,40,489,90
Pe-final,406,40,456,90
Tet,386,40,436,90
Ayin,363,40,413,90
Mem,333,40,383,90
Dalet,315,40,365,90
Gimel,298,40,348,90
Qof,269,40,319,90
Pe,245,40,295,90
Dalet,153,40,203,90
Shin,124,40,174,90
Pe-final,105,40,155,90
Nun-final,78,40,128,90
Tet,924,90,974,140
Qof,897,90,947,140
Resh,868,90,918,140
Kaf,836,90,886,140
Yod,809,90,859,140
Pe-final,793,90,843,140
Nun-final,772,90,822,140
Tet,747,90,797,140
Tsadi-medial,715,90,765,140
Mem,693,90,743,140
Waw,674,90,724,140
Tsadi-final,658,90,708,140
Kaf-final,637,90,687,140
Mem,614,90,664,140
Yod,592,90,642,140
Shin,567,90,617,140
Kaf-final,536,90,586,140
Kaf-final,506,90,556,140
Pe-final,475,90,525,140
Nun-final,454,90,504,140
Resh,433,90,483,140
Shin,380,90,430,140
Resh,359,90,409,140
Pe-final,331,90,381,140
Qof,311,90,361,140
Resh,280,90,330,140
Samekh,256,90,306,140
Pe,232,90,282,140
Yod,203,90,253,140
Pe-final,169,90,219,140
Dalet,147,90,197,140
Dalet,123,90,173,140
Waw,922,140,972,190
Kaf,901,140,951,190
Taw,875,140,925,190
Tet,848,140,898,190
Tsadi-final,826,140,876,190
Bet,805,140,855,190
Het,781,140,831,190
Resh,755,140,805,190
Nun-medial,729,140,779,190
Lamed,698,140,748,190
Gimel,668,140,718,190
Nun-medial,645,140,695,190
Dalet,569,140,619,190
Kaf-final,546,140,596,190
Nun-final,520,140,570,190
Mem,496,140,546,190
Kaf-final,470,140,520,190
Yod,379,140,429,190
Resh,351,140,401,190
Mem-medial,328,140,378,190
Samekh,299,140,349,190
Bet,271,140,321,190
Bet,170,140,220,190
Alef,147,140,197,190
Taw,123,140,173,190
Taw,98,140,148,190
Pe-final,925,190,975,240
Tet,893,190,943,240
Yod,817,190,867,240
Zayin,766,190,816,240
Het,735,190,785,240
Kaf,715,190,765,240
