name,xmin,ymin,xmax,ymax
Gimel,922,40,972,90
Yod,889,40,939,90
Yod,807,40,857,90
Pe-final,776,40,826,90
Dalet,752,40,802,90
Tet,662,40,712,90
Gimel,628,40,678,90
Het,606,40,656,90
Yod,511,40,561,90
Dalet,397,40,447,90
Alef,369,40,419,90
Zayin,335,40,385,90
Zayin,309,40,359,90
Tsadi-final,292,40,342,90
Mem,151,40,201,90
Ayin,848,90,898,140
Mem-medial,822,90,872,140
Mem-medial,800,90,850,140
Taw,779,90,829,140
He,744,90,794,140
Alef,729,90,779,140
Samekh,706,90,756,140
Yod,677,90,727,140
Kaf-final,585,90,635,140
Shin,479,90,529,140
Shin,456,90,506,140
Mem,425,90,475,140
Zayin,403,90,453,140
Shin,389,90,439,140
Alef,364,90,414,140
He,339,90,389,140
Alef,271,90,321,140
Bet,250,90,300,140
Nun-final,232,90,282,140
Tsadi-final,216,90,266,140
Samekh,194,90,244,140
Waw,165,90,215,140
He,137,90,187,140
Qof,117,90,167,140
Kaf,83,90,133,140
Kaf,920,140,970,190
Lamed,889,140,939,190
Gimel,834,140,884,190
Pe,817,140,867,190
Ayin,793,140,843,190
Taw,766,140,816,190
Mem,740,140,790,190
Mem,711,140,761,190
Mem-medial,608,140,658,190
Lamed,576,140,626,190
Kaf,549,140,599,190
Mem-medial,522,140,572,190
Tet,492,140,542,190
Resh,475,140,525,190
Waw,449,140,499,190
Tsadi-medial,424,140,474,190
Shin,352,140,402,190
Mem,331,140,381,190
Pe,307,140,357,190
Kaf,222,140,272,190
Mem,195,140,245,190
Zayin,929,190,979,240
Qof,852,190,902,240
Gimel,795,190,845,240
Waw,707,190,757,240
Kaf,691,190,741,240
Alef,659,190,709,240
Lamed,563,190,613,240
Lamed,541,190,591,240
Pe,520,190,570,240
Tsadi-final,463,190,513,240
Kaf-final,436,190,486,240
Resh,403,190,453,240
Kaf-final,379,190,429,240
Pe,352,190,402,240
Ayin,325,190,375,240
Qof,301,190,351,240
Waw,274,190,324,240
Kaf,243,190,293,240
Gimel,210,190,260,240
Mem-medial,183,190,233,240
Pe-final,123,190,173,240
Dalet,104,190,154,240
Pe,927,240,977,290
Kaf-final,905,240,955,290
Tsadi-medial,876,240,926,290
Tsadi-medial,852,240,902,290
Tet,825,240,875,290
Nun-medial,796,240,846,290
Waw,777,240,827,290
Pe-final,730,240,780,290
Tet,699,240,749,290
Pe-final,674,240,724,290
Mem,656,240,706,290
Kaf-final,627,240,677,290
Pe,607,240,657,290
Dalet,585,240,635,290
Nun-medial,560,240,610,290
Qof,531,240,581,290
Nun-final,503,240,553,290
Kaf,477,240,527,290
Dalet,449,240,499,290
Nun-medial,420,240,470,290
Nun-final,404,240,454,290
Mem-medial,385,240,435,290
Zayin,315,240,365,290
Lamed,293,240,343,290
Taw,266,240,316,290
Nun-final,241,240,291,290
Alef,210,240,260,290
Mem,190,240,240,290
Kaf-final,163,240,213,290
Qof,924,290,974,340
Mem-medial,896,290,946,340
Bet,867,290,917,340
Dalet,840,290,890,340
Mem,749,290,799,340
He,727,290,777,340
Pe-final,701,290,751,340
Lamed,667,290,717,340
Kaf,645,290,695,340
Lamed,593,290,643,340
Tet,573,290,623,340
Pe,552,290,602,340
Ayin,522,290,572,340
Tsadi-medial,502,290,552,340
Tet,479,290,529,340
Alef,449,290,499,340
He,424,290,474,340
Yod,396,290,446,340
Het,378,290,428,340
Dalet,354,290,404,340
Yod,320,290,370,340
Nun-medial,302,290,352,340
Tet,281,290,331,340
Mem-medial,251,290,301,340
Het,222,290,272,340
Yod,194,290,244,340
Tet,166,290,216,340
Shin,142,290,192,340
