name,xmin,ymin,xmax,ymax
He,928,40,978,90
Tsadi-final,910,40,960,90
Kaf,885,40,935,90
Nun-medial,857,40,907,90
Samekh,837,40,887,90
Qof,806,40,856,90
Tet,775,40,825,90
Nun-medial,718,40,768,90
Zayin,690,40,740,90
Taw,661,40,711,90
Kaf-final,632,40,682,90
Dalet,606,40,656,90
He,580,40,630,90
Qof,543,40,593,90
Yod,519,40,569,90
Nun-final,492,40,542,90
Waw,466,40,516,90
Resh,438,40,488,90
Dalet,417,40,467,90
Nun-final,390,40,440,90
Samekh,370,40,420,90
Qof,347,40,397,90
Lamed,114,40,164,90
Pe-final,928,90,978,140
Ayin,902,90,952,140
Samekh,810,90,860,140
Yod,780,90,830,140
Pe,745,90,795,140
Qof,714,90,764,140
Mem-medial,683,90,733,140
Mem,614,90,664,140
Resh,592,90,642,140
Shin,514,90,564,140
Waw,484,90,534,140
Pe-final,461,90,511,140
Resh,440,90,490,140
Tsadi-medial,412,90,462,140
Tet,382,90,432,140
He,358,90,408,140
Bet,334,90,384,140
Zayin,272,90,322,140
Waw,247,90,297,140
Pe,222,90,272,140
Nun-final,199,90,249,140
Mem,172,90,222,140
Tsadi-medial,101,90,151,140
Nun-final,78,90,128,140
Resh,932,140,982,190
Alef,914,140,964,190
Pe-final,883,140,933,190
Waw,792,140,842,190
Dalet,707,140,757,190
Nun-final,683,140,733,190
Nun-final,651,140,701,190
Tet,627,140,677,190
Lamed,608,140,658,190
Pe,579,140,629,190
Kaf,554,140,604,190
Ayin,482,140,532,190
Nun-medial,467,140,517,190
Shin,440,140,490,190
Pe,420,140,470,190
Pe,393,140,443,190
Pe-final,372,140,422,190
Taw,345,140,395,190
Kaf,279,140,329,190
Qof,249,140,299,190
Qof,228,140,278,190
Gimel,201,140,251,190
Ayin,172,140,222,190
Qof,142,140,192,190
Bet,918,190,968,240
Zayin,889,190,939,240
Kaf-final,868,190,918,240
Tsadi-final,851,190,901,240
Kaf-final,740,190,790,240
Bet,713,190,763,240
Waw,679,190,729,240
Waw,647,190,697,240
Mem,628,190,678,240
Gimel,603,190,653,240
Shin,587,190,637,240
Het,553,190,603,240
Gimel,532,190,582,240
Qof,503,190,553,240
Tsadi-medial,484,190,534,240
Resh,453,190,503,240
Mem-medial,426,190,476,240
Gimel,401,190,451,240
Mem,374,190,424,240
Mem,344,190,394,240
He,323,190,373,240
Samekh,300,190,350,240
Het,272,190,322,240
Tsadi-final,106,190,156,240
Pe-final,922,240,972,290
Alef,888,240,938,290
Pe-final,861,240,911,290
Nun-final,835,240,885,290
Dalet,812,240,862,290
Het,782,240,832,290
Tet,747,240,797,290
Zayin,723,240,773,290
Tet,701,240,751,290
Ayin,680,240,730,290
Tet,660,240,710,290
Qof,632,240,682,290
Nun-medial,605,240,655,290
Nun-medial,536,240,586,290
Nun-medial,515,240,565,290
Mem-medial,496,240,546,290
He,477,240,527,290
Qof,458,240,508,290
He,425,240,475,290
Pe-final,395,240,445,290
Yod,371,240,421,290
Dalet,346,240,396,290
Nun-final,321,240,371,290
Ayin,300,240,350,290
Nun-medial,276,240,326,290
Yod,248,240,298,290
Gimel,219,240,269,290
Gimel,917,290,967,340
Tsadi-medial,751,290,801,340
Pe,714,290,764,340
Alef,689,290,739,340
Bet,658,290,708,340
Yod,629,290,679,340
Het,608,290,658,340
Nun-medial,536,290,586,340
Lamed,518,290,568,340
Yod,497,290,547,340
Qof,479,290,529,340
Nun-final,458,290,508,340
Bet,427,290,477,340
Lamed,329,290,379,340
Lamed,304,290,354,340
Ayin,281,290,331,340
Tet,250,290,300,340
Ayin,185,290,235,340
Kaf,159,290,209,340
