name,xmin,ymin,xmax,ymax
Lamed,932,40,982,90
Taw,907,40,957,90
Taw,881,40,931,90
Zayin,860,40,910,90
Resh,788,40,838,90
Samekh,731,40,781,90
Lamed,699,40,749,90
Taw,671,40,721,90
Gimel,647,40,697,90
Tet,619,40,669,90
Dalet,592,40,642,90
Waw,537,40,587,90
Tsadi-medial,516,40,566,90
Ayin,488,40,538,90
Kaf-final,424,40,474,90
Bet,395,40,445,90
Zayin,364,40,414,90
Tsadi-medial,347,40,397,90
Ayin,262,40,312,90
Kaf,236,40,286,90
Taw,215,40,265,90
Waw,198,40,248,90
Lamed,174,40,224,90
Tsadi-medial,156,40,206,90
Dalet,130,40,180,90
Kaf-final,104,40,154,90
Kaf-final,73,40,123,90
Alef,916,90,966,140
Nun-medial,887,90,937,140
Pe-final,864,90,914,140
Bet,839,90,889,140
Tsadi-final,817,90,867,140
Het,801,90,851,140
Pe,763,90,813,140
Yod,740,90,790,140
Ayin,718,90,768,140
Pe,685,90,735,140
Alef,669,90,719,140
Mem,642,90,692,140
Bet,623,90,673,140
Lamed,529,90,579,140
Kaf-final,504,90,554,140
Nun-final,402,90,452,140
Tsadi-final,366,90,416,140
Kaf,333,90,383,140
Waw,299,90,349,140
Mem-medial,228,90,278,140
Tsadi-final,197,90,247,140
Yod,177,90,227,140
Shin,152,90,202,140
Kaf,133,90,183,140
Resh,106,90,156,140
Ayin,89,90,139,140
Taw,926,140,976,190
Yod,902,140,952,190
Tet,877,140,927,190
Dalet,858,140,908,190
Alef,836,140,886,190
Yod,807,140,857,190
Mem,712,140,762,190
Lamed,681,140,731,190
Nun-medial,653,140,703,190
Nun-final,624,140,674,190
Kaf-final,596,140,646,190
Dalet,574,140,624,190
Shin,546,140,596,190
Resh,523,140,573,190
Nun-final,497,140,547,190
Pe,475,140,525,190
Dalet,448,140,498,190
Kaf,424,140,474,190
Waw,396,140,446,190
Pe,374,140,424,190
Shin,354,140,404,190
Yod,294,140,344,190
Qof,273,140,323,190
Waw,206,140,256,190
Waw,124,140,174,190
Pe,106,140,156,190
Ayin,81,140,131,190
Bet,928,190,978,240
Pe-final,904,190,954,240
Tsadi-final,880,190,930,240
Pe,813,190,863,240
Nun-medial,794,190,844,240
Tsadi-final,758,190,808,240
Taw,732,190,782,240
Pe-final,713,190,763,240
Alef,652,190,702,240
Kaf-final,629,190,679,240
Taw,606,190,656,240
Pe-final,580,190,630,240
Alef,553,190,603,240
Kaf-final,536,190,586,240
Bet,515,190,565,240
Lamed,486,190,536,240
Nun-medial,457,190,507,240
Shin,428,190,478,240
Bet,395,190,445,240
Tet,370,190,420,240
Kaf,335,190,385,240
Samekh,306,190,356,240
Tsadi-final,281,190,331,240
Kaf,250,190,300,240
Pe-final,221,190,271,240
Qof,139,190,189,240
Shin,111,190,161,240
Gimel,81,190,131,240
Tsadi-final,933,240,983,290
Lamed,911,240,961,290
Qof,890,240,940,290
Het,870,240,920,290
Samekh,856,240,906,290
Nun-medial,827,240,877,290
Shin,806,240,856,290
Resh,773,240,823,290
Ayin,744,240,794,290
Pe,685,240,735,290
Lamed,664,240,714,290
Tet,644,240,694,290
Yod,617,240,667,290
Tet,592,240,642,290
Tsadi-medial,558,240,608,290
Taw,535,240,585,290
Mem-medial,510,240,560,290
Waw,482,240,532,290
Gimel,452,240,502,290
Dalet,423,240,473,290
Resh,359,240,409,290
Kaf-final,326,240,376,290
Kaf,309,240,359,290
He,288,240,338,290
He,258,240,308,290
Tet,226,240,276,290
Pe-final,205,240,255,290
Nun-medial,176,240,226,290
Dalet,150,240,200,290
Bet,127,240,177,290
Kaf-final,95,240,145,290
Zayin,927,290,977,340
Alef,907,290,957,340
Tet,828,290,878,340
Zayin,807,290,857,340
Qof,784,290,834,340
Gimel,760,290,810,340
Qof,665,290,715,340
Ayin,633,290,683,340
Tet,605,290,655,340
Zayin,582,290,632,340
Tet,549,290,599,340
Nun-final,526,290,576,340
Het,501,290,551,340
Waw,470,290,520,340
Kaf,441,290,491,340
He,417,290,467,340
Mem,351,290,401,340
Zayin,331,290,381,340
Nun-final,303,290,353,340
Alef,272,290,322,340
Alef,246,290,296,340
Gimel,217,290,267,340
Kaf,189,290,239,340
Nun-final,163,290,213,340
Het,136,290,186,340
Ayin,922,340,972,390
Mem-medial,896,340,946,390
He,874,340,924,390
Kaf,846,340,896,390
Kaf,814,340,864,390
Qof,786,340,836,390
Taw,770,340,820,390
Lamed,740,340,790,390
Qof,716,340,766,390
Mem,690,340,740,390
Mem,611,340,661,390
Lamed,508,340,558,390
Tsadi-final,489,340,539,390
Waw,468,340,518,390
Tsadi-final,447,340,497,390
Samekh,422,340,472,390
Tsadi-medial,389,340,439,390
Samekh,356,340,406,390
Lamed,334,340,384,390
Mem-medial,313,340,363,390
Samekh,291,340,341,390
Mem-medial,269,340,319,390
