name,xmin,ymin,xmax,ymax
Tet,931,40,981,90
Pe-final,903,40,953,90
Nun-medial,879,40,929,90
Kaf,847,40,897,90
Kaf-final,824,40,874,90
Tet,802,40,852,90
Shin,781,40,831,90
Lamed,750,40,800,90
Nun-final,727,40,777,90
Tsadi-medial,699,40,749,90
He,679,40,729,90
He,663,40,713,90
Kaf-final,636,40,686,90
Dalet,619,40,669,90
Waw,561,40,611,90
Qof,544,40,594,90
Ayin,479,40,529,90
Taw,454,40,504,90
Zayin,426,40,476,90
Nun-medial,401,40,451,90
Resh,366,40,416,90
Ayin,334,40,384,90
Bet,311,40,361,90
Tsadi-medial,290,40,340,90
Lamed,263,40,313,90
Mem,238,40,288,90
Mem-medial,219,40,269,90
Shin,197,40,247,90
Het,168,40,218,90
Bet,94,40,144,90
Waw,853,90,903,140
Tsadi-medial,834,90,884,140
Kaf-final,781,90,831,140
Pe,651,90,701,140
Kaf-final,617,90,667,140
Gimel,587,90,637,140
Het,569,90,619,140
Pe-final,538,90,588,140
Yod,515,90,565,140
Tsadi-final,486,90,536,140
Shin,452,90,502,140
Samekh,427,90,477,140
Gimel,398,90,448,140
Yod,376,90,426,140
Shin,343,90,393,140
Qof,324,90,374,140
Gimel,295,90,345,140
Tet,207,90,257,140
Bet,183,90,233,140
Zayin,153,90,203,140
Resh,129,90,179,140
Taw,97,90,147,140
Kaf-final,926,140,976,190
Shin,866,140,916,190
Zayin,778,140,828,190
Het,750,140,800,190
Gimel,718,140,768,190
Ayin,685,140,735,190
Het,663,140,713,190
Nun-medial,581,140,631,190
Ayin,519,140,569,190
Bet,339,140,389,190
Pe-final,254,140,304,190
Het,229,140,279,190
Tsadi-medial,197,140,247,190
Ayin,166,140,216,190
Samekh,144,140,194,190
Kaf-final,889,190,939,240
Dalet,812,190,862,240
Samekh,788,190,838,240
Kaf-final,757,190,807,240
Nun-final,732,190,782,240
Zayin,702,190,752,240
Waw,674,190,724,240
He,649,190,699,240
Nun-final,634,190,684,240
Alef,609,190,659,240
Lamed,585,190,635,240
Pe-final,561,190,611,240
Alef,534,190,584,240
Alef,508,190,558,240
Kaf,488,190,538,240
Zayin,423,190,473,240
Mem-medial,399,190,449,240
Zayin,374,190,424,240
Resh,350,190,400,240
Tsadi-final,318,190,368,240
Ayin,227,190,277,240
Het,199,190,249,240
Lamed,113,190,163,240
Tet,81,190,131,240
Kaf-final,926,240,976,290
Tsadi-final,899,240,949,290
He,867,240,917,290
Tet,840,240,890,290
Tet,819,240,869,290
Yod,798,240,848,290
Zayin,773,240,823,290
Tet,746,240,796,290
Alef,727,240,777,290
Qof,699,240,749,290
Kaf,624,240,674,290
Dalet,599,240,649,290
Nun-medial,578,240,628,290
Waw,552,240,602,290
Alef,526,240,576,290
Qof,502,240,552,290
Nun-final,473,240,523,290
Bet,443,240,493,290
Yod,424,240,474,290
Mem,401,240,451,290
Pe,372,240,422,290
Het,345,240,395,290
Alef,258,240,308,290
Alef,234,240,284,290
Zayin,212,240,262,290
Samekh,183,240,233,290
He,161,240,211,290
Nun-medial,133,240,183,290
Mem-medial,106,240,156,290
Waw,77,240,127,290
He,863,290,913,340
Mem,842,290,892,340
Ayin,820,290,870,340
Nun-final,720,290,770,340
Samekh,648,290,698,340
Ayin,626,290,676,340
Nun-final,593,290,643,340
Nun-medial,574,290,624,340
Pe,507,290,557,340
Samekh,415,290,465,340
Gimel,386,290,436,340
Samekh,358,290,408,340
Pe-final,330,290,380,340
Bet,305,290,355,340
Qof,281,290,331,340
Tsadi-medial,259,290,309,340
Pe,226,290,276,340
Lamed,70,290,120,340
Mem,880,340,930,390
Nun-medial,862,340,912,390
Het,844,340,894,390
Pe-final,822,340,872,390
Tsadi-medial,701,340,751,390
Kaf-final,611,340,661,390
Waw,594,340,644,390
Het,538,340,588,390
Gimel,510,340,560,390
Bet,382,340,432,390
Mem-medial,350,340,400,390
Het,331,340,381,390
Zayin,302,340,352,390
Kaf-final,279,340,329,390
Tsadi-medial,254,340,304,390
Kaf,225,340,275,390
Tet,204,340,254,390
Bet,179,340,229,390
Nun-medial,153,340,203,390
Dalet,855,390,905,440
Taw,832,390,882,440
Zayin,808,390,858,440
Het,782,390,832,440
Resh,749,390,799,440
He,726,390,776,440
Taw,706,390,756,440
Dalet,679,390,729,440
Nun-final,647,390,697,440
Shin,622,390,672,440
Resh,538,390,588,440
Pe,509,390,559,440
Pe,474,390,524,440
Bet,376,390,426,440
He,349,390,399,440
Tsadi-medial,327,390,377,440
Nun-medial,305,390,355,440
Waw,275,390,325,440
Samekh,188,390,238,440
Lamed,160,390,210,440
Kaf,130,390,180,440
Samekh,111,390,161,440
Dalet,85,390,135,440
He,922,440,972,490
Dalet,899,440,949,490
He,872,440,922,490
Shin,849,440,899,490
Gimel,823,440,873,490
Zayin,771,440,821,490
Het,722,440,772,490
Ayin,693,440,743,490
Mem-medial,669,440,719,490
Zayin,637,440,687,490
Dalet,609,440,659,490
Tsadi-medial,584,440,634,490
Yod,559,440,609,490
Kaf-final,538,440,588,490
Alef,522,440,572,490
Lamed,461,440,511,490
Resh,395,440,445,490
Qof,278,440,328,490
Het,253,440,303,490
Resh,228,440,278,490
Het,164,440,214,490
Lamed,143,440,193,490
Taw,106,440,156,490
Qof,71,440,121,490
Tet,922,490,972,540
Mem,900,490,950,540
Waw,870,490,920,540
Mem,847,490,897,540
Dalet,827,490,877,540
