name,xmin,ymin,xmax,ymax
Tsadi-medial,927,40,977,90
Lamed,902,40,952,90
Tsadi-medial,882,40,932,90
Samekh,854,40,904,90
Tet,836,40,886,90
Waw,810,40,860,90
Mem-medial,784,40,834,90
Nun-final,760,40,810,90
Mem-medial,712,40,762,90
Resh,694,40,744,90
Pe-final,662,40,712,90
Tsadi-final,593,40,643,90
Ayin,559,40,609,90
Ayin,530,40,580,90
Mem,502,40,552,90
Samekh,478,40,528,90
Pe,452,40,502,90
Yod,420,40,470,90
Nun-medial,390,40,440,90
Tsadi-medial,360,40,410,90
Tsadi-final,334,40,384,90
Kaf-final,314,40,364,90
Tsadi-final,292,40,342,90
Het,197,40,247,90
Tsadi-medial,174,40,224,90
He,152,40,202,90
Het,131,40,181,90
Pe,104,40,154,90
Mem-medial,70,40,120,90
Nun-final,931,90,981,140
Het,904,90,954,140
Lamed,735,90,785,140
Resh,707,90,757,140
Dalet,684,90,734,140
He,610,90,660,140
Shin,585,90,635,140
Qof,562,90,612,140
Pe-final,535,90,585,140
Dalet,514,90,564,140
Tet,497,90,547,140
Tet,469,90,519,140
Kaf,437,90,487,140
Waw,406,90,456,140
Samekh,386,90,436,140
Het,362,90,412,140
Kaf-final,339,90,389,140
Zayin,319,90,369,140
He,293,90,343,140
Taw,190,90,240,140
Zayin,160,90,210,140
Het,131,90,181,140
Tsadi-final,104,90,154,140
Lamed,78,90,128,140
Nun-final,920,140,970,190
Kaf-final,897,140,947,190
Waw,831,140,881,190
Samekh,800,140,850,190
Nun-medial,778,140,828,190
Dalet,762,140,812,190
Ayin,729,140,779,190
Kaf,706,140,756,190
Pe-final,674,140,724,190
Taw,648,140,698,190
Dalet,622,140,672,190
Dalet,601,140,651,190
Ayin,578,140,628,190
Tet,556,140,606,190
Qof,546,140,596,190
Tsadi-medial,525,140,575,190
Resh,495,140,545,190
Kaf-final,473,140,523,190
Shin,446,140,496,190
Mem,422,140,472,190
Bet,395,140,445,190
Het,370,140,420,190
Alef,347,140,397,190
Qof,322,140,372,190
Ayin,299,140,349,190
Tsadi-medial,234,140,284,190
Mem,204,140,254,190
Tsadi-final,184,140,234,190
Pe-final,113,140,163,190
Resh,90,140,140,190
Kaf-final,925,190,975,240
Kaf,897,190,947,240
Zayin,876,190,926,240
Waw,654,190,704,240
Taw,635,190,685,240
He,609,190,659,240
Lamed,584,190,634,240
Kaf,558,190,608,240
Waw,529,190,579,240
Nun-final,506,190,556,240
Nun-final,475,190,525,240
Taw,454,190,504,240
Pe,423,190,473,240
Kaf-final,398,190,448,240
Waw,370,190,420,240
Bet,344,190,394,240
Yod,319,190,369,240
Tet,211,190,261,240
Shin,180,190,230,240
Shin,161,190,211,240
Dalet,136,190,186,240
Ayin,108,190,158,240
Nun-medial,89,190,139,240
Nun-final,919,240,969,290
Samekh,893,240,943,290
He,871,240,921,290
Tsadi-medial,735,240,785,290
Pe-final,715,240,765,290
Lamed,697,240,747,290
Resh,571,240,621,290
Resh,545,240,595,290
Zayin,523,240,573,290
Kaf,502,240,552,290
Nun-medial,477,240,527,290
Nun-medial,419,240,469,290
Tet,392,240,442,290
Nun-medial,365,240,415,290
Samekh,339,240,389,290
Zayin,312,240,362,290
Yod,240,240,290,290
Tsadi-final,216,240,266,290
Zayin,195,240,245,290
Lamed,169,240,219,290
Pe-final,920,290,970,340
Bet,891,290,941,340
Mem,866,290,916,340
Lamed,838,290,888,340
Qof,817,290,867,340
Samekh,789,290,839,340
Zayin,765,290,815,340
Resh,737,290,787,340
Nun-medial,710,290,760,340
Kaf-final,678,290,728,340
Yod,655,290,705,340
Mem,628,290,678,340
Zayin,603,290,653,340
Mem,572,290,622,340
Zayin,493,290,543,340
Dalet,465,290,515,340
Het,444,290,494,340
Lamed,417,290,467,340
Taw,390,290,440,340
Taw,145,290,195,340
Nun-medial,116,290,166,340
Taw,93,290,143,340
Tet,927,340,977,390
Gimel,909,340,959,390
Lamed,889,340,939,390
He,862,340,912,390
Kaf-final,840,340,890,390
Dalet,808,340,858,390
Nun-final,786,340,836,390
Pe,759,340,809,390
Nun-medial,732,340,782,390
Alef,709,340,759,390
Tsadi-final,679,340,729,390
Qof,658,340,708,390
Tsadi-final,635,340,685,390
Kaf,605,340,655,390
Bet,583,340,633,390
Ayin,538,340,588,390
Tet,526,340,576,390
Taw,498,340,548,390
Zayin,476,340,526,390
Kaf,453,340,503,390
Resh,423,340,473,390
Qof,315,340,365,390
Dalet,275,340,325,390
Taw,249,340,299,390
Bet,222,340,272,390
Het,144,340,194,390
Nun-final,82,340,132,390
Qof,933,390,983,440
Nun-final,903,390,953,440
Het,881,390,931,440
Lamed,864,390,914,440
Nun-medial,834,390,884,440
Gimel,812,390,862,440
Het,785,390,835,440
Ayin,758,390,808,440
Ayin,739,390,789,440
Yod,716,390,766,440
Qof,697,390,747,440
Alef,677,390,727,440
Ayin,655,390,705,440
Pe-final,559,390,609,440
Tet,530,390,580,440
Waw,506,390,556,440
Alef,481,390,531,440
Kaf,457,390,507,440
Bet,401,390,451,440
Tet,381,390,431,440
Pe,355,390,405,440
Bet,324,390,374,440
Tsadi-medial,300,390,350,440
Taw,271,390,321,440
Zayin,234,390,284,440
Resh,183,390,233,440
Gimel,153,390,203,440
Samekh,129,390,179,440
Gimel,100,390,150,440
Bet,80,390,130,440
Kaf,928,440,978,490
Lamed,823,440,873,490
Yod,797,440,847,490
Pe-final,766,440,816,490
Taw,741,440,791,490
Tsadi-medial,655,440,705,490
Pe-final,626,440,676,490
Kaf-final,604,440,654,490
Dalet,574,440,624,490
Qof,543,440,593,490
Ayin,509,440,559,490
Waw,481,440,531,490
He,461,440,511,490
Tsadi-final,438,440,488,490
Lamed,412,440,462,490
Lamed,390,440,440,490
Mem-medial,369,440,419,490
Tet,332,440,382,490
Dalet,302,440,352,490
Ayin,276,440,326,490
Zayin,246,440,296,490
Samekh,225,440,275,490
Lamed,166,440,216,490
Alef,139,440,189,490
Tsadi-medial,117,440,167,490
Ayin,86,440,136,490
Resh,923,490,973,540
Mem-medial,907,490,957,540
Het,876,490,926,540
He,843,490,893,540
Tsadi-medial,817,490,867,540
Kaf,802,490,852,540
Kaf-final,779,490,829,540
Het,747,490,797,540
Pe-final,719,490,769,540
Lamed,687,490,737,540
Tsadi-medial,657,490,707,540
Gimel,502,490,552,540
Gimel,474,490,524,540
Lamed,449,490,499,540
Samekh,425,490,475,540
Qof,401,490,451,540
Pe,375,490,425,540
Tsadi-final,346,490,396,540
Pe,314,490,364,540
Resh,292,490,342,540
Gimel,277,490,327,540
Lamed,259,490,309,540
Alef,226,490,276,540
Kaf-final,199,490,249,540
Gimel,165,490,215,540
Qof,136,490,186,540
Waw,112,490,162,540
Kaf,89,490,139,540
