name,xmin,ymin,xmax,ymax
Yod,931,40,981,90
Tsadi-medial,911,40,961,90
Het,899,40,949,90
Het,875,40,925,90
Mem-medial,845,40,895,90
Pe-final,819,40,869,90
Resh,801,40,851,90
Lamed,784,40,834,90
Shin,698,40,748,90
Pe-final,672,40,722,90
Alef,644,40,694,90
Pe,620,40,670,90
He,603,40,653,90
Nun-final,502,40,552,90
Nun-medial,483,40,533,90
Tsadi-final,453,40,503,90
Bet,421,40,471,90
Zayin,400,40,450,90
Ayin,379,40,429,90
Het,308,40,358,90
Samekh,280,40,330,90
Nun-final,265,40,315,90
Ayin,236,40,286,90
Gimel,214,40,264,90
Pe-final,182,40,232,90
Tsadi-final,107,40,157,90
Nun-medial,87,40,137,90
Mem,918,90,968,140
Zayin,897,90,947,140
Lamed,824,90,874,140
Qof,798,90,848,140
He,773,90,823,140
Het,681,90,731,140
Ayin,658,90,708,140
Tet,627,90,677,140
Pe,601,90,651,140
Tsadi-final,577,90,627,140
Nun-final,547,90,597,140
Gimel,520,90,570,140
Nun-final,494,90,544,140
Mem-medial,463,90,513,140
Alef,433,90,483,140
Pe,404,90,454,140
Qof,335,90,385,140
Pe-final,304,90,354,140
Resh,283,90,333,140
Qof,187,90,237,140
Nun-medial,174,90,224,140
Pe-final,149,90,199,140
Tsadi-final,922,140,972,190
Mem-medial,899,140,949,190
Qof,877,140,927,190
Samekh,851,140,901,190
Tsadi-final,835,140,885,190
Samekh,810,140,860,190
Tsadi-final,788,140,838,190
Alef,763,140,813,190
Taw,730,140,780,190
Resh,709,140,759,190
Pe-final,688,140,738,190
Taw,663,140,713,190
Tet,634,140,684,190
Dalet,605,140,655,190
Gimel,569,140,619,190
Samekh,543,140,593,190
Gimel,520,140,570,190
Kaf,415,140,465,190
Zayin,388,140,438,190
He,364,140,414,190
Nun-final,333,140,383,190
Tsadi-medial,316,140,366,190
Samekh,292,140,342,190
Lamed,270,140,320,190
Waw,245,140,295,190
Pe-final,223,140,273,190
He,190,140,240,190
Nun-medial,161,140,211,190
Shin,142,140,192,190
Pe,878,190,928,240
Samekh,859,190,909,240
Tsadi-final,823,190,873,240
Kaf,765,190,815,240
Yod,742,190,792,240
Gimel,724,190,774,240
Mem,699,190,749,240
Pe,676,190,726,240
Samekh,660,190,710,240
Resh,634,190,684,240
Taw,616,190,666,240
Waw,544,190,594,240
Tsadi-medial,513,190,563,240
Alef,482,190,532,240
Yod,451,190,501,240
Mem-medial,423,190,473,240
Samekh,395,190,445,240
Zayin,377,190,427,240
Samekh,350,190,400,240
Nun-medial,318,190,368,240
Pe,225,190,275,240
Pe-final,199,190,249,240
Gimel,170,190,220,240
Waw,149,190,199,240
Gimel,107,190,157,240
Mem,930,240,980,290
Alef,859,240,909,290
Gimel,836,240,886,290
Zayin,805,240,855,290
