name,xmin,ymin,xmax,ymax
Gimel,855,40,905,90
Het,825,40,875,90
Shin,804,40,854,90
Pe-final,777,40,827,90
Resh,753,40,803,90
He,685,40,735,90
Ayin,661,40,711,90
Waw,543,40,593,90
Mem,484,40,534,90
Nun-final,458,40,508,90
Nun-medial,437,40,487,90
Waw,403,40,453,90
Yod,383,40,433,90
Het,351,40,401,90
Taw,332,40,382,90
Mem-medial,312,40,362,90
He,290,40,340,90
Tet,266,40,316,90
Lamed,235,40,285,90
Gimel,207,40,257,90
Waw,180,40,230,90
Kaf-final,159,40,209,90
Yod,135,40,185,90
Dalet,106,40,156,90
Samekh,83,40,133,90
Dalet,924,90,974,140
Pe,900,90,950,140
Alef,866,90,916,140
Dalet,837,90,887,140
He,807,90,857,140
Gimel,785,90,835,140
Pe,754,90,804,140
Taw,684,90,734,140
Lamed,669,90,719,140
Qof,644,90,694,140
Waw,621,90,671,140
Lamed,590,90,640,140
Tsadi-final,571,90,621,140
Lamed,482,90,532,140
Bet,460,90,510,140
Pe,437,90,487,140
Het,415,90,465,140
Nun-final,349,90,399,140
Nun-medial,324,90,374,140
Het,296,90,346,140
Alef,260,90,310,140
Mem,242,90,292,140
Het,215,90,265,140
Zayin,179,90,229,140
Ayin,151,90,201,140
Mem,123,90,173,140
Alef,101,90,151,140
Qof,67,90,117,140
Gimel,918,140,968,190
Samekh,837,140,887,190
Nun-medial,782,140,832,190
Tsadi-medial,713,140,763,190
Het,688,140,738,190
Pe-final,660,140,710,190
Yod,630,140,680,190
Pe,611,140,661,190
Dalet,516,140,566,190
Kaf-final,494,140,544,190
Tet,465,140,515,190
Pe-final,372,140,422,190
Mem,348,140,398,190
Nun-medial,310,140,360,190
Qof,208,140,258,190
Mem-medial,175,140,225,190
Resh,151,140,201,190
He,125,140,175,190
Pe-final,102,140,152,190
Nun-final,69,140,119,190
Samekh,922,190,972,240
Tsadi-medial,901,190,951,240
Pe,876,190,926,240
Kaf,845,190,895,240
Waw,824,190,874,240
Samekh,804,190,854,240
Dalet,774,190,824,240
Bet,744,190,794,240
Gimel,671,190,721,240
Tsadi-final,604,190,654,240
Lamed,577,190,627,240
Het,551,190,601,240
Taw,517,190,567,240
Kaf-final,491,190,541,240
Lamed,461,190,511,240
Kaf,431,190,481,240
Samekh,406,190,456,240
Qof,385,190,435,240
Ayin,311,190,361,240
Ayin,222,190,272,240
Alef,200,190,250,240
Mem,172,190,222,240
Yod,145,190,195,240
Nun-final,119,190,169,240
Ayin,96,190,146,240
Tsadi-medial,919,240,969,290
Tet,894,240,944,290
Waw,870,240,920,290
Nun-final,845,240,895,290
Ayin,821,240,871,290
Alef,788,240,838,290
Samekh,702,240,752,290
Tet,687,240,737,290
Qof,644,240,694,290
Nun-final,581,240,631,290
Kaf-final,548,240,598,290
Bet,518,240,568,290
Yod,491,240,541,290
Nun-final,457,240,507,290
Nun-medial,428,240,478,290
Shin,415,240,465,290
Mem,393,240,443,290
Bet,363,240,413,290
Lamed,334,240,384,290
Dalet,307,240,357,290
Pe-final,242,240,292,290
Mem-medial,217,240,267,290
Tsadi-final,188,240,238,290
He,154,240,204,290
Gimel,129,240,179,290
Yod,111,240,161,290
Lamed,89,240,139,290
Waw,915,290,965,340
Dalet,889,290,939,340
Yod,869,290,919,340
Tet,853,290,903,340
Bet,831,290,881,340
Lamed,806,290,856,340
Taw,787,290,837,340
Tsadi-medial,717,290,767,340
Tsadi-medial,691,290,741,340
Pe,670,290,720,340
Yod,649,290,699,340
Nun-final,637,290,687,340
Pe-final,610,290,660,340
He,581,290,631,340
Tet,559,290,609,340
Zayin,536,290,586,340
Qof,507,290,557,340
Nun-final,419,290,469,340
Zayin,392,290,442,340
Tsadi-final,369,290,419,340
Tsadi-medial,355,290,405,340
Tsadi-medial,327,290,377,340
Gimel,300,290,350,340
He,269,290,319,340
Bet,234,290,284,340
Mem-medial,207,290,257,340
Dalet,182,290,232,340
Mem-medial,164,290,214,340
Pe,134,290,184,340
Lamed,102,290,152,340
Pe-final,71,290,121,340
Gimel,920,340,970,390
Dalet,899,340,949,390
Waw,871,340,921,390
Mem,778,340,828,390
Kaf-final,741,340,791,390
Nun-final,715,340,765,390
Qof,644,340,694,390
Nun-medial,564,340,614,390
Het,538,340,588,390
Bet,504,340,554,390
Ayin,450,340,500,390
Nun-medial,430,340,480,390
Pe,362,340,412,390
Yod,336,340,386,390
Waw,313,340,363,390
Nun-final,287,340,337,390
Waw,259,340,309,390
Shin,238,340,288,390
Shin,216,340,266,390
Gimel,185,340,235,390
Gimel,155,340,205,390
Pe,126,340,176,390
Het,930,390,980,440
Kaf-final,904,390,954,440
Pe-final,880,390,930,440
Shin,859,390,909,440
Tsadi-medial,800,390,850,440
Gimel,777,390,827,440
Lamed,754,390,804,440
Kaf-final,726,390,776,440
Mem,695,390,745,440
Gimel,670,390,720,440
Mem-medial,651,390,701,440
Alef,625,390,675,440
Yod,602,390,652,440
Bet,571,390,621,440
Taw,546,390,596,440
Samekh,518,390,568,440
Kaf,488,390,538,440
Ayin,466,390,516,440
Taw,450,390,500,440
Alef,443,390,493,440
Lamed,428,390,478,440
Nun-final,404,390,454,440
Waw,384,390,434,440
Bet,354,390,404,440
Zayin,324,390,374,440
Pe-final,224,390,274,440
Samekh,201,390,251,440
Zayin,170,390,220,440
Kaf,926,440,976,490
Zayin,910,440,960,490
Mem-medial,888,440,938,490
Pe,789,440,839,490
Zayin,765,440,815,490
Het,739,440,789,490
Alef,711,440,761,490
Tsadi-final,692,440,742,490
Mem,663,440,713,490
He,631,440,681,490
Tet,599,440,649,490
Mem-medial,568,440,618,490
Samekh,539,440,589,490
Gimel,506,440,556,490
Bet,482,440,532,490
Waw,460,440,510,490
Alef,423,440,473,490
Yod,365,440,415,490
Taw,274,440,324,490
Samekh,250,440,300,490
Waw,224,440,274,490
Alef,144,440,194,490
Lamed,112,440,162,490
Alef,78,440,128,490
Taw,882,490,932,540
Kaf-final,852,490,902,540
Samekh,826,490,876,540
Pe-final,797,490,847,540
Yod,768,490,818,540
Taw,708,490,758,540
Samekh,682,490,732,540
Waw,655,490,705,540
He,624,490,674,540
Kaf-final,590,490,640,540
Nun-final,562,490,612,540
Kaf-final,485,490,535,540
Pe,455,490,505,540
Dalet,329,490,379,540
Nun-medial,306,490,356,540
Shin,240,490,290,540
Tet,171,490,221,540
Taw,141,490,191,540
Alef,116,490,166,540
