name,xmin,ymin,xmax,ymax
Gimel,927,40,977,90
Dalet,897,40,947,90
Het,876,40,926,90
He,858,40,908,90
Nun-medial,762,40,812,90
Resh,725,40,775,90
Kaf,702,40,752,90
Taw,675,40,725,90
He,656,40,706,90
Tsadi-final,631,40,681,90
Samekh,596,40,646,90
Mem-medial,559,40,609,90
Alef,538,40,588,90
Kaf,517,40,567,90
Nun-final,492,40,542,90
Zayin,469,40,519,90
Kaf-final,437,40,487,90
Yod,416,40,466,90
Bet,391,40,441,90
Kaf-final,322,40,372,90
Pe,294,40,344,90
Mem-medial,203,40,253,90
Dalet,171,40,221,90
Lamed,145,40,195,90
Mem,124,40,174,90
Kaf,100,40,150,90
Pe,923,90,973,140
Zayin,889,90,939,140
Samekh,869,90,919,140
Dalet,804,90,854,140
Kaf,775,90,825,140
Kaf-final,738,90,788,140
Qof,632,90,682,140
Shin,609,90,659,140
Samekh,590,90,640,140
Dalet,565,90,615,140
Het,538,90,588,140
Lamed,512,90,562,140
Taw,483,90,533,140
Samekh,457,90,507,140
Shin,440,90,490,140
Gimel,411,90,461,140
Nun-medial,382,90,432,140
Gimel,356,90,406,140
Dalet,291,90,341,140
Ayin,266,90,316,140
Lamed,193,90,243,140
Taw,168,90,218,140
Bet,140,90,190,140
Nun-medial,119,90,169,140
Resh,94,90,144,140
Nun-medial,919,140,969,190
Dalet,892,140,942,190
Alef,860,140,910,190
Waw,834,140,884,190
Resh,807,140,857,190
Qof,771,140,821,190
Nun-medial,743,140,793,190
Bet,667,140,717,190
Gimel,635,140,685,190
Dalet,617,140,667,190
Nun-final,585,140,635,190
Dalet,548,140,598,190
Waw,527,140,577,190
Samekh,506,140,556,190
Nun-final,483,140,533,190
Nun-medial,454,140,504,190
Yod,423,140,473,190
Alef,398,140,448,190
Pe-final,370,140,420,190
Resh,336,140,386,190
Qof,313,140,363,190
Mem-medial,283,140,333,190
Mem,255,140,305,190
Dalet,169,140,219,190
Zayin,145,140,195,190
Mem,115,140,165,190
Qof,91,140,141,190
Tsadi-medial,888,190,938,240
Resh,863,190,913,240
Het,812,190,862,240
Zayin,781,190,831,240
Pe-final,745,190,795,240
Pe-final,728,190,778,240
Ayin,675,190,725,240
Kaf,649,190,699,240
Tsadi-medial,621,190,671,240
Pe,553,190,603,240
He,526,190,576,240
Yod,502,190,552,240
Nun-final,475,190,525,240
Mem,417,190,467,240
Yod,390,190,440,240
Lamed,366,190,416,240
Lamed,335,190,385,240
Yod,312,190,362,240
Tet,281,190,331,240
Tsadi-final,259,190,309,240
Mem,233,190,283,240
Taw,211,190,261,240
Dalet,182,190,232,240
Gimel,156,190,206,240
Mem,119,190,169,240
Taw,99,190,149,240
Pe,920,240,970,290
Yod,888,240,938,290
Tsadi-medial,812,240,862,290
Lamed,781,240,831,290
Dalet,745,240,795,290
Bet,652,240,702,290
Gimel,635,240,685,290
Mem-medial,609,240,659,290
Pe,506,240,556,290
Bet,479,240,529,290
Tsadi-final,458,240,508,290
Alef,438,240,488,290
Shin,406,240,456,290
Alef,382,240,432,290
Yod,359,240,409,290
Nun-final,329,240,379,290
Alef,268,240,318,290
Kaf,238,240,288,290
Bet,210,240,260,290
Gimel,175,240,225,290
Bet,152,240,202,290
Dalet,120,240,170,290
Mem-medial,94,240,144,290
Tsadi-medial,926,290,976,340
Nun-final,902,290,952,340
Qof,882,290,932,340
Alef,856,290,906,340
Tsadi-medial,831,290,881,340
Gimel,812,290,862,340
Waw,784,290,834,340
Kaf,752,290,802,340
Taw,722,290,772,340
Pe-final,700,290,750,340
Nun-final,679,290,729,340
Waw,567,290,617,340
Pe,535,290,585,340
Tsadi-final,504,290,554,340
Pe,475,290,525,340
Nun-medial,453,290,503,340
Lamed,430,290,480,340
Taw,400,290,450,340
Mem,380,290,430,340
Kaf,350,290,400,340
He,253,290,303,340
Taw,176,290,226,340
Kaf-final,154,290,204,340
Resh,128,290,178,340
Samekh,109,290,159,340
He,77,290,127,340
Het,925,340,975,390
Ayin,898,340,948,390
Het,871,340,921,390
Nun-final,795,340,845,390
Bet,764,340,814,390
Bet,736,340,786,390
Tet,711,340,761,390
Pe-final,687,340,737,390
Zayin,661,340,711,390
Waw,630,340,680,390
Bet,603,340,653,390
Qof,579,340,629,390
He,477,340,527,390
Kaf-final,452,340,502,390
Pe-final,428,340,478,390
He,395,340,445,390
Taw,377,340,427,390
Qof,350,340,400,390
Nun-final,323,340,373,390
Tsadi-final,295,340,345,390
Nun-medial,279,340,329,390
Bet,248,340,298,390
Alef,222,340,272,390
Kaf-final,202,340,252,390
Qof,178,340,228,390
Taw,153,340,203,390
Gimel,131,340,181,390
He,104,340,154,390
Mem-medial,927,390,977,440
Yod,896,390,946,440
Nun-final,865,390,915,440
Resh,842,390,892,440
Gimel,767,390,817,440
Kaf-final,745,390,795,440
Samekh,727,390,777,440
Qof,704,390,754,440
Zayin,672,390,722,440
Taw,642,390,692,440
Nun-medial,625,390,675,440
Gimel,603,390,653,440
Kaf-final,575,390,625,440
Nun-medial,546,390,596,440
Gimel,520,390,570,440
Shin,499,390,549,440
Bet,377,390,427,440
Mem-medial,349,390,399,440
Zayin,325,390,375,440
Yod,303,390,353,440
Resh,277,390,327,440
Tet,246,390,296,440
Nun-final,213,390,263,440
Pe-final,187,390,237,440
Dalet,162,390,212,440
Alef,104,390,154,440
Tsadi-final,83,390,133,440
Alef,919,440,969,490
Ayin,889,440,939,490
Tsadi-final,864,440,914,490
Shin,831,440,881,490
Taw,800,440,850,490
Tet,775,440,825,490
Tet,749,440,799,490
Pe-final,724,440,774,490
Taw,692,440,742,490
Mem,678,440,728,490
Shin,651,440,701,490
Dalet,620,440,670,490
Lamed,590,440,640,490
Shin,567,440,617,490
Mem-medial,551,440,601,490
Tsadi-medial,528,440,578,490
Bet,494,440,544,490
Mem-medial,415,440,465,490
Resh,346,440,396,490
Nun-medial,324,440,374,490
Alef,295,440,345,490
Ayin,271,440,321,490
Kaf-final,242,440,292,490
Kaf,217,440,267,490
Pe-final,190,440,240,490
Pe,166,440,216,490
Qof,145,440,195,490
Bet,121,440,171,490
Qof,930,490,980,540
Alef,907,490,957,540
Mem,872,490,922,540
Taw,857,490,907,540
Dalet,721,490,771,540
Het,694,490,744,540
Tsadi-final,665,490,715,540
Pe-final,641,490,691,540
Samekh,614,490,664,540
Bet,593,490,643,540
Gimel,568,490,618,540
Mem,538,490,588,540
Samekh,520,490,570,540
Gimel,499,490,549,540
Het,474,490,524,540
Kaf,400,490,450,540
Taw,374,490,424,540
Waw,347,490,397,540
He,315,490,365,540
Pe,286,490,336,540
Yod,258,490,308,540
Kaf-final,233,490,283,540
Nun-medial,204,490,254,540
Gimel,182,490,232,540
Mem,156,490,206,540
Bet,140,490,190,540
Resh,118,490,168,540
Pe,93,490,143,540
