name,xmin,ymin,xmax,ymax
Samekh,857,40,907,90
Gimel,840,40,890,90
Taw,699,40,749,90
Zayin,634,40,684,90
Kaf-final,595,40,645,90
Zayin,574,40,624,90
Het,545,40,595,90
Ayin,515,40,565,90
Shin,425,40,475,90
Bet,403,40,453,90
Tsadi-final,374,40,424,90
Waw,345,40,395,90
Nun-final,313,40,363,90
Gimel,283,40,333,90
Nun-final,256,40,306,90
Nun-final,227,40,277,90
Nun-medial,205,40,255,90
Alef,179,40,229,90
Mem,154,40,204,90
Qof,126,40,176,90
Gimel,92,40,142,90
Qof,920,90,970,140
Nun-final,905,90,955,140
Kaf,884,90,934,140
Taw,863,90,913,140
Tsadi-medial,826,90,876,140
Waw,763,90,813,140
Qof,741,90,791,140
He,717,90,767,140
Kaf,692,90,742,140
Tsadi-final,668,90,718,140
Ayin,638,90,688,140
Tet,617,90,667,140
Nun-medial,595,90,645,140
Yod,509,90,559,140
Yod,482,90,532,140
Tsadi-medial,358,90,408,140
Lamed,334,90,384,140
Bet,308,90,358,140
Nun-final,236,90,286,140
Lamed,214,90,264,140
Shin,185,90,235,140
Tsadi-final,159,90,209,140
Het,79,90,129,140
Kaf-final,924,140,974,190
Kaf,895,140,945,190
Dalet,878,140,928,190
He,845,140,895,190
Pe-final,815,140,865,190
Samekh,784,140,834,190
Pe,764,140,814,190
Kaf,739,140,789,190
Nun-medial,709,140,759,190
Pe,623,140,673,190
Taw,546,140,596,190
Taw,526,140,576,190
Waw,504,140,554,190
Tsadi-final,477,140,527,190
Mem,452,140,502,190
Dalet,372,140,422,190
Mem-medial,344,140,394,190
Mem,263,140,313,190
Bet,236,140,286,190
Het,205,140,255,190
Samekh,166,140,216,190
Samekh,143,140,193,190
Ayin,122,140,172,190
Ayin,99,140,149,190
Lamed,929,190,979,240
Kaf,901,190,951,240
Kaf,873,190,923,240
Kaf,850,190,900,240
Alef,825,190,875,240
Ayin,799,190,849,240
Taw,773,190,823,240
Tsadi-medial,742,190,792,240
Pe,720,190,770,240
Ayin,699,190,749,240
Alef,679,190,729,240
Mem-medial,662,190,712,240
Ayin,635,190,685,240
Nun-medial,605,190,655,240
Alef,553,190,603,240
Het,531,190,581,240
Pe,471,190,521,240
Zayin,449,190,499,240
Tsadi-medial,425,190,475,240
Het,388,190,438,240
Gimel,362,190,412,240
Pe,336,190,386,240
Resh,311,190,361,240
Nun-final,280,190,330,240
Nun-medial,258,190,308,240
Samekh,231,190,281,240
Yod,207,190,257,240
Waw,183,190,233,240
Pe,156,190,206,240
Dalet,129,190,179,240
Pe-final,106,190,156,240
Taw,80,190,130,240
Gimel,922,240,972,290
He,833,240,883,290
Het,816,240,866,290
Mem,736,240,786,290
Het,719,240,769,290
Waw,706,240,756,290
Tsadi-final,681,240,731,290
Waw,652,240,702,290
He,633,240,683,290
Kaf-final,608,240,658,290
Pe-final,581,240,631,290
Tsadi-final,550,240,600,290
Shin,520,240,570,290
Kaf-final,499,240,549,290
Alef,475,240,525,290
Qof,449,240,499,290
Kaf-final,422,240,472,290
Gimel,391,240,441,290
Lamed,365,240,415,290
Qof,347,240,397,290
Bet,314,240,364,290
Pe,290,240,340,290
Taw,266,240,316,290
Tet,237,240,287,290
Tsadi-medial,211,240,261,290
Kaf,187,240,237,290
Mem-medial,169,240,219,290
Gimel,139,240,189,290
He,114,240,164,290
Nun-final,890,290,940,340
Waw,861,290,911,340
Het,837,290,887,340
Taw,810,290,860,340
Resh,787,290,837,340
Samekh,764,290,814,340
Shin,739,290,789,340
Resh,714,290,764,340
Samekh,689,290,739,340
Lamed,665,290,715,340
Zayin,647,290,697,340
Taw,611,290,661,340
Bet,579,290,629,340
Tet,542,290,592,340
Nun-final,525,290,575,340
Tet,497,290,547,340
Ayin,462,290,512,340
Lamed,441,290,491,340
Samekh,349,290,399,340
Waw,325,290,375,340
