name,xmin,ymin,xmax,ymax
Tsadi-medial,830,40,880,90
Samekh,806,40,856,90
Pe,790,40,840,90
Mem-medial,764,40,814,90
Het,736,40,786,90
Yod,707,40,757,90
Yod,673,40,723,90
Pe-final,646,40,696,90
Bet,622,40,672,90
Pe-final,598,40,648,90
Tsadi-medial,579,40,629,90
Nun-final,555,40,605,90
Pe,535,40,585,90
Waw,506,40,556,90
Lamed,435,40,485,90
Lamed,415,40,465,90
Pe,364,40,414,90
Mem,332,40,382,90
Bet,311,40,361,90
Pe-final,286,40,336,90
Waw,261,40,311,90
Nun-final,239,40,289,90
Pe-final,188,40,238,90
Taw,115,40,165,90
Pe,92,40,142,90
Kaf,923,90,973,140
He,894,90,944,140
Bet,873,90,923,140
Tsadi-final,845,90,895,140
Ayin,815,90,865,140
Tsadi-medial,790,90,840,140
Ayin,720,90,770,140
Kaf,652,90,702,140
Zayin,543,90,593,140
Het,526,90,576,140
Gimel,383,90,433,140
He,351,90,401,140
Nun-final,322,90,372,140
Dalet,304,90,354,140
Dalet,275,90,325,140
Nun-medial,242,90,292,140
Resh,214,90,264,140
Shin,191,90,241,140
Tet,122,90,172,140
Tet,97,90,147,140
Bet,924,140,974,190
Samekh,909,140,959,190
Gimel,887,140,937,190
Qof,858,140,908,190
Nun-medial,837,140,887,190
Qof,812,140,862,190
Samekh,784,140,834,190
Alef,720,140,770,190
Shin,697,140,747,190
Nun-final,671,140,721,190
He,595,140,645,190
Taw,562,140,612,190
Lamed,538,140,588,190
Nun-medial,520,140,570,190
Tet,498,140,548,190
Dalet,468,140,518,190
Dalet,441,140,491,190
Zayin,414,140,464,190
Kaf-final,391,140,441,190
Shin,375,140,425,190
Samekh,343,140,393,190
Lamed,323,140,373,190
Zayin,253,140,303,190
Taw,172,140,222,190
Ayin,138,140,188,190
Nun-medial,78,140,128,190
Zayin,930,190,980,240
Kaf-final,898,190,948,240
Tsadi-medial,868,190,918,240
Ayin,844,190,894,240
Bet,818,190,868,240
Pe-final,750,190,800,240
Qof,720,190,770,240
Mem-medial,690,190,740,240
Taw,662,190,712,240
Bet,559,190,609,240
Tsadi-final,533,190,583,240
Kaf-final,509,190,559,240
Dalet,493,190,543,240
Pe-final,467,190,517,240
Kaf,442,190,492,240
Pe,418,190,468,240
Bet,389,190,439,240
Nun-medial,358,190,408,240
Mem,295,190,345,240
Tet,267,190,317,240
Waw,176,190,226,240
Tsadi-final,148,190,198,240
Dalet,127,190,177,240
Waw,97,190,147,240
Kaf,923,240,973,290
Waw,901,240,951,290
Mem-medial,871,240,921,290
He,849,240,899,290
Alef,686,240,736,290
Kaf,667,240,717,290
Nun-medial,634,240,684,290
Shin,557,240,607,290
Qof,529,240,579,290
Yod,460,240,510,290
Gimel,384,240,434,290
Tet,366,240,416,290
Bet,343,240,393,290
Shin,327,240,377,290
Lamed,295,240,345,290
Dalet,266,240,316,290
Tsadi-medial,240,240,290,290
Tet,210,240,260,290
Gimel,184,240,234,290
Qof,118,240,168,290
He,94,240,144,290
Tet,928,290,978,340
Het,904,290,954,340
Shin,876,290,926,340
Pe-final,846,290,896,340
Kaf,816,290,866,340
Yod,788,290,838,340
Taw,756,290,806,340
Tsadi-final,730,290,780,340
Kaf,699,290,749,340
Waw,681,290,731,340
Taw,657,290,707,340
Lamed,556,290,606,340
Kaf-final,532,290,582,340
Resh,513,290,563,340
He,414,290,464,340
Waw,385,290,435,340
Samekh,368,290,418,340
Pe,348,290,398,340
Gimel,321,290,371,340
Yod,300,290,350,340
Alef,271,290,321,340
Yod,244,290,294,340
Waw,217,290,267,340
Taw,200,290,250,340
Samekh,167,290,217,340
Pe,925,340,975,390
Ayin,906,340,956,390
Mem,835,340,885,390
Nun-medial,807,340,857,390
Waw,780,340,830,390
Kaf,725,340,775,390
Alef,702,340,752,390
Pe-final,680,340,730,390
Kaf-final,663,340,713,390
Gimel,640,340,690,390
Mem,619,340,669,390
Bet,593,340,643,390
Tsadi-medial,560,340,610,390
Qof,536,340,586,390
Qof,503,340,553,390
Resh,412,340,462,390
Gimel,390,340,440,390
Taw,354,340,404,390
Mem-medial,232,340,282,390
Pe,209,340,259,390
Bet,183,340,233,390
Waw,151,340,201,390
Nun-final,122,340,172,390
Shin,101,340,151,390
Shin,922,390,972,440
Qof,904,390,954,440
Dalet,875,390,925,440
Shin,850,390,900,440
Ayin,822,390,872,440
Het,794,390,844,440
Shin,762,390,812,440
Mem-medial,728,390,778,440
Kaf-final,701,390,751,440
Tsadi-medial,676,390,726,440
Mem,649,390,699,440
Qof,623,390,673,440
Bet,595,390,645,440
Tsadi-final,499,390,549,440
Qof,471,390,521,440
Lamed,441,390,491,440
Kaf,417,390,467,440
Gimel,366,390,416,440
Yod,347,390,397,440
Waw,327,390,377,440
Qof,298,390,348,440
He,270,390,320,440
Mem-medial,187,390,237,440
Gimel,164,390,214,440
Tet,140,390,190,440
Kaf-final,119,390,169,440
Mem-medial,94,390,144,440
Pe-final,928,440,978,490
Nun-final,900,440,950,490
Pe,876,440,926,490
Mem-medial,846,440,896,490
Nun-final,684,440,734,490
Kaf,656,440,706,490
Nun-final,625,440,675,490
Tsadi-final,534,440,584,490
Tsadi-medial,511,440,561,490
Dalet,478,440,528,490
Tsadi-final,444,440,494,490
Alef,421,440,471,490
Bet,387,440,437,490
Resh,358,440,408,490
Nun-final,322,440,372,490
Ayin,246,440,296,490
Gimel,219,440,269,490
Waw,206,440,256,490
Alef,180,440,230,490
Lamed,143,440,193,490
Tsadi-final,928,490,978,540
Alef,901,490,951,540
Alef,802,490,852,540
He,783,490,833,540
Ayin,759,490,809,540
Nun-medial,733,490,783,540
Kaf,672,490,722,540
Yod,649,490,699,540
Kaf,622,490,672,540
Kaf-final,611,490,661,540
Samekh,577,490,627,540
Taw,543,490,593,540
Samekh,513,490,563,540
Resh,484,490,534,540
Pe-final,457,490,507,540
Nun-medial,433,490,483,540
Kaf,404,490,454,540
Alef,382,490,432,540
Bet,354,490,404,540
Samekh,325,490,375,540
Kaf-final,302,490,352,540
Tet,280,490,330,540
Nun-final,256,490,306,540
Samekh,230,490,280,540
Alef,206,490,256,540
He,186,490,236,540
Resh,161,490,211,540
Lamed,85,490,135,540
