name,xmin,ymin,xmax,ymax
Kaf-final,923,40,973,90
Nun-medial,898,40,948,90
Ayin,867,40,917,90
Gimel,837,40,887,90
Dalet,820,40,870,90
Alef,797,40,847,90
Het,774,40,824,90
Dalet,743,40,793,90
Taw,682,40,732,90
Nun-final,592,40,642,90
Tet,558,40,608,90
Pe-final,467,40,517,90
Tsadi-medial,442,40,492,90
Shin,409,40,459,90
Alef,325,40,375,90
Het,303,40,353,90
Tsadi-final,225,40,275,90
Lamed,198,40,248,90
Tsadi-medial,183,40,233,90
Waw,154,40,204,90
Bet,132,40,182,90
Tsadi-final,918,90,968,140
Dalet,897,90,947,140
Resh,875,90,925,140
Yod,846,90,896,140
Mem-medial,814,90,864,140
Alef,752,90,802,140
He,595,90,645,140
Taw,563,90,613,140
He,543,90,593,140
Mem,400,90,450,140
Tsadi-medial,371,90,421,140
Samekh,346,90,396,140
Gimel,316,90,366,140
Nun-medial,289,90,339,140
Pe-final,232,90,282,140
Qof,206,90,256,140
Alef,181,90,231,140
Nun-medial,152,90,202,140
Resh,127,90,177,140
Taw,100,90,150,140
Gimel,82,90,132,140
Mem,926,140,976,190
Kaf-final,845,140,895,190
He,829,140,879,190
Mem,801,140,851,190
Nun-final,774,140,824,190
Het,749,140,799,190
Waw,723,140,773,190
Tet,701,140,751,190
Samekh,675,140,725,190
Qof,651,140,701,190
Samekh,626,140,676,190
Kaf-final,607,140,657,190
Yod,580,140,630,190
Ayin,554,140,604,190
Resh,524,140,574,190
Resh,501,140,551,190
Samekh,453,140,503,190
Resh,434,140,484,190
Shin,400,140,450,190
Lamed,371,140,421,190
Nun-final,304,140,354,190
Waw,275,140,325,190
Kaf-final,243,140,293,190
Zayin,222,140,272,190
He,195,140,245,190
Lamed,918,190,968,240
Alef,900,190,950,240
He,876,190,926,240
Qof,857,190,907,240
Zayin,831,190,881,240
Zayin,724,190,774,240
Zayin,702,190,752,240
Shin,507,190,557,240
Gimel,415,190,465,240
Alef,386,190,436,240
Mem,363,190,413,240
Pe-final,276,190,326,240
Taw,255,190,305,240
Yod,231,190,281,240
Gimel,139,190,189,240
Pe,117,190,167,240
Nun-final,921,240,971,290
Nun-medial,898,240,948,290
Bet,870,240,920,290
Bet,846,240,896,290
Nun-medial,824,240,874,290
Alef,806,240,856,290
Waw,777,240,827,290
Waw,755,240,805,290
Tet,729,240,779,290
Tet,699,240,749,290
Nun-final,672,240,722,290
Bet,649,240,699,290
Qof,629,240,679,290
Nun-medial,608,240,658,290
Pe-final,582,240,632,290
Shin,560,240,610,290
Resh,543,240,593,290
He,529,240,579,290
Shin,508,240,558,290
Ayin,413,240,463,290
Samekh,393,240,443,290
Tet,288,240,338,290
Yod,261,240,311,290
Kaf,240,240,290,290
Taw,220,240,270,290
Pe,189,240,239,290
Nun-medial,165,240,215,290
Taw,140,240,190,290
Qof,110,240,160,290
Mem,84,240,134,290
Lamed,928,290,978,340
Lamed,906,290,956,340
Tet,873,290,923,340
Kaf-final,849,290,899,340
He,778,290,828,340
Pe-final,747,290,797,340
Kaf,724,290,774,340
Samekh,691,290,741,340
Bet,670,290,720,340
Pe-final,646,290,696,340
Het,589,290,639,340
Mem,468,290,518,340
Nun-final,440,290,490,340
Mem,359,290,409,340
Nun-final,329,290,379,340
Gimel,300,290,350,340
Nun-medial,276,290,326,340
Kaf-final,246,290,296,340
Kaf-final,220,290,270,340
He,187,290,237,340
Bet,164,290,214,340
Nun-final,928,340,978,390
Nun-medial,900,340,950,390
Bet,880,340,930,390
Tsadi-final,857,340,907,390
Kaf-final,834,340,884,390
Nun-medial,802,340,852,390
Pe,785,340,835,390
Mem,759,340,809,390
Nun-final,729,340,779,390
Mem,692,340,742,390
Nun-final,667,340,717,390
Gimel,634,340,684,390
He,611,340,661,390
He,589,340,639,390
Mem-medial,561,340,611,390
Pe-final,535,340,585,390
Het,519,340,569,390
Tet,433,340,483,390
Bet,400,340,450,390
Kaf-final,366,340,416,390
Tsadi-medial,341,340,391,390
Dalet,319,340,369,390
Pe-final,254,340,304,390
Taw,222,340,272,390
Yod,196,340,246,390
Gimel,168,340,218,390
Bet,152,340,202,390
Yod,125,340,175,390
Kaf-final,97,340,147,390
Bet,929,390,979,440
Het,895,390,945,440
Mem-medial,865,390,915,440
Zayin,833,390,883,440
