name,xmin,ymin,xmax,ymax
Alef,924,40,974,90
Tsadi-final,890,40,940,90
Yod,861,40,911,90
Kaf-final,820,40,870,90
Mem,798,40,848,90
Tsadi-medial,780,40,830,90
Pe,758,40,808,90
Tsadi-medial,734,40,784,90
He,715,40,765,90
Kaf-final,692,40,742,90
Nun-final,677,40,727,90
Dalet,651,40,701,90
Tet,626,40,676,90
Taw,600,40,650,90
Taw,573,40,623,90
Mem-medial,546,40,596,90
Nun-medial,516,40,566,90
Lamed,491,40,541,90
Yod,465,40,515,90
Bet,392,40,442,90
He,365,40,415,90
Bet,301,40,351,90
Kaf-final,280,40,330,90
Mem,250,40,300,90
Kaf,230,40,280,90
Pe,200,40,250,90
Gimel,172,40,222,90
Yod,146,40,196,90
Qof,130,40,180,90
Nun-final,880,90,930,140
Nun-final,854,90,904,140
Waw,831,90,881,140
Waw,804,90,854,140
Dalet,784,90,834,140
Dalet,752,90,802,140
Pe-final,722,90,772,140
Pe-final,694,90,744,140
Shin,666,90,716,140
Zayin,636,90,686,140
Mem-medial,608,90,658,140
Gimel,577,90,627,140
Lamed,503,90,553,140
Waw,475,90,525,140
Taw,453,90,503,140
Shin,432,90,482,140
Pe-final,398,90,448,140
Ayin,375,90,425,140
Mem-medial,353,90,403,140
Nun-final,334,90,384,140
Nun-final,310,90,360,140
Resh,281,90,331,140
Taw,247,90,297,140
Lamed,218,90,268,140
Tsadi-final,197,90,247,140
Dalet,173,90,223,140
Pe-final,138,90,188,140
Qof,122,90,172,140
Pe-final,103,90,153,140
Ayin,69,90,119,140
Yod,851,140,901,190
Tet,826,140,876,190
Pe-final,767,140,817,190
Nun-medial,746,140,796,190
Pe,719,140,769,190
Waw,695,140,745,190
Alef,679,140,729,190
Qof,650,140,700,190
Waw,623,140,673,190
Waw,591,140,641,190
Bet,566,140,616,190
Resh,544,140,594,190
Tsadi-final,444,140,494,190
Qof,417,140,467,190
Nun-final,401,140,451,190
Ayin,384,140,434,190
Gimel,357,140,407,190
Zayin,333,140,383,190
Resh,307,140,357,190
Kaf-final,272,140,322,190
Het,240,140,290,190
Resh,211,140,261,190
Resh,185,140,235,190
Kaf-final,97,140,147,190
Ayin,834,190,884,240
Kaf,811,190,861,240
Alef,788,190,838,240
Ayin,759,190,809,240
Tsadi-medial,726,190,776,240
Pe-final,700,190,750,240
Samekh,675,190,725,240
Mem-medial,644,190,694,240
Tsadi-medial,619,190,669,240
Bet,600,190,650,240
Tet,573,190,623,240
Dalet,540,190,590,240
Pe-final,516,190,566,240
Kaf-final,427,190,477,240
Zayin,400,190,450,240
Pe,324,190,374,240
Waw,299,190,349,240
Kaf-final,278,190,328,240
Nun-final,249,190,299,240
Pe,215,190,265,240
Waw,131,190,181,240
Kaf-final,108,190,158,240
Tsadi-final,82,190,132,240
Nun-medial,927,240,977,290
Nun-medial,899,240,949,290
Nun-final,869,240,919,290
Tsadi-medial,805,240,855,290
Kaf,702,240,752,290
Het,635,240,685,290
Kaf,606,240,656,290
Gimel,582,240,632,290
Nun-final,565,240,615,290
Tsadi-medial,546,240,596,290
Samekh,439,240,489,290
Taw,418,240,468,290
Dalet,325,240,375,290
Gimel,303,240,353,290
Taw,282,240,332,290
Mem,257,240,307,290
Bet,223,240,273,290
Nun-final,196,240,246,290
Shin,173,240,223,290
Gimel,152,240,202,290
He,127,240,177,290
He,110,240,160,290
Waw,82,240,132,290
Mem-medial,924,290,974,340
Taw,897,290,947,340
Tsadi-final,876,290,926,340
Pe,849,290,899,340
Pe-final,819,290,869,340
Lamed,793,290,843,340
Pe-final,770,290,820,340
Alef,746,290,796,340
Ayin,720,290,770,340
Pe-final,701,290,751,340
Qof,677,290,727,340
Mem-medial,655,290,705,340
Het,626,290,676,340
Bet,606,290,656,340
Het,577,290,627,340
Kaf-final,560,290,610,340
Ayin,486,290,536,340
Pe-final,463,290,513,340
Nun-final,439,290,489,340
Shin,414,290,464,340
Mem-medial,330,290,380,340
Taw,309,290,359,340
Het,286,290,336,340
Gimel,268,290,318,340
Pe,211,290,261,340
Qof,191,290,241,340
Samekh,167,290,217,340
Alef,84,290,134,340
He,917,340,967,390
Resh,896,340,946,390
Tsadi-final,871,340,921,390
Tsadi-medial,853,340,903,390
Mem-medial,768,340,818,390
Pe-final,746,340,796,390
Ayin,730,340,780,390
Nun-medial,710,340,760,390
Tet,692,340,742,390
Bet,656,340,706,390
Yod,627,340,677,390
Waw,598,340,648,390
Tet,578,340,628,390
Tet,554,340,604,390
Ayin,534,340,584,390
Tsadi-medial,506,340,556,390
Kaf,474,340,524,390
Tsadi-final,448,340,498,390
Qof,415,340,465,390
Yod,387,340,437,390
Alef,366,340,416,390
Pe,336,340,386,390
Ayin,318,340,368,390
Het,247,340,297,390
Ayin,220,340,270,390
Tsadi-final,186,340,236,390
Taw,157,340,207,390
Resh,927,390,977,440
Nun-medial,895,390,945,440
Taw,844,390,894,440
Ayin,824,390,874,440
Yod,804,390,854,440
Resh,774,390,824,440
Resh,749,390,799,440
Taw,720,390,770,440
Ayin,699,390,749,440
Kaf,674,390,724,440
Pe-final,643,390,693,440
Lamed,615,390,665,440
Samekh,586,390,636,440
Gimel,505,390,555,440
Shin,480,390,530,440
Pe-final,451,390,501,440
Bet,422,390,472,440
Lamed,355,390,405,440
Ayin,327,390,377,440
Yod,296,390,346,440
He,269,390,319,440
Shin,247,390,297,440
Lamed,218,390,268,440
Dalet,190,390,240,440
Zayin,163,390,213,440
Bet,136,390,186,440
He,114,390,164,440
Taw,924,440,974,490
Ayin,907,440,957,490
Shin,883,440,933,490
Alef,818,440,868,490
Tet,796,440,846,490
Ayin,768,440,818,490
Mem,748,440,798,490
Zayin,723,440,773,490
Tsadi-final,700,440,750,490
Pe-final,679,440,729,490
Dalet,642,440,692,490
Samekh,614,440,664,490
Bet,597,440,647,490
Het,505,440,555,490
Dalet,401,440,451,490
Het,381,440,431,490
Waw,361,440,411,490
Tet,330,440,380,490
Resh,301,440,351,490
Zayin,283,440,333,490
Ayin,189,440,239,490
He,164,440,214,490
Alef,135,440,185,490
Bet,110,440,160,490
Bet,924,490,974,540
Ayin,907,490,957,540
Gimel,875,490,925,540
Het,851,490,901,540
Mem-medial,821,490,871,540
Nun-medial,793,490,843,540
Bet,658,490,708,540
Ayin,640,490,690,540
Yod,611,490,661,540
Mem-medial,592,490,642,540
Mem,562,490,612,540
Yod,531,490,581,540
Mem,511,490,561,540
Zayin,482,490,532,540
Samekh,461,490,511,540
Kaf-final,425,490,475,540
Tsadi-final,394,490,444,540
Tsadi-final,370,490,420,540
Taw,348,490,398,540
Waw,259,490,309,540
Nun-medial,241,490,291,540
Lamed,216,490,266,540
Pe,189,490,239,540
Ayin,167,490,217,540
Shin,137,490,187,540
Pe-final,117,490,167,540
Samekh,95,490,145,540
