name,xmin,ymin,xmax,ymax
Tet,927,40,977,90
Pe,903,40,953,90
Yod,880,40,930,90
Tsadi-final,855,40,905,90
Samekh,829,40,879,90
Kaf,809,40,859,90
Yod,792,40,842,90
Zayin,766,40,816,90
Resh,741,40,791,90
Yod,712,40,762,90
He,686,40,736,90
Pe,657,40,707,90
Alef,630,40,680,90
Pe-final,610,40,660,90
Pe-final,581,40,631,90
Samekh,551,40,601,90
Yod,523,40,573,90
Lamed,506,40,556,90
Tet,469,40,519,90
Tet,442,40,492,90
Yod,418,40,468,90
Gimel,393,40,443,90
Nun-final,369,40,419,90
Yod,342,40,392,90
Shin,259,40,309,90
Het,172,40,222,90
Resh,150,40,200,90
Samekh,125,40,175,90
Qof,921,90,971,140
Alef,854,90,904,140
Het,838,90,888,140
Gimel,815,90,865,140
Lamed,785,90,835,140
Tet,751,90,801,140
Nun-final,734,90,784,140
Tsadi-final,622,90,672,140
Zayin,587,90,637,140
Taw,564,90,614,140
Pe-final,545,90,595,140
Alef,520,90,570,140
Bet,496,90,546,140
Nun-medial,471,90,521,140
Het,448,90,498,140
Dalet,420,90,470,140
Resh,344,90,394,140
Kaf,315,90,365,140
Qof,294,90,344,140
Tsadi-final,266,90,316,140
Samekh,235,90,285,140
Tsadi-final,208,90,258,140
Alef,180,90,230,140
Alef,94,90,144,140
Tsadi-final,915,140,965,190
Nun-medial,863,140,913,190
Nun-final,796,140,846,190
Zayin,776,140,826,190
Dalet,745,140,795,190
Tsadi-final,724,140,774,190
Gimel,702,140,752,190
Qof,672,140,722,190
Tsadi-medial,637,140,687,190
Yod,620,140,670,190
Lamed,593,140,643,190
Yod,515,140,565,190
Mem,490,140,540,190
Alef,431,140,481,190
Waw,376,140,426,190
Tsadi-final,257,140,307,190
Dalet,235,140,285,190
Zayin,214,140,264,190
Tsadi-medial,142,140,192,190
Tet,114,140,164,190
Yod,86,140,136,190
Zayin,927,190,977,240
He,906,190,956,240
Tet,882,190,932,240
Kaf-final,845,190,895,240
Gimel,752,190,802,240
Gimel,722,190,772,240
Kaf,704,190,754,240
Kaf-final,680,190,730,240
Waw,663,190,713,240
Lamed,633,190,683,240
Shin,614,190,664,240
Yod,592,190,642,240
Tsadi-medial,564,190,614,240
He,535,190,585,240
Zayin,503,190,553,240
Het,471,190,521,240
Resh,442,190,492,240
Taw,419,190,469,240
Qof,328,190,378,240
Bet,300,190,350,240
Gimel,279,190,329,240
Tsadi-final,252,190,302,240
Pe,222,190,272,240
Nun-medial,195,190,245,240
Ayin,176,190,226,240
Pe,149,190,199,240
Nun-final,125,190,175,240
Nun-final,96,190,146,240
Zayin,922,240,972,290
Het,895,240,945,290
Dalet,875,240,925,290
Pe-final,852,240,902,290
Taw,792,240,842,290
Het,763,240,813,290
Kaf-final,714,240,764,290
Dalet,691,240,741,290
Het,666,240,716,290
Zayin,643,240,693,290
Shin,584,240,634,290
Kaf,556,240,606,290
Tsadi-medial,497,240,547,290
Pe-final,469,240,519,290
Pe-final,443,240,493,290
Gimel,421,240,471,290
Kaf-final,403,240,453,290
Alef,373,240,423,290
Kaf-final,343,240,393,290
Yod,267,240,317,290
Ayin,236,240,286,290
Tet,212,240,262,290
Mem,197,240,247,290
Shin,172,240,222,290
Mem-medial,147,240,197,290
Mem-medial,123,240,173,290
Shin,89,240,139,290
Lamed,932,290,982,340
He,894,290,944,340
Tsadi-medial,868,290,918,340
Pe,836,290,886,340
Mem,809,290,859,340
Tsadi-final,787,290,837,340
Lamed,765,290,815,340
Qof,714,290,764,340
Mem,684,290,734,340
Samekh,657,290,707,340
Tsadi-medial,633,290,683,340
Tsadi-medial,609,290,659,340
Mem-medial,586,290,636,340
Pe,548,290,598,340
Gimel,479,290,529,340
Ayin,453,290,503,340
Pe-final,378,290,428,340
Kaf,346,290,396,340
Taw,328,290,378,340
Kaf,309,290,359,340
Resh,280,290,330,340
He,245,290,295,340
Kaf-final,222,290,272,340
Mem,207,290,257,340
Kaf-final,146,290,196,340
Pe-final,125,290,175,340
