name,xmin,ymin,xmax,ymax
Waw,931,40,981,90
Nun-final,906,40,956,90
Pe,884,40,934,90
Samekh,859,40,909,90
Pe-final,837,40,887,90
Taw,801,40,851,90
Tsadi-final,682,40,732,90
Tsadi-medial,653,40,703,90
Mem-medial,629,40,679,90
Tsadi-medial,607,40,657,90
Nun-medial,481,40,531,90
Zayin,342,40,392,90
Resh,320,40,370,90
Pe-final,291,40,341,90
Dalet,265,40,315,90
Het,246,40,296,90
Alef,171,40,221,90
Samekh,144,40,194,90
Pe,90,40,140,90
Kaf-final,923,90,973,140
Dalet,897,90,947,140
Zayin,846,90,896,140
Bet,829,90,879,140
Dalet,809,90,859,140
Zayin,799,90,849,140
Resh,774,90,824,140
Mem,743,90,793,140
Ayin,717,90,767,140
Het,697,90,747,140
Alef,674,90,724,140
He,647,90,697,140
He,624,90,674,140
Alef,603,90,653,140
Bet,579,90,629,140
Alef,550,90,600,140
He,521,90,571,140
Zayin,495,90,545,140
Dalet,409,90,459,140
Het,384,90,434,140
Kaf,363,90,413,140
Gimel,333,90,383,140
Gimel,245,90,295,140
Waw,219,90,269,140
Tsadi-final,194,90,244,140
Tet,175,90,225,140
Samekh,148,90,198,140
Het,119,90,169,140
Mem,92,90,142,140
Qof,927,140,977,190
Het,852,140,902,190
Gimel,793,140,843,190
Tet,772,140,822,190
Mem,749,140,799,190
Kaf,727,140,777,190
Tsadi-medial,709,140,759,190
Alef,680,140,730,190
Pe,652,140,702,190
Dalet,619,140,669,190
Zayin,596,140,646,190
Resh,570,140,620,190
Tsadi-medial,541,140,591,190
Alef,523,140,573,190
Resh,494,140,544,190
Nun-final,472,140,522,190
Kaf-final,446,140,496,190
Mem,419,140,469,190
Shin,390,140,440,190
Zayin,371,140,421,190
Alef,305,140,355,190
Lamed,274,140,324,190
Pe,250,140,300,190
Tsadi-final,224,140,274,190
Nun-final,201,140,251,190
Tsadi-final,171,140,221,190
Tet,152,140,202,190
Bet,120,140,170,190
Kaf,88,140,138,190
Gimel,784,190,834,240
Mem-medial,757,190,807,240
Qof,703,190,753,240
He,655,190,705,240
Kaf-final,628,190,678,240
Ayin,561,190,611,240
He,531,190,581,240
Nun-medial,505,190,555,240
Tet,474,190,524,240
Tsadi-final,451,190,501,240
Tsadi-final,429,190,479,240
Pe,407,190,457,240
Pe-final,381,190,431,240
Tsadi-final,345,190,395,240
Mem-medial,318,190,368,240
Mem,294,190,344,240
Nun-medial,268,190,318,240
Alef,245,190,295,240
Pe,212,190,262,240
Dalet,177,190,227,240
Waw,150,190,200,240
Kaf-final,124,190,174,240
Gimel,102,190,152,240
Tsadi-medial,75,190,125,240
Resh,924,240,974,290
Bet,858,240,908,290
He,799,240,849,290
He,779,240,829,290
Samekh,748,240,798,290
Resh,721,240,771,290
Tsadi-medial,690,240,740,290
Alef,669,240,719,290
Mem-medial,646,240,696,290
Tsadi-medial,615,240,665,290
Nun-medial,595,240,645,290
Tsadi-medial,571,240,621,290
Lamed,537,240,587,290
Nun-final,435,240,485,290
Pe-final,414,240,464,290
Gimel,226,240,276,290
Lamed,197,240,247,290
He,181,240,231,290
Mem-medial,164,240,214,290
Het,127,240,177,290
Qof,106,240,156,290
Samekh,79,240,129,290
Het,921,290,971,340
Mem-medial,893,290,943,340
Taw,831,290,881,340
Qof,809,290,859,340
Taw,711,290,761,340
Gimel,683,290,733,340
Mem-medial,660,290,710,340
Shin,522,290,572,340
Samekh,496,290,546,340
Tet,468,290,518,340
Pe,407,290,457,340
Pe-final,382,290,432,340
Lamed,355,290,405,340
Kaf-final,278,290,328,340
Mem,229,290,279,340
Nun-medial,202,290,252,340
Tet,179,290,229,340
Resh,153,290,203,340
Tsadi-final,134,290,184,340
Taw,103,290,153,340
Tet,81,290,131,340
Shin,923,340,973,390
Het,906,340,956,390
Qof,878,340,928,390
Waw,815,340,865,390
Kaf-final,784,340,834,390
Samekh,760,340,810,390
Mem,738,340,788,390
Zayin,716,340,766,390
Ayin,692,340,742,390
Nun-final,670,340,720,390
Nun-final,644,340,694,390
Tet,625,340,675,390
Tet,600,340,650,390
Kaf,576,340,626,390
Gimel,552,340,602,390
Zayin,523,340,573,390
Kaf,504,340,554,390
Zayin,478,340,528,390
Waw,462,340,512,390
Lamed,433,340,483,390
Gimel,408,340,458,390
Tsadi-final,393,340,443,390
Pe-final,307,340,357,390
Yod,286,340,336,390
Mem-medial,257,340,307,390
Ayin,197,340,247,390
Ayin,182,340,232,390
Nun-final,156,340,206,390
Kaf-final,132,340,182,390
Het,109,340,159,390
Ayin,913,390,963,440
Dalet,896,390,946,440
Tsadi-final,866,390,916,440
Resh,830,390,880,440
Dalet,814,390,864,440
Alef,792,390,842,440
Pe,767,390,817,440
Het,738,390,788,440
Tsadi-final,718,390,768,440
Samekh,691,390,741,440
Alef,592,390,642,440
Gimel,532,390,582,440
Tsadi-medial,504,390,554,440
Nun-medial,482,390,532,440
Alef,393,390,443,440
Samekh,370,390,420,440
Tet,343,390,393,440
He,257,390,307,440
Tsadi-final,228,390,278,440
Ayin,201,390,251,440
Tet,183,390,233,440
Bet,150,390,200,440
Shin,131,390,181,440
Bet,104,390,154,440
Resh,73,390,123,440
Dalet,929,440,979,490
Shin,901,440,951,490
Nun-final,876,440,926,490
Kaf-final,744,440,794,490
Tsadi-final,720,440,770,490
Ayin,694,440,744,490
Dalet,669,440,719,490
Yod,598,440,648,490
Dalet,565,440,615,490
Mem-medial,539,440,589,490
Nun-final,511,440,561,490
Tet,483,440,533,490
Yod,458,440,508,490
Zayin,428,440,478,490
Nun-final,405,440,455,490
Tsadi-medial,373,440,423,490
Kaf,351,440,401,490
Kaf-final,326,440,376,490
Tet,294,440,344,490
Mem,262,440,312,490
Resh,233,440,283,490
Waw,205,440,255,490
Taw,113,440,163,490
Pe-final,88,440,138,490
Yod,895,490,945,540
Mem-medial,828,490,878,540
Nun-medial,751,490,801,540
Shin,602,490,652,540
Alef,578,490,628,540
Nun-medial,553,490,603,540
Tsadi-final,457,490,507,540
He,432,490,482,540
Alef,407,490,457,540
Pe,390,490,440,540
Nun-final,368,490,418,540
Mem-medial,344,490,394,540
Bet,325,490,375,540
Zayin,307,490,357,540
Pe-final,286,490,336,540
Zayin,256,490,306,540
Zayin,232,490,282,540
Samekh,215,490,265,540
Tet,192,490,242,540
Het,173,490,223,540
Pe,160,490,210,540
