name,xmin,ymin,xmax,ymax
Waw,864,40,914,90
Qof,842,40,892,90
Ayin,810,40,860,90
Het,786,40,836,90
Pe-final,758,40,808,90
Kaf-final,741,40,791,90
Tsadi-final,639,40,689,90
Mem,542,40,592,90
Alef,523,40,573,90
Tsadi-medial,498,40,548,90
Kaf-final,411,40,461,90
He,346,40,396,90
Ayin,317,40,367,90
He,289,40,339,90
Lamed,266,40,316,90
Pe,239,40,289,90
Nun-medial,182,40,232,90
Kaf-final,160,40,210,90
Qof,102,40,152,90
Waw,933,90,983,140
Tet,907,90,957,140
Tsadi-medial,878,90,928,140
Alef,849,90,899,140
Pe-final,823,90,873,140
Pe-final,795,90,845,140
Resh,721,90,771,140
Bet,697,90,747,140
Gimel,599,90,649,140
Bet,576,90,626,140
Yod,554,90,604,140
Yod,489,90,539,140
Het,461,90,511,140
Mem,352,90,402,140
Het,326,90,376,140
Shin,303,90,353,140
Tsadi-medial,276,90,326,140
Lamed,254,90,304,140
Tsadi-medial,221,90,271,140
Waw,196,90,246,140
Ayin,169,90,219,140
Pe-final,144,90,194,140
Lamed,118,90,168,140
Tet,105,90,155,140
Samekh,76,90,126,140
Yod,921,140,971,190
Kaf,902,140,952,190
Waw,870,140,920,190
Shin,845,140,895,190
Kaf,817,140,867,190
Taw,800,140,850,190
Tsadi-final,776,140,826,190
Yod,682,140,732,190
Lamed,659,140,709,190
Ayin,636,140,686,190
Shin,601,140,651,190
Bet,575,140,625,190
Het,514,140,564,190
Kaf-final,489,140,539,190
Ayin,470,140,520,190
Nun-final,445,140,495,190
Samekh,429,140,479,190
Bet,338,140,388,190
Mem,314,140,364,190
Qof,286,140,336,190
Gimel,221,140,271,190
Alef,200,140,250,190
Ayin,179,140,229,190
Nun-medial,79,140,129,190
Pe-final,931,190,981,240
Kaf,854,190,904,240
Dalet,834,190,884,240
Mem,810,190,860,240
Tsadi-medial,784,190,834,240
Taw,712,190,762,240
Tsadi-final,692,190,742,240
Kaf-final,663,190,713,240
Lamed,643,190,693,240
Ayin,618,190,668,240
Gimel,588,190,638,240
Ayin,556,190,606,240
Dalet,521,190,571,240
Qof,496,190,546,240
Tsadi-final,469,190,519,240
Pe,330,190,380,240
Kaf,308,190,358,240
Qof,286,190,336,240
Bet,256,190,306,240
He,234,190,284,240
Nun-medial,209,190,259,240
Ayin,922,240,972,290
Mem-medial,895,240,945,290
Resh,865,240,915,290
Het,703,240,753,290
Resh,671,240,721,290
Kaf-final,642,240,692,290
Pe,624,240,674,290
Tsadi-final,604,240,654,290
Nun-medial,574,240,624,290
Het,538,240,588,290
Resh,521,240,571,290
Nun-final,490,240,540,290
Pe,459,240,509,290
Kaf,431,240,481,290
Pe,402,240,452,290
Pe,379,240,429,290
Zayin,348,240,398,290
Bet,328,240,378,290
Qof,296,240,346,290
Tsadi-final,288,240,338,290
Kaf,197,240,247,290
Shin,174,240,224,290
Tsadi-final,145,240,195,290
Nun-final,122,240,172,290
Tsadi-medial,95,240,145,290
Tsadi-final,928,290,978,340
Qof,901,290,951,340
Pe-final,877,290,927,340
Dalet,848,290,898,340
Ayin,820,290,870,340
Pe,794,290,844,340
Nun-final,656,290,706,340
Kaf,627,290,677,340
Zayin,594,290,644,340
Qof,563,290,613,340
Lamed,529,290,579,340
Lamed,503,290,553,340
Ayin,478,290,528,340
Het,469,290,519,340
Nun-medial,442,290,492,340
Bet,407,290,457,340
Waw,382,290,432,340
Bet,353,290,403,340
Alef,327,290,377,340
Resh,298,290,348,340
Tet,279,290,329,340
Nun-final,252,290,302,340
Dalet,146,290,196,340
Waw,125,290,175,340
Qof,92,290,142,340
Tsadi-final,921,340,971,390
Het,899,340,949,390
Waw,869,340,919,390
Zayin,855,340,905,390
Tsadi-medial,826,340,876,390
Yod,806,340,856,390
Alef,786,340,836,390
Nun-final,713,340,763,390
Taw,686,340,736,390
Pe,664,340,714,390
Waw,639,340,689,390
Resh,618,340,668,390
Waw,541,340,591,390
Lamed,516,340,566,390
Nun-medial,498,340,548,390
Mem-medial,478,340,528,390
Yod,457,340,507,390
Taw,429,340,479,390
Mem-medial,405,340,455,390
Dalet,378,340,428,390
He,356,340,406,390
Qof,324,340,374,390
Shin,293,340,343,390
Mem,270,340,320,390
Yod,229,340,279,390
Tsadi-medial,208,340,258,390
Nun-final,179,340,229,390
Mem,160,340,210,390
Taw,129,340,179,390
Ayin,103,340,153,390
Resh,77,340,127,390
Dalet,918,390,968,440
Mem-medial,895,390,945,440
Ayin,813,390,863,440
Zayin,787,390,837,440
Lamed,731,390,781,440
Het,662,390,712,440
Kaf-final,633,390,683,440
He,623,390,673,440
Ayin,598,390,648,440
Nun-medial,562,390,612,440
Taw,537,390,587,440
Dalet,512,390,562,440
Taw,488,390,538,440
Zayin,459,390,509,440
Het,399,390,449,440
Ayin,314,390,364,440
Nun-final,294,390,344,440
Taw,267,390,317,440
Het,243,390,293,440
Tsadi-medial,111,390,161,440
Qof,82,390,132,440
Taw,922,440,972,490
Qof,840,440,890,490
Nun-final,811,440,861,490
Gimel,782,440,832,490
Mem-medial,749,440,799,490
Alef,715,440,765,490
Mem-medial,687,440,737,490
Samekh,663,440,713,490
Tet,646,440,696,490
Resh,616,440,666,490
Qof,589,440,639,490
Alef,565,440,615,490
Ayin,536,440,586,490
Shin,509,440,559,490
Lamed,482,440,532,490
He,465,440,515,490
Bet,444,440,494,490
Samekh,427,440,477,490
Taw,401,440,451,490
Kaf,371,440,421,490
Tsadi-final,342,440,392,490
Tsadi-medial,312,440,362,490
Bet,286,440,336,490
Pe-final,251,440,301,490
Tet,215,440,265,490
Mem-medial,194,440,244,490
Ayin,170,440,220,490
Ayin,142,440,192,490
Mem-medial,113,440,163,490
Qof,88,440,138,490
Pe-final,936,490,986,540
Tet,909,490,959,540
Waw,881,490,931,540
Alef,860,490,910,540
Dalet,738,490,788,540
Lamed,705,490,755,540
Dalet,695,490,745,540
Gimel,668,490,718,540
Resh,646,490,696,540
Waw,618,490,668,540
Nun-medial,593,490,643,540
Nun-final,576,490,626,540
Gimel,518,490,568,540
Pe,487,490,537,540
Alef,458,490,508,540
Tet,440,490,490,540
Kaf,412,490,462,540
Kaf-final,392,490,442,540
Kaf,366,490,416,540
Qof,342,490,392,540
Pe,257,490,307,540
Shin,229,490,279,540
Alef,159,490,209,540
Pe,133,490,183,540
Dalet,103,490,153,540
