name,xmin,ymin,xmax,ymax
Yod,912,40,962,90
Bet,888,40,938,90
Gimel,865,40,915,90
Qof,838,40,888,90
Mem-medial,819,40,869,90
Tsadi-medial,799,40,849,90
Taw,784,40,834,90
He,758,40,808,90
Nun-final,684,40,734,90
Mem,654,40,704,90
Samekh,634,40,684,90
He,608,40,658,90
Ayin,510,40,560,90
Mem-medial,481,40,531,90
Samekh,455,40,505,90
Ayin,432,40,482,90
Dalet,403,40,453,90
Alef,377,40,427,90
Mem-medial,358,40,408,90
Qof,333,40,383,90
He,306,40,356,90
Lamed,287,40,337,90
Gimel,261,40,311,90
Kaf,237,40,287,90
Taw,217,40,267,90
Pe-final,185,40,235,90
Bet,119,40,169,90
Tsadi-final,919,90,969,140
Tet,896,90,946,140
Ayin,866,90,916,140
Bet,839,90,889,140
Bet,813,90,863,140
Tsadi-medial,793,90,843,140
Nun-final,762,90,812,140
Nun-final,737,90,787,140
Nun-medial,713,90,763,140
Mem,690,90,740,140
Nun-medial,601,90,651,140
Ayin,579,90,629,140
Kaf-final,556,90,606,140
Tet,439,90,489,140
Nun-medial,411,90,461,140
Qof,346,90,396,140
Tsadi-medial,318,90,368,140
Shin,291,90,341,140
Nun-final,259,90,309,140
Tet,219,90,269,140
He,199,90,249,140
Samekh,171,90,221,140
Shin,141,90,191,140
Nun-medial,118,90,168,140
Shin,82,90,132,140
Bet,859,140,909,190
Nun-medial,742,140,792,190
Shin,716,140,766,190
Lamed,693,140,743,190
Dalet,663,140,713,190
Zayin,638,140,688,190
Waw,616,140,666,190
Resh,596,140,646,190
Lamed,578,140,628,190
Het,553,140,603,190
Waw,526,140,576,190
Tet,496,140,546,190
Tsadi-final,454,140,504,190
Kaf-final,431,140,481,190
Waw,410,140,460,190
Mem,311,140,361,190
Bet,291,140,341,190
Resh,258,140,308,190
Kaf,230,140,280,190
Qof,161,140,211,190
Pe-final,133,140,183,190
Alef,107,140,157,190
Het,75,140,125,190
Taw,925,190,975,240
Bet,906,190,956,240
Pe,881,190,931,240
Tsadi-final,671,190,721,240
Kaf,647,190,697,240
Tet,617,190,667,240
Bet,590,190,640,240
Mem,516,190,566,240
Gimel,495,190,545,240
Lamed,441,190,491,240
Het,411,190,461,240
Kaf,354,190,404,240
Lamed,318,190,368,240
Pe-final,297,190,347,240
Qof,262,190,312,240
Pe-final,225,190,275,240
Nun-medial,210,190,260,240
Tsadi-medial,174,190,224,240
Tsadi-medial,86,190,136,240
Waw,926,240,976,290
Alef,903,240,953,290
Taw,878,240,928,290
Tet,854,240,904,290
Tsadi-medial,830,240,880,290
Qof,804,240,854,290
Tsadi-final,779,240,829,290
Tet,718,240,768,290
Kaf,690,240,740,290
Bet,661,240,711,290
Tsadi-final,626,240,676,290
Waw,562,240,612,290
Nun-final,545,240,595,290
Ayin,527,240,577,290
Waw,507,240,557,290
Gimel,486,240,536,290
He,447,240,497,290
Tet,423,240,473,290
Pe-final,400,240,450,290
Tet,376,240,426,290
Nun-medial,350,240,400,290
Resh,331,240,381,290
Resh,313,240,363,290
Ayin,288,240,338,290
Qof,265,240,315,290
He,246,240,296,290
Het,222,240,272,290
Kaf,199,240,249,290
Tsadi-medial,175,240,225,290
Waw,151,240,201,290
Alef,126,240,176,290
Kaf,98,240,148,290
Samekh,927,290,977,340
Waw,896,290,946,340
Lamed,875,290,925,340
Kaf,844,290,894,340
