name,xmin,ymin,xmax,ymax
Yod,927,40,977,90
Tet,898,40,948,90
Pe-final,870,40,920,90
Shin,845,40,895,90
Pe-final,820,40,870,90
Samekh,801,40,851,90
Mem,778,40,828,90
Nun-final,758,40,808,90
Tsadi-medial,730,40,780,90
Yod,706,40,756,90
Kaf-final,631,40,681,90
Ayin,608,40,658,90
Shin,582,40,632,90
Tsadi-final,561,40,611,90
Kaf-final,537,40,587,90
Yod,509,40,559,90
Taw,469,40,519,90
Waw,444,40,494,90
Pe-final,421,40,471,90
Kaf-final,402,40,452,90
Waw,370,40,420,90
Ayin,348,40,398,90
Mem,321,40,371,90
Mem,239,40,289,90
Ayin,207,40,257,90
Tsadi-medial,182,40,232,90
Nun-medial,167,40,217,90
Yod,138,40,188,90
Mem-medial,109,40,159,90
Samekh,80,40,130,90
Kaf-final,924,90,974,140
Mem-medial,903,90,953,140
Pe-final,874,90,924,140
Tet,852,90,902,140
Samekh,826,90,876,140
Kaf,796,90,846,140
Kaf-final,775,90,825,140
Pe,757,90,807,140
Alef,725,90,775,140
Het,695,90,745,140
Kaf-final,666,90,716,140
Waw,643,90,693,140
Dalet,606,90,656,140
Alef,580,90,630,140
Resh,551,90,601,140
Yod,463,90,513,140
Tet,440,90,490,140
Tet,420,90,470,140
Samekh,282,90,332,140
Waw,254,90,304,140
Samekh,229,90,279,140
Het,204,90,254,140
Qof,182,90,232,140
Dalet,157,90,207,140
Nun-final,131,90,181,140
Tsadi-final,100,90,150,140
Samekh,72,90,122,140
Taw,920,140,970,190
Nun-final,815,140,865,190
Yod,787,140,837,190
Resh,764,140,814,190
Kaf,746,140,796,190
Kaf,723,140,773,190
Pe-final,697,140,747,190
Alef,672,140,722,190
Nun-medial,639,140,689,190
Gimel,611,140,661,190
Kaf-final,579,140,629,190
Pe,473,140,523,190
He,448,140,498,190
Waw,424,140,474,190
Nun-final,390,140,440,190
Nun-final,364,140,414,190
Yod,342,140,392,190
Dalet,265,140,315,190
Resh,237,140,287,190
Tet,218,140,268,190
Mem-medial,192,140,242,190
Resh,166,140,216,190
Alef,96,140,146,190
Mem-medial,929,190,979,240
Pe-final,907,190,957,240
Tsadi-final,885,190,935,240
Pe,854,190,904,240
Alef,825,190,875,240
Taw,788,190,838,240
Mem,765,190,815,240
Samekh,750,190,800,240
Bet,674,190,724,240
Shin,604,190,654,240
Shin,576,190,626,240
Taw,550,190,600,240
Alef,529,190,579,240
Het,501,190,551,240
Bet,476,190,526,240
Shin,452,190,502,240
Tsadi-final,423,190,473,240
Waw,402,190,452,240
Het,303,190,353,240
Kaf-final,282,190,332,240
Het,258,190,308,240
Nun-final,221,190,271,240
Kaf-final,198,190,248,240
Nun-medial,169,190,219,240
Shin,145,190,195,240
Ayin,128,190,178,240
Kaf,95,190,145,240
Bet,877,240,927,290
Samekh,854,240,904,290
Mem,835,240,885,290
Gimel,807,240,857,290
Kaf,774,240,824,290
Qof,747,240,797,290
Pe,725,240,775,290
Samekh,689,240,739,290
Mem-medial,560,240,610,290
Waw,536,240,586,290
Bet,511,240,561,290
Tsadi-final,493,240,543,290
Kaf-final,468,240,518,290
Waw,448,240,498,290
Bet,424,240,474,290
Tet,399,240,449,290
Alef,372,240,422,290
Ayin,335,240,385,290
Samekh,316,240,366,290
Waw,294,240,344,290
Mem,268,240,318,290
Waw,138,240,188,290
Lamed,117,240,167,290
Pe-final,96,240,146,290
Yod,927,290,977,340
Kaf,800,290,850,340
Mem,776,290,826,340
Kaf-final,741,290,791,340
Dalet,725,290,775,340
Nun-medial,702,290,752,340
Lamed,684,290,734,340
Mem,653,290,703,340
Bet,558,290,608,340
Pe-final,531,290,581,340
Alef,502,290,552,340
Pe,472,290,522,340
Gimel,443,290,493,340
Pe,411,290,461,340
Dalet,381,290,431,340
Het,354,290,404,340
Zayin,332,290,382,340
Dalet,307,290,357,340
He,219,290,269,340
Tsadi-final,173,290,223,340
Tsadi-final,150,290,200,340
Shin,127,290,177,340
Dalet,108,290,158,340
Tet,80,290,130,340
Kaf-final,921,340,971,390
Pe-final,897,340,947,390
Gimel,868,340,918,390
Pe-final,838,340,888,390
Mem,815,340,865,390
He,661,340,711,390
Taw,633,340,683,390
Shin,612,340,662,390
Taw,586,340,636,390
Gimel,556,340,606,390
Nun-final,480,340,530,390
Bet,458,340,508,390
