name,xmin,ymin,xmax,ymax
Pe-final,928,40,978,90
Yod,902,40,952,90
Mem-medial,844,40,894,90
Kaf-final,784,40,834,90
Nun-final,755,40,805,90
Ayin,737,40,787,90
Bet,716,40,766,90
Pe-final,696,40,746,90
Lamed,671,40,721,90
Yod,641,40,691,90
Yod,532,40,582,90
Pe,510,40,560,90
Ayin,484,40,534,90
Alef,463,40,513,90
Pe-final,432,40,482,90
Waw,416,40,466,90
Pe-final,349,40,399,90
Lamed,319,40,369,90
Bet,282,40,332,90
Bet,264,40,314,90
Alef,239,40,289,90
Nun-medial,213,40,263,90
Tet,195,40,245,90
He,104,40,154,90
Mem,76,40,126,90
Het,885,90,935,140
Ayin,859,90,909,140
Taw,839,90,889,140
Qof,815,90,865,140
Alef,659,90,709,140
Qof,631,90,681,140
Dalet,603,90,653,140
Nun-medial,585,90,635,140
Tet,551,90,601,140
Bet,493,90,543,140
Tsadi-final,476,90,526,140
Qof,311,90,361,140
Bet,290,90,340,140
Taw,116,90,166,140
Ayin,84,90,134,140
Nun-final,923,140,973,190
Gimel,894,140,944,190
Waw,865,140,915,190
Pe,836,140,886,190
Mem,798,140,848,190
Ayin,768,140,818,190
Dalet,746,140,796,190
Resh,724,140,774,190
Bet,696,140,746,190
Yod,667,140,717,190
Pe,577,140,627,190
Pe,463,140,513,190
Tsadi-medial,436,140,486,190
Tet,417,140,467,190
Lamed,401,140,451,190
Gimel,384,140,434,190
Qof,366,140,416,190
Waw,337,140,387,190
He,310,140,360,190
Kaf,277,140,327,190
Tet,250,140,300,190
Lamed,215,140,265,190
Tsadi-final,195,140,245,190
Lamed,172,140,222,190
Kaf-final,144,140,194,190
Kaf,104,140,154,190
Qof,83,140,133,190
Pe-final,876,190,926,240
Taw,852,190,902,240
Qof,832,190,882,240
Yod,742,190,792,240
Dalet,715,190,765,240
Dalet,690,190,740,240
Tsadi-final,668,190,718,240
Mem,639,190,689,240
Resh,618,190,668,240
Het,589,190,639,240
Yod,567,190,617,240
Pe-final,538,190,588,240
Tsadi-medial,514,190,564,240
He,487,190,537,240
Tsadi-final,458,190,508,240
Gimel,436,190,486,240
Qof,159,190,209,240
He,72,190,122,240
Tet,918,240,968,290
Resh,889,240,939,290
Resh,865,240,915,290
Mem,793,240,843,290
Yod,773,240,823,290
Tsadi-final,748,240,798,290
Bet,725,240,775,290
Waw,692,240,742,290
He,665,240,715,290
Zayin,573,240,623,290
Tet,547,240,597,290
Bet,519,240,569,290
Mem-medial,484,240,534,290
Tsadi-medial,460,240,510,290
Kaf-final,420,240,470,290
Dalet,400,240,450,290
Nun-final,378,240,428,290
Kaf-final,349,240,399,290
Zayin,322,240,372,290
Mem-medial,290,240,340,290
Waw,258,240,308,290
Tet,204,240,254,290
Kaf,166,240,216,290
Alef,130,240,180,290
Kaf,929,290,979,340
Taw,904,290,954,340
Qof,877,290,927,340
Resh,855,290,905,340
Alef,824,290,874,340
Tet,801,290,851,340
Het,777,290,827,340
Kaf-final,694,290,744,340
Dalet,670,290,720,340
Tsadi-final,648,290,698,340
Kaf-final,623,290,673,340
Qof,597,290,647,340
Lamed,573,290,623,340
Waw,547,290,597,340
Alef,493,290,543,340
Mem-medial,462,290,512,340
Shin,433,290,483,340
Bet,404,290,454,340
Yod,383,290,433,340
Tsadi-medial,369,290,419,340
He,273,290,323,340
Tsadi-final,246,290,296,340
Pe-final,218,290,268,340
Kaf-final,194,290,244,340
Yod,110,290,160,340
Shin,88,290,138,340
Waw,922,340,972,390
Mem,892,340,942,390
Waw,870,340,920,390
Samekh,848,340,898,390
Mem-medial,827,340,877,390
Zayin,699,340,749,390
Het,678,340,728,390
Kaf,589,340,639,390
Taw,567,340,617,390
Mem,467,340,517,390
Kaf,451,340,501,390
Shin,430,340,480,390
Alef,408,340,458,390
He,378,340,428,390
Mem,363,340,413,390
Resh,340,340,390,390
Dalet,312,340,362,390
Samekh,234,340,284,390
Pe,213,340,263,390
Kaf,182,340,232,390
Kaf-final,156,340,206,390
Mem-medial,133,340,183,390
Zayin,104,340,154,390
Mem-medial,928,390,978,440
Tsadi-medial,902,390,952,440
Lamed,873,390,923,440
Shin,848,390,898,440
Bet,831,390,881,440
Zayin,805,390,855,440
Gimel,779,390,829,440
Ayin,622,390,672,440
Dalet,599,390,649,440
Mem,572,390,622,440
Tet,538,390,588,440
Pe,479,390,529,440
Taw,449,390,499,440
Kaf,418,390,468,440
Het,395,390,445,440
Lamed,370,390,420,440
Kaf-final,344,390,394,440
Qof,240,390,290,440
Dalet,146,390,196,440
Shin,120,390,170,440
Tsadi-medial,95,390,145,440
Lamed,927,440,977,490
Pe-final,901,440,951,490
Pe-final,883,440,933,490
Ayin,859,440,909,490
Pe,838,440,888,490
Het,825,440,875,490
Kaf-final,795,440,845,490
Mem,766,440,816,490
Kaf,736,440,786,490
Mem-medial,712,440,762,490
Yod,680,440,730,490
Kaf-final,653,440,703,490
Resh,630,440,680,490
Gimel,547,440,597,490
Gimel,522,440,572,490
Tet,499,440,549,490
Lamed,483,440,533,490
Kaf-final,383,440,433,490
Zayin,363,440,413,490
Bet,339,440,389,490
Het,311,440,361,490
Taw,282,440,332,490
Kaf,257,440,307,490
Waw,232,440,282,490
Zayin,205,440,255,490
Pe,177,440,227,490
Gimel,152,440,202,490
Qof,129,440,179,490
Zayin,934,490,984,540
Alef,912,490,962,540
Mem-medial,893,490,943,540
Tsadi-final,872,490,922,540
Kaf-final,847,490,897,540
Pe,825,490,875,540
Pe-final,805,490,855,540
Bet,775,490,825,540
Resh,752,490,802,540
Lamed,714,490,764,540
Bet,636,490,686,540
Bet,609,490,659,540
Kaf,584,490,634,540
Tsadi-medial,558,490,608,540
Tsadi-final,530,490,580,540
Tsadi-final,504,490,554,540
Waw,414,490,464,540
He,393,490,443,540
Mem-medial,365,490,415,540
Nun-medial,337,490,387,540
Nun-medial,312,490,362,540
Mem,296,490,346,540
Waw,272,490,322,540
Nun-medial,244,490,294,540
Nun-medial,220,490,270,540
Yod,150,490,200,540
Gimel,123,490,173,540
Qof,93,490,143,540
