name,xmin,ymin,xmax,ymax
Taw,925,40,975,90
Kaf-final,895,40,945,90
Pe-final,872,40,922,90
Taw,846,40,896,90
Nun-medial,680,40,730,90
Mem-medial,660,40,710,90
He,640,40,690,90
Tsadi-final,614,40,664,90
Mem-medial,530,40,580,90
Qof,496,40,546,90
Pe-final,468,40,518,90
Shin,445,40,495,90
Waw,351,40,401,90
Tsadi-final,322,40,372,90
Alef,282,40,332,90
Tet,176,40,226,90
Tsadi-final,157,40,207,90
Tsadi-final,91,40,141,90
Mem,893,90,943,140
Qof,871,90,921,140
Resh,853,90,903,140
Pe,826,90,876,140
Tsadi-medial,813,90,863,140
Nun-final,784,90,834,140
Nun-final,765,90,815,140
Yod,736,90,786,140
Pe,716,90,766,140
Tsadi-medial,695,90,745,140
Mem,626,90,676,140
Gimel,602,90,652,140
Resh,572,90,622,140
Lamed,549,90,599,140
Gimel,524,90,574,140
Gimel,499,90,549,140
Gimel,475,90,525,140
Ayin,398,90,448,140
Ayin,368,90,418,140
Pe-final,353,90,403,140
Gimel,329,90,379,140
Bet,310,90,360,140
Taw,238,90,288,140
Tet,210,90,260,140
Kaf,107,90,157,140
Zayin,85,90,135,140
Samekh,928,140,978,190
Nun-final,899,140,949,190
Alef,781,140,831,190
Pe,687,140,737,190
Pe,655,140,705,190
Taw,637,140,687,190
Nun-final,622,140,672,190
Qof,594,140,644,190
Yod,567,140,617,190
Het,542,140,592,190
Bet,516,140,566,190
He,399,140,449,190
Tsadi-medial,376,140,426,190
Pe-final,348,140,398,190
Pe-final,327,140,377,190
Yod,300,140,350,190
Dalet,273,140,323,190
Resh,174,140,224,190
Mem,88,140,138,190
Yod,927,190,977,240
He,898,190,948,240
Tet,867,190,917,240
Tet,840,190,890,240
Dalet,821,190,871,240
Tsadi-medial,801,190,851,240
Ayin,777,190,827,240
Mem-medial,743,190,793,240
Samekh,711,190,761,240
Lamed,655,190,705,240
Ayin,625,190,675,240
Bet,603,190,653,240
Pe-final,581,190,631,240
Bet,555,190,605,240
Tsadi-medial,531,190,581,240
Zayin,498,190,548,240
Bet,476,190,526,240
Resh,447,190,497,240
Tet,429,190,479,240
Mem,401,190,451,240
He,368,190,418,240
Tsadi-final,291,190,341,240
Pe,271,190,321,240
He,246,190,296,240
Alef,215,190,265,240
Qof,127,190,177,240
Het,101,190,151,240
Nun-medial,75,190,125,240
Kaf,896,240,946,290
Taw,872,240,922,290
Resh,852,240,902,290
Dalet,827,240,877,290
Taw,796,240,846,290
He,691,240,741,290
Tsadi-medial,658,240,708,290
Nun-medial,642,240,692,290
Tsadi-medial,610,240,660,290
Pe-final,585,240,635,290
Bet,554,240,604,290
Het,528,240,578,290
Pe,508,240,558,290
Nun-final,480,240,530,290
Het,455,240,505,290
Kaf-final,397,240,447,290
Gimel,369,240,419,290
Shin,346,240,396,290
Kaf,315,240,365,290
Pe-final,293,240,343,290
Taw,239,240,289,290
Bet,214,240,264,290
Qof,186,240,236,290
Het,156,240,206,290
Nun-final,128,240,178,290
Mem-medial,94,240,144,290
Qof,919,290,969,340
Waw,899,290,949,340
Nun-medial,815,290,865,340
Samekh,718,290,768,340
Het,636,290,686,340
Nun-final,611,290,661,340
He,579,290,629,340
Kaf,483,290,533,340
Samekh,461,290,511,340
Pe,433,290,483,340
Tsadi-medial,397,290,447,340
Mem-medial,341,290,391,340
Nun-final,316,290,366,340
Waw,293,290,343,340
Pe,270,290,320,340
Resh,242,290,292,340
Alef,171,290,221,340
Resh,141,290,191,340
Het,106,290,156,340
Qof,77,290,127,340
Yod,923,340,973,390
Yod,898,340,948,390
He,868,340,918,390
Taw,850,340,900,390
Yod,818,340,868,390
Shin,794,340,844,390
Yod,602,340,652,390
Nun-final,580,340,630,390
Taw,553,340,603,390
Kaf,531,340,581,390
Yod,511,340,561,390
Waw,484,340,534,390
Alef,454,340,504,390
Nun-medial,426,340,476,390
Pe-final,408,340,458,390
Pe,387,340,437,390
Resh,363,340,413,390
Tsadi-final,295,340,345,390
Tsadi-medial,278,340,328,390
Zayin,220,340,270,390
Gimel,196,340,246,390
Tet,175,340,225,390
Mem,154,340,204,390
Tet,104,340,154,390
Dalet,79,340,129,390
Ayin,921,390,971,440
Het,886,390,936,440
Dalet,855,390,905,440
Mem,832,390,882,440
Dalet,805,390,855,440
Nun-final,770,390,820,440
Nun-medial,742,390,792,440
Waw,722,390,772,440
Resh,573,390,623,440
Nun-medial,545,390,595,440
Resh,509,390,559,440
Nun-medial,487,390,537,440
Mem,463,390,513,440
Pe-final,362,390,412,440
Waw,332,390,382,440
Tsadi-final,250,390,300,440
Zayin,223,390,273,440
Waw,195,390,245,440
Pe-final,165,390,215,440
Gimel,927,440,977,490
Qof,887,440,937,490
Shin,859,440,909,490
Tsadi-final,832,440,882,490
Dalet,761,440,811,490
Tsadi-medial,743,440,793,490
Mem-medial,715,440,765,490
Samekh,692,440,742,490
Yod,660,440,710,490
Tsadi-medial,627,440,677,490
He,601,440,651,490
Het,571,440,621,490
Mem-medial,543,440,593,490
Samekh,520,440,570,490
Mem,506,440,556,490
Tet,480,440,530,490
Kaf,461,440,511,490
Yod,430,440,480,490
Gimel,412,440,462,490
Shin,272,440,322,490
Resh,236,440,286,490
Waw,208,440,258,490
Qof,186,440,236,490
Samekh,155,440,205,490
Tet,129,440,179,490
Alef,93,440,143,490
Mem,926,490,976,540
Pe,866,490,916,540
Pe,851,490,901,540
Tsadi-medial,825,490,875,540
Yod,807,490,857,540
Nun-final,780,490,830,540
Pe,758,490,808,540
Tsadi-final,739,490,789,540
Kaf,722,490,772,540
Yod,686,490,736,540
Mem-medial,652,490,702,540
Kaf,623,490,673,540
Tsadi-medial,567,490,617,540
Nun-medial,540,490,590,540
Waw,449,490,499,540
Resh,425,490,475,540
Lamed,404,490,454,540
Ayin,327,490,377,540
Tsadi-medial,294,490,344,540
Gimel,271,490,321,540
Pe-final,252,490,302,540
Yod,228,490,278,540
Waw,173,490,223,540
Lamed,152,490,202,540
Yod,92,490,142,540
