name,xmin,ymin,xmax,ymax
Tsadi-final,923,40,973,90
Waw,900,40,950,90
Qof,808,40,858,90
Qof,785,40,835,90
Tsadi-final,767,40,817,90
Waw,697,40,747,90
Resh,640,40,690,90
Kaf-final,615,40,665,90
Ayin,590,40,640,90
Kaf,510,40,560,90
Tsadi-medial,430,40,480,90
Yod,396,40,446,90
Waw,368,40,418,90
Pe-final,340,40,390,90
Het,319,40,369,90
Waw,299,40,349,90
Gimel,212,40,262,90
He,190,40,240,90
Tsadi-final,98,40,148,90
Mem-medial,915,90,965,140
Waw,884,90,934,140
Kaf-final,859,90,909,140
Pe-final,825,90,875,140
Kaf,811,90,861,140
Waw,776,90,826,140
Kaf,758,90,808,140
Yod,725,90,775,140
Nun-medial,698,90,748,140
Yod,598,90,648,140
Yod,569,90,619,140
Taw,542,90,592,140
Gimel,518,90,568,140
Kaf-final,403,90,453,140
Taw,370,90,420,140
Dalet,348,90,398,140
Shin,324,90,374,140
Pe,299,90,349,140
Resh,282,90,332,140
Resh,220,90,270,140
Tet,197,90,247,140
Kaf,150,90,200,140
Pe-final,115,90,165,140
Kaf,92,90,142,140
Zayin,921,140,971,190
Kaf-final,891,140,941,190
Gimel,856,140,906,190
Tsadi-final,779,140,829,190
Mem-medial,747,140,797,190
Lamed,688,140,738,190
Pe,613,140,663,190
Kaf-final,582,140,632,190
Dalet,552,140,602,190
Alef,518,140,568,190
Tsadi-medial,490,140,540,190
Mem,466,140,516,190
Pe-final,442,140,492,190
Dalet,422,140,472,190
Het,403,140,453,190
Resh,379,140,429,190
Qof,288,140,338,190
Nun-medial,268,140,318,190
Gimel,236,140,286,190
Ayin,213,140,263,190
Yod,193,140,243,190
Dalet,162,140,212,190
Taw,139,140,189,190
Zayin,114,140,164,190
Samekh,87,140,137,190
Taw,926,190,976,240
Kaf,890,190,940,240
Nun-medial,803,190,853,240
Mem,768,190,818,240
Alef,749,190,799,240
Pe-final,721,190,771,240
Kaf,699,190,749,240
Zayin,671,190,721,240
Kaf,555,190,605,240
Kaf,526,190,576,240
Ayin,502,190,552,240
Kaf,479,190,529,240
Lamed,446,190,496,240
Mem,414,190,464,240
Pe,388,190,438,240
Alef,362,190,412,240
Yod,275,190,325,240
Taw,213,190,263,240
Kaf,187,190,237,240
Zayin,164,190,214,240
Mem,143,190,193,240
Pe,106,190,156,240
Dalet,87,190,137,240
Nun-final,925,240,975,290
Alef,898,240,948,290
Nun-medial,868,240,918,290
Ayin,843,240,893,290
Kaf,815,240,865,290
Nun-medial,716,240,766,290
Pe,684,240,734,290
Taw,656,240,706,290
Dalet,618,240,668,290
Qof,598,240,648,290
Bet,579,240,629,290
Ayin,413,240,463,290
Yod,247,240,297,290
Alef,231,240,281,290
Dalet,200,240,250,290
Waw,174,240,224,290
Pe,152,240,202,290
Resh,125,240,175,290
Nun-final,94,240,144,290
Gimel,923,290,973,340
Mem,901,290,951,340
Lamed,869,290,919,340
Waw,855,290,905,340
Resh,833,290,883,340
Tet,674,290,724,340
He,645,290,695,340
Alef,626,290,676,340
Resh,600,290,650,340
Tet,575,290,625,340
Kaf-final,548,290,598,340
Kaf,523,290,573,340
Dalet,495,290,545,340
Samekh,470,290,520,340
Waw,449,290,499,340
Tsadi-final,427,290,477,340
Ayin,398,290,448,340
Gimel,376,290,426,340
He,289,290,339,340
Dalet,257,290,307,340
Bet,234,290,284,340
Resh,214,290,264,340
Mem-medial,184,290,234,340
Samekh,164,290,214,340
Tsadi-final,925,340,975,390
Dalet,904,340,954,390
Yod,882,340,932,390
Yod,870,340,920,390
Shin,844,340,894,390
Samekh,814,340,864,390
Kaf,790,340,840,390
Resh,761,340,811,390
Taw,730,340,780,390
Mem-medial,705,340,755,390
Lamed,675,340,725,390
Mem,651,340,701,390
Shin,631,340,681,390
Pe-final,603,340,653,390
Nun-final,575,340,625,390
Tsadi-medial,491,340,541,390
Yod,463,340,513,390
Pe-final,437,340,487,390
Kaf-final,409,340,459,390
Gimel,322,340,372,390
Yod,304,340,354,390
Kaf,283,340,333,390
Waw,256,340,306,390
Lamed,170,340,220,390
Nun-final,142,340,192,390
Pe,113,340,163,390
Tsadi-medial,83,340,133,390
Pe-final,925,390,975,440
Dalet,899,390,949,440
Mem,877,390,927,440
Nun-medial,850,390,900,440
Pe,821,390,871,440
Dalet,744,390,794,440
Tsadi-medial,720,390,770,440
Waw,697,390,747,440
Het,654,390,704,440
Tsadi-medial,633,390,683,440
Shin,611,390,661,440
Bet,585,390,635,440
Pe-final,577,390,627,440
Waw,548,390,598,440
Yod,528,390,578,440
Taw,499,390,549,440
Nun-medial,474,390,524,440
He,392,390,442,440
Gimel,368,390,418,440
Nun-medial,339,390,389,440
Samekh,319,390,369,440
He,296,390,346,440
Taw,270,390,320,440
Shin,245,390,295,440
Taw,219,390,269,440
Nun-medial,190,390,240,440
Bet,163,390,213,440
Mem,146,390,196,440
Qof,113,390,163,440
Mem-medial,90,390,140,440
Mem,882,440,932,490
Bet,863,440,913,490
Mem-medial,843,440,893,490
He,819,440,869,490
Ayin,783,440,833,490
Mem-medial,757,440,807,490
Qof,666,440,716,490
Nun-medial,641,440,691,490
Samekh,550,440,600,490
Mem-medial,518,440,568,490
Yod,491,440,541,490
Kaf,472,440,522,490
Pe,392,440,442,490
Kaf,368,440,418,490
Qof,337,440,387,490
Bet,311,440,361,490
Pe,220,440,270,490
Qof,185,440,235,490
Nun-medial,153,440,203,490
Het,126,440,176,490
Bet,106,440,156,490
Het,83,440,133,490
Tsadi-final,927,490,977,540
Kaf-final,901,490,951,540
Bet,815,490,865,540
Qof,798,490,848,540
Tsadi-medial,768,490,818,540
Shin,742,490,792,540
Bet,710,490,760,540
Tet,698,490,748,540
Samekh,668,490,718,540
Nun-final,633,490,683,540
Nun-medial,611,490,661,540
Yod,583,490,633,540
Yod,554,490,604,540
Qof,532,490,582,540
Yod,511,490,561,540
Dalet,487,490,537,540
Nun-medial,461,490,511,540
Waw,436,490,486,540
Mem-medial,404,490,454,540
Mem,376,490,426,540
Het,281,490,331,540
Tet,250,490,300,540
Resh,176,490,226,540
