name,xmin,ymin,xmax,ymax
Ayin,920,40,970,90
Zayin,900,40,950,90
Shin,871,40,921,90
Pe-final,844,40,894,90
Lamed,829,40,879,90
Lamed,793,40,843,90
Lamed,768,40,818,90
Alef,626,40,676,90
Ayin,600,40,650,90
Pe,581,40,631,90
Tsadi-medial,561,40,611,90
Pe-final,537,40,587,90
Nun-medial,443,40,493,90
Tsadi-medial,414,40,464,90
Nun-final,400,40,450,90
Taw,370,40,420,90
Nun-final,351,40,401,90
Gimel,326,40,376,90
Shin,294,40,344,90
Bet,274,40,324,90
Alef,247,40,297,90
Lamed,225,40,275,90
Taw,203,40,253,90
Mem,169,40,219,90
Pe-final,145,40,195,90
Pe-final,119,40,169,90
Nun-medial,85,40,135,90
Waw,924,90,974,140
He,893,90,943,140
Waw,823,90,873,140
Yod,803,90,853,140
Gimel,782,90,832,140
Shin,692,90,742,140
Mem,665,90,715,140
Tsadi-final,643,90,693,140
Shin,615,90,665,140
Het,593,90,643,140
Kaf-final,566,90,616,140
Mem-medial,533,90,583,140
Gimel,506,90,556,140
Dalet,482,90,532,140
Resh,458,90,508,140
Pe,425,90,475,140
Pe,404,90,454,140
Mem-medial,381,90,431,140
Pe,361,90,411,140
Mem,348,90,398,140
Mem,321,90,371,140
Resh,286,90,336,140
He,254,90,304,140
Nun-final,219,90,269,140
Taw,198,90,248,140
Taw,167,90,217,140
Samekh,93,90,143,140
Samekh,928,140,978,190
Nun-medial,902,140,952,190
Mem-medial,873,140,923,190
Kaf,849,140,899,190
Mem-medial,814,140,864,190
Tsadi-medial,790,140,840,190
Lamed,729,140,779,190
Tsadi-final,708,140,758,190
Alef,612,140,662,190
Gimel,584,140,634,190
Het,559,140,609,190
Tsadi-final,527,140,577,190
Taw,508,140,558,190
Samekh,485,140,535,190
Het,462,140,512,190
Lamed,441,140,491,190
Pe-final,415,140,465,190
Tsadi-medial,390,140,440,190
Waw,369,140,419,190
Taw,341,140,391,190
Zayin,275,140,325,190
Lamed,257,140,307,190
Pe,225,140,275,190
Shin,198,140,248,190
Mem-medial,175,140,225,190
Shin,140,140,190,190
Yod,924,190,974,240
Tet,895,190,945,240
Gimel,875,190,925,240
Waw,844,190,894,240
Bet,825,190,875,240
Shin,803,190,853,240
Zayin,773,190,823,240
Ayin,744,190,794,240
Zayin,719,190,769,240
Ayin,694,190,744,240
Waw,609,190,659,240
Tsadi-final,590,190,640,240
Resh,567,190,617,240
Taw,546,190,596,240
Mem,519,190,569,240
Het,495,190,545,240
Het,463,190,513,240
Bet,442,190,492,240
He,412,190,462,240
He,384,190,434,240
Pe,362,190,412,240
Bet,336,190,386,240
Gimel,304,190,354,240
Qof,288,190,338,240
Resh,252,190,302,240
Kaf,221,190,271,240
Pe,199,190,249,240
Ayin,176,190,226,240
He,150,190,200,240
Kaf,923,240,973,290
Shin,901,240,951,290
Samekh,871,240,921,290
Yod,858,240,908,290
Waw,826,240,876,290
Nun-medial,800,240,850,290
Resh,774,240,824,290
Alef,751,240,801,290
Yod,722,240,772,290
Kaf-final,701,240,751,290
Zayin,679,240,729,290
Dalet,655,240,705,290
Het,627,240,677,290
Shin,593,240,643,290
Nun-medial,582,240,632,290
Lamed,565,240,615,290
He,538,240,588,290
Dalet,521,240,571,290
Tet,489,240,539,290
Waw,460,240,510,290
Nun-medial,437,240,487,290
Tsadi-final,344,240,394,290
Qof,315,240,365,290
Shin,221,240,271,290
Bet,139,240,189,290
Tsadi-final,77,240,127,290
Qof,917,290,967,340
Pe,897,290,947,340
Samekh,795,290,845,340
Tet,779,290,829,340
Yod,747,290,797,340
Dalet,662,290,712,340
Mem-medial,632,290,682,340
He,546,290,596,340
Mem,520,290,570,340
Dalet,487,290,537,340
