name,xmin,ymin,xmax,ymax
Lamed,923,40,973,90
Gimel,892,40,942,90
Resh,861,40,911,90
Alef,828,40,878,90
Pe-final,793,40,843,90
Yod,778,40,828,90
Tet,742,40,792,90
Het,720,40,770,90
Tsadi-medial,692,40,742,90
Dalet,669,40,719,90
Shin,629,40,679,90
Pe-final,599,40,649,90
Shin,542,40,592,90
Mem-medial,485,40,535,90
Mem,454,40,504,90
Taw,432,40,482,90
Kaf,403,40,453,90
Pe-final,327,40,377,90
Pe-final,299,40,349,90
Resh,265,40,315,90
He,239,40,289,90
Tet,209,40,259,90
Waw,121,40,171,90
Gimel,927,90,977,140
Tsadi-medial,894,90,944,140
Alef,875,90,925,140
Kaf-final,849,90,899,140
Tet,827,90,877,140
Waw,803,90,853,140
Ayin,776,90,826,140
Resh,747,90,797,140
Bet,710,90,760,140
Nun-final,647,90,697,140
Qof,617,90,667,140
Tsadi-medial,598,90,648,140
Pe-final,577,90,627,140
Lamed,560,90,610,140
Bet,536,90,586,140
Tet,519,90,569,140
Zayin,426,90,476,140
Kaf-final,398,90,448,140
Taw,368,90,418,140
Pe,347,90,397,140
Alef,325,90,375,140
Nun-medial,296,90,346,140
Tsadi-final,267,90,317,140
Tet,241,90,291,140
Resh,216,90,266,140
Qof,195,90,245,140
Pe,168,90,218,140
He,140,90,190,140
Resh,113,90,163,140
Dalet,83,90,133,140
Zayin,930,140,980,190
Pe-final,909,140,959,190
Yod,872,140,922,190
Qof,841,140,891,190
Taw,721,140,771,190
He,697,140,747,190
Waw,671,140,721,190
Dalet,651,140,701,190
Samekh,628,140,678,190
Gimel,560,140,610,190
Tsadi-medial,470,140,520,190
He,452,140,502,190
Tet,426,140,476,190
Nun-medial,396,140,446,190
Kaf-final,373,140,423,190
Pe-final,355,140,405,190
Pe,326,140,376,190
Mem-medial,307,140,357,190
Qof,277,140,327,190
Lamed,251,140,301,190
Tsadi-final,226,140,276,190
Ayin,204,140,254,190
Mem-medial,178,140,228,190
Lamed,922,190,972,240
Mem-medial,902,190,952,240
Ayin,882,190,932,240
Tsadi-final,861,190,911,240
Lamed,804,190,854,240
Het,770,190,820,240
Pe,754,190,804,240
Waw,722,190,772,240
Nun-final,664,190,714,240
Pe,629,190,679,240
He,604,190,654,240
Nun-final,573,190,623,240
Kaf,551,190,601,240
He,527,190,577,240
Shin,494,190,544,240
Nun-medial,472,190,522,240
