name,xmin,ymin,xmax,ymax
Bet,860,40,910,90
Het,834,40,884,90
Tsadi-final,746,40,796,90
Pe-final,692,40,742,90
Mem-medial,670,40,720,90
Ayin,652,40,702,90
Dalet,559,40,609,90
Tsadi-final,534,40,584,90
Taw,482,40,532,90
Kaf-final,454,40,504,90
Nun-final,390,40,440,90
Zayin,290,40,340,90
Samekh,269,40,319,90
Lamed,244,40,294,90
Kaf-final,228,40,278,90
Kaf-final,206,40,256,90
Mem,176,40,226,90
Dalet,159,40,209,90
Pe-final,135,40,185,90
Pe,107,40,157,90
Het,85,40,135,90
Zayin,921,90,971,140
Bet,893,90,943,140
Samekh,870,90,920,140
Kaf-final,843,90,893,140
Mem-medial,809,90,859,140
Lamed,773,90,823,140
Qof,743,90,793,140
Kaf-final,716,90,766,140
Dalet,678,90,728,140
Waw,654,90,704,140
Shin,630,90,680,140
Pe,601,90,651,140
Tet,577,90,627,140
Gimel,554,90,604,140
Gimel,536,90,586,140
Tsadi-final,507,90,557,140
Pe,488,90,538,140
Zayin,455,90,505,140
Pe-final,435,90,485,140
Lamed,359,90,409,140
Bet,336,90,386,140
Qof,313,90,363,140
Tsadi-medial,280,90,330,140
He,259,90,309,140
Resh,236,90,286,140
Qof,213,90,263,140
Kaf,185,90,235,140
Mem,163,90,213,140
Tsadi-medial,131,90,181,140
Nun-final,101,90,151,140
Pe,80,90,130,140
Nun-final,928,140,978,190
Ayin,904,140,954,190
Bet,882,140,932,190
Mem-medial,847,140,897,190
Alef,818,140,868,190
Lamed,785,140,835,190
Bet,761,140,811,190
Shin,733,140,783,190
Lamed,710,140,760,190
Gimel,690,140,740,190
Lamed,675,140,725,190
Nun-final,644,140,694,190
Alef,623,140,673,190
Yod,599,140,649,190
Resh,564,140,614,190
Tsadi-final,541,140,591,190
Nun-final,517,140,567,190
Qof,434,140,484,190
He,400,140,450,190
Yod,372,140,422,190
Lamed,340,140,390,190
Het,311,140,361,190
Mem,282,140,332,190
Qof,250,140,300,190
Kaf-final,211,140,261,190
Tsadi-medial,193,140,243,190
Yod,171,140,221,190
Samekh,144,140,194,190
Resh,123,140,173,190
Nun-final,86,140,136,190
Samekh,927,190,977,240
Lamed,902,190,952,240
Pe-final,877,190,927,240
Kaf-final,858,190,908,240
Mem-medial,820,190,870,240
Mem,798,190,848,240
Ayin,769,190,819,240
Shin,743,190,793,240
Taw,720,190,770,240
Kaf-final,685,190,735,240
He,664,190,714,240
Qof,637,190,687,240
Nun-medial,537,190,587,240
Pe-final,442,190,492,240
Gimel,406,190,456,240
Pe,383,190,433,240
Samekh,355,190,405,240
Gimel,236,190,286,240
Lamed,213,190,263,240
He,186,190,236,240
Nun-medial,162,190,212,240
Alef,133,190,183,240
Waw,926,240,976,290
Taw,782,240,832,290
Shin,759,240,809,290
He,729,240,779,290
Mem,652,240,702,290
Dalet,622,240,672,290
Kaf-final,605,240,655,290
Resh,584,240,634,290
Zayin,554,240,604,290
Samekh,533,240,583,290
Tsadi-final,462,240,512,290
Samekh,434,240,484,290
Mem-medial,412,240,462,290
He,381,240,431,290
Lamed,360,240,410,290
He,339,240,389,290
Resh,319,240,369,290
Mem-medial,293,240,343,290
Dalet,260,240,310,290
Tsadi-medial,236,240,286,290
Dalet,217,240,267,290
Nun-final,195,240,245,290
He,177,240,227,290
Kaf,156,240,206,290
Nun-final,141,240,191,290
Mem,110,240,160,290
Bet,77,240,127,290
Shin,860,290,910,340
Resh,833,290,883,340
