name,xmin,ymin,xmax,ymax
Samekh,924,40,974,90
Lamed,894,40,944,90
Tsadi-medial,864,40,914,90
Dalet,838,40,888,90
Ayin,817,40,867,90
Dalet,777,40,827,90
Yod,756,40,806,90
Waw,738,40,788,90
Resh,716,40,766,90
He,693,40,743,90
Resh,667,40,717,90
Shin,638,40,688,90
Ayin,580,40,630,90
Waw,554,40,604,90
Taw,462,40,512,90
Pe,438,40,488,90
Bet,412,40,462,90
Lamed,380,40,430,90
Shin,361,40,411,90
Nun-medial,340,40,390,90
Kaf-final,320,40,370,90
Tet,291,40,341,90
Mem,233,40,283,90
Qof,207,40,257,90
Yod,183,40,233,90
Mem,145,40,195,90
Het,122,40,172,90
Tet,100,40,150,90
Ayin,927,90,977,140
Tet,900,90,950,140
Shin,878,90,928,140
Taw,855,90,905,140
Shin,830,90,880,140
Gimel,816,90,866,140
Alef,792,90,842,140
Mem-medial,767,90,817,140
Resh,746,90,796,140
Mem,726,90,776,140
Dalet,706,90,756,140
Nun-final,680,90,730,140
Nun-final,659,90,709,140
Qof,638,90,688,140
Shin,611,90,661,140
Pe-final,575,90,625,140
Samekh,548,90,598,140
Samekh,521,90,571,140
Het,502,90,552,140
Nun-medial,479,90,529,140
Nun-final,455,90,505,140
Yod,368,90,418,140
Ayin,346,90,396,140
Ayin,320,90,370,140
Kaf,290,90,340,140
Mem,263,90,313,140
Bet,238,90,288,140
Nun-medial,202,90,252,140
Tsadi-medial,176,90,226,140
Tsadi-final,147,90,197,140
Nun-medial,115,90,165,140
Samekh,83,90,133,140
Tet,931,140,981,190
Yod,907,140,957,190
Gimel,883,140,933,190
Mem-medial,853,140,903,190
Qof,830,140,880,190
Het,819,140,869,190
Ayin,723,140,773,190
Tet,657,140,707,190
Taw,631,140,681,190
Nun-final,607,140,657,190
Kaf,581,140,631,190
Shin,561,140,611,190
Qof,476,140,526,190
Het,454,140,504,190
He,398,140,448,190
Lamed,376,140,426,190
Lamed,346,140,396,190
Yod,322,140,372,190
Dalet,228,140,278,190
Nun-final,200,140,250,190
Dalet,132,140,182,190
Nun-medial,113,140,163,190
Lamed,90,140,140,190
Tsadi-final,926,190,976,240
Tsadi-medial,838,190,888,240
Samekh,744,190,794,240
Tet,714,190,764,240
Bet,694,190,744,240
Tet,669,190,719,240
Lamed,637,190,687,240
Waw,617,190,667,240
Bet,597,190,647,240
Lamed,565,190,615,240
Kaf,541,190,591,240
Pe,517,190,567,240
Samekh,490,190,540,240
Shin,466,190,516,240
Pe,446,190,496,240
Mem,421,190,471,240
Nun-medial,395,190,445,240
Mem,377,190,427,240
Kaf-final,347,190,397,240
Shin,321,190,371,240
Mem,300,190,350,240
Tsadi-final,272,190,322,240
Gimel,240,190,290,240
Yod,215,190,265,240
Lamed,183,190,233,240
Tsadi-medial,156,190,206,240
Samekh,126,190,176,240
Nun-medial,102,190,152,240
He,924,240,974,290
Mem,895,240,945,290
Mem-medial,870,240,920,290
Ayin,840,240,890,290
Zayin,820,240,870,290
Pe,799,240,849,290
Shin,774,240,824,290
Nun-final,757,240,807,290
Gimel,727,240,777,290
Qof,705,240,755,290
Nun-medial,680,240,730,290
Resh,655,240,705,290
Pe,617,240,667,290
Nun-final,594,240,644,290
Qof,576,240,626,290
Nun-final,552,240,602,290
Kaf-final,462,240,512,290
Bet,438,240,488,290
He,405,240,455,290
Mem-medial,388,240,438,290
Tsadi-final,367,240,417,290
Ayin,346,240,396,290
Nun-final,322,240,372,290
Zayin,299,240,349,290
Alef,274,240,324,290
Nun-medial,243,240,293,290
Tet,220,240,270,290
Waw,197,240,247,290
Bet,171,240,221,290
Zayin,138,240,188,290
Mem,915,290,965,340
Alef,887,290,937,340
Mem-medial,859,290,909,340
Resh,833,290,883,340
Gimel,806,290,856,340
Tet,791,290,841,340
Alef,772,290,822,340
Kaf-final,744,290,794,340
He,720,290,770,340
Shin,588,290,638,340
Ayin,570,290,620,340
Zayin,541,290,591,340
Waw,518,290,568,340
Lamed,456,290,506,340
Bet,437,290,487,340
Ayin,407,290,457,340
Mem-medial,377,290,427,340
Lamed,352,290,402,340
Nun-final,326,290,376,340
Kaf,307,290,357,340
Samekh,288,290,338,340
Ayin,252,290,302,340
Gimel,205,290,255,340
Mem,174,290,224,340
Pe-final,156,290,206,340
Taw,132,290,182,340
Yod,109,290,159,340
Pe-final,81,290,131,340
Lamed,927,340,977,390
Alef,908,340,958,390
Taw,882,340,932,390
Ayin,855,340,905,390
Tet,831,340,881,390
Alef,808,340,858,390
Qof,773,340,823,390
Dalet,743,340,793,390
Pe-final,717,340,767,390
Kaf,692,340,742,390
Pe,673,340,723,390
He,650,340,700,390
Gimel,592,340,642,390
Gimel,565,340,615,390
Zayin,549,340,599,390
Nun-medial,532,340,582,390
Mem-medial,512,340,562,390
Mem-medial,484,340,534,390
Shin,456,340,506,390
Pe,427,340,477,390
Qof,398,340,448,390
Tsadi-final,372,340,422,390
Nun-medial,345,340,395,390
Dalet,315,340,365,390
Shin,284,340,334,390
Waw,256,340,306,390
Nun-final,226,340,276,390
Alef,196,340,246,390
Resh,169,340,219,390
Lamed,149,340,199,390
Resh,128,340,178,390
Tsadi-medial,107,340,157,390
Tsadi-medial,82,340,132,390
Zayin,864,390,914,440
Tsadi-medial,808,390,858,440
Kaf-final,781,390,831,440
Yod,679,390,729,440
Alef,655,390,705,440
Het,627,390,677,440
Dalet,603,390,653,440
Het,513,390,563,440
Nun-final,491,390,541,440
Tsadi-final,467,390,517,440
Nun-final,441,390,491,440
Tsadi-final,349,390,399,440
Alef,324,390,374,440
Resh,297,390,347,440
Kaf,273,390,323,440
Mem-medial,178,390,228,440
Taw,143,390,193,440
Ayin,115,390,165,440
Tsadi-medial,87,390,137,440
Qof,925,440,975,490
Tet,903,440,953,490
Waw,876,440,926,490
Kaf-final,845,440,895,490
Dalet,818,440,868,490
Waw,795,440,845,490
Pe,767,440,817,490
Bet,747,440,797,490
Nun-final,721,440,771,490
Shin,702,440,752,490
Zayin,678,440,728,490
Kaf-final,646,440,696,490
Mem-medial,622,440,672,490
Taw,593,440,643,490
Mem,443,440,493,490
Yod,417,440,467,490
Nun-final,386,440,436,490
Dalet,233,440,283,490
Mem-medial,207,440,257,490
Kaf,181,440,231,490
Nun-final,154,440,204,490
Zayin,133,440,183,490
Tsadi-medial,119,440,169,490
Gimel,96,440,146,490
Yod,927,490,977,540
Gimel,912,490,962,540
Qof,891,490,941,540
Dalet,868,490,918,540
Tsadi-medial,843,490,893,540
Pe-final,812,490,862,540
Bet,779,490,829,540
Qof,746,490,796,540
Nun-final,718,490,768,540
Bet,693,490,743,540
Taw,670,490,720,540
Samekh,647,490,697,540
Tet,619,490,669,540
Qof,591,490,641,540
Tet,570,490,620,540
Nun-medial,538,490,588,540
Kaf-final,518,490,568,540
Tsadi-final,388,490,438,540
Nun-final,359,490,409,540
Pe,334,490,384,540
Resh,311,490,361,540
Gimel,298,490,348,540
Shin,270,490,320,540
Het,240,490,290,540
Bet,188,490,238,540
Qof,171,490,221,540
Kaf-final,151,490,201,540
Het,129,490,179,540
